id,MonthofYeah8_count,MonthofYeah3_min,MonthofYeah1_count,MonthofYeah9_sum,MonthofYeah5_min,MonthofYeah7_mean,MonthofYeah8_median,MonthofYeah4_min,MonthofYeah9_min,MonthofYeah1_median,MonthofYeah7_count,MonthofYeah4_mean,MonthofYeah10_count,MonthofYeah6_min,MonthofYeah12_count,MonthofYeah8_sum,MonthofYeah7_sum,MonthofYeah8_mean,MonthofYeah11_mean,MonthofYeah2_count,MonthofYeah9_max,MonthofYeah10_min,MonthofYeah9_median,MonthofYeah7_max,MonthofYeah3_sum,MonthofYeah1_sum,MonthofYeah11_min,MonthofYeah12_median,MonthofYeah5_median,MonthofYeah12_sum
2280,110.0,-1.08,103.0,654.88,-1.02,5.49178571429,0.8,-1.2,-1.02,1.5,84.0,4.97386363636,106.0,-1.08,154.0,631.37,461.31,5.73972727273,4.99591549296,64.0,200.0,-1.08,2.95,200.0,1010.03,326.08,-1.14,2.45,1.26,817.0
2281,36.0,-3.42,77.0,634.72,-1.5,7.56266666667,4.4,-3.06,-1.92,2.4,60.0,4.72632352941,136.0,-3.54,233.0,232.9,453.76,6.46944444444,3.79994949495,5.0,200.0,-1.14,1.5,100.0,690.34,334.9,-1.5,1.5,3.4,1295.43
2282,19.0,-3.54,80.0,1076.27,0.01,9.35955555556,4.4,0.01,0.02,2.7,135.0,5.99489361702,158.0,0.01,197.0,181.95,1263.54,9.57631578947,5.92436708861,3.0,100.0,0.01,2.5,100.0,1065.32,463.83,0.01,2.5,1.7,1185.02
2283,0.0,0.0,0.0,371.21,3.2,15.7166666667,0.0,0.0,0.01,0.0,12.0,0.0,60.0,0.03,28.0,0.0,188.6,0.0,0.0,6.0,13.6,0.1,4.4,50.0,663.6,0.0,0.0,9.8,9.8,237.1
2284,3.0,0.01,98.0,858.92,-1.02,7.69793103448,0.5,-3.54,0.01,1.0,58.0,5.45950276243,148.0,-0.96,155.0,14.61,446.48,4.87,6.96418079096,50.0,100.0,0.01,2.9,100.0,1109.04,633.68,0.01,1.3,3.0,796.92
2285,46.0,-1.02,61.0,976.57,-0.84,7.2061038961,3.25,-3.54,-0.66,1.7,154.0,5.61661971831,175.0,0.01,149.0,324.29,1109.74,7.0497826087,5.16391304348,0.0,100.0,-0.9,3.0,100.0,1029.18,366.99,-3.24,1.0,3.0,627.48
2286,32.0,-1.2,102.0,758.43,-0.72,2.94,1.23,-1.2,-1.2,1.8,31.0,4.66007246377,135.0,-0.12,152.0,492.19,91.14,15.3809375,8.77965753425,28.0,400.0,-1.2,3.0,6.6,864.07,367.1,-1.2,2.1,2.9,614.88
2287,11.0,-0.48,51.0,988.14,-3.48,6.6084,5.3,-3.54,0.01,2.5,100.0,7.34718181818,100.0,-1.44,119.0,73.7,660.84,6.7,6.39347826087,0.0,274.2,0.01,4.6,100.0,1216.93,164.59,-0.24,2.8,3.6,771.52
2288,19.0,0.01,1.0,530.46,0.3,4.51941176471,2.0,0.01,-5.0,0.08,17.0,2.74041666667,83.0,1.63,54.0,270.0,76.83,14.2105263158,7.07958762887,0.0,200.0,0.02,3.0,12.0,733.88,0.08,0.03,2.0,0.3,125.44
2289,31.0,0.01,33.0,1043.68,0.01,9.09373737374,3.0,0.01,-35.0,2.0,99.0,7.71509259259,138.0,0.01,131.0,165.2,900.28,5.32903225806,5.83141791045,9.0,500.0,0.01,3.0,500.0,848.36,284.84,0.01,2.2,2.6,810.17
2290,13.0,0.0,16.0,1484.44,0.2,6.50075630252,0.3,0.1,0.1,3.6,119.0,7.09797546012,173.0,0.1,84.0,536.3,773.59,41.2538461538,7.46335227273,0.0,400.0,0.1,3.85,300.0,1366.75,71.02,0.3,4.0,4.0,822.87
2291,30.0,-10.0,49.0,913.16,0.1,7.11,2.565,0.1,0.1,4.0,33.0,6.80470588235,91.0,-9.53,80.0,293.08,234.63,9.76933333333,8.47110091743,2.0,100.0,0.45,3.5,100.0,441.54,345.13,0.1,4.1,2.65,871.56
2292,14.0,0.1,58.0,1420.68,-0.72,5.21034482759,3.48,0.1,0.08,4.4,29.0,12.4701980198,88.0,0.01,116.0,302.14,151.1,21.5814285714,9.83637254902,24.0,200.0,-3.5,6.95,15.6,1291.1,640.6,0.01,5.8,5.0,1645.3
2293,9.0,0.2,37.0,1267.62,0.1,8.34090909091,5.0,0.01,0.02,8.0,66.0,11.7322619048,95.0,0.3,99.0,259.5,550.5,28.8333333333,11.4175409836,0.0,200.0,0.01,6.5,200.0,1177.5,462.1,-25.0,5.0,5.0,987.61
2294,44.0,-0.96,64.0,1219.87,-0.84,13.0501369863,1.23,0.01,-0.6,3.8,73.0,10.51625,98.0,0.01,108.0,602.53,952.66,13.6938636364,11.1773584906,17.0,200.0,-8.0,4.6,150.0,1477.14,523.39,-14.66,4.55,4.2,1137.6
2295,75.0,0.01,53.0,782.61,-3.22,11.1605940594,3.6,-3.54,-0.12,3.6,101.0,9.54441340782,70.0,0.01,134.0,607.44,1127.22,8.0992,10.8697247706,2.0,200.0,0.01,3.55,200.0,1383.0,559.48,0.01,4.3,3.6,1616.15
2296,6.0,-1.14,85.0,2264.68,-1.2,10.0560606061,7.5,-1.14,-15.66,6.6,66.0,8.86344444444,167.0,-2.77,176.0,243.3,663.7,40.55,11.1583673469,21.0,400.0,-24.0,3.2,100.0,2373.47,1705.28,-15.66,4.95,5.0,2868.72
2297,69.0,-3.54,60.0,2146.91,-0.18,11.8459440559,4.0,-3.54,-3.54,7.25,143.0,10.8220812183,152.0,-3.48,148.0,1044.32,1693.97,15.1350724638,11.5887681159,0.0,200.0,0.01,5.4,200.0,1699.96,716.06,-0.18,5.6,3.6,1833.52
2300,17.0,0.0,81.0,1694.18,-8.66,9.63975308642,3.6,0.1,0.0,4.5,81.0,6.89466367713,197.0,0.1,207.0,402.2,780.82,23.6588235294,6.95271604938,1.0,200.0,-3.54,3.6,200.0,1837.01,743.47,0.01,3.6,3.0,1880.91
2301,14.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,603.04,0.0,43.0742857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,10.0,0.01,73.0,795.4,0.01,5.47257142857,1.9,0.01,0.0,1.85,35.0,7.36636363636,145.0,0.01,142.0,25.27,191.54,2.527,6.34928571429,25.0,100.0,-5.0,2.53,100.0,755.6,337.52,0.01,1.8,1.8,643.44
2303,32.0,0.01,36.0,679.73,0.01,6.19777777778,3.515,0.01,0.01,0.125,72.0,5.1301980198,155.0,-3.15,123.0,361.16,446.24,11.28625,4.64173611111,0.0,200.0,0.01,2.0,100.0,453.48,176.19,0.01,1.0,1.8,459.81
2304,49.0,-1.14,99.0,932.2,-1.14,5.54305084746,3.0,-4.0,-0.6,3.0,59.0,6.80293103448,143.0,-1.14,168.0,389.24,327.04,7.94367346939,6.17401273885,17.0,105.0,-1.14,1.925,73.0,1555.77,647.21,-1.2,3.35,3.0,1298.95
2305,40.0,-5.0,98.0,1416.66,-3.54,5.73815789474,3.8,-2.4,-5.44,2.4,114.0,6.10527093596,151.0,-1.62,230.0,388.73,654.15,9.71825,6.96544827586,7.0,180.0,-3.48,3.5,100.0,1689.94,601.96,-5.0,2.7,2.5,1214.77
2306,44.0,0.01,69.0,899.47,-4.5,5.10492307692,0.95,0.01,0.01,4.0,65.0,5.85428571429,153.0,0.1,141.0,252.5,331.82,5.73863636364,7.57397163121,45.0,50.0,0.01,3.0,50.0,1165.65,514.6,-4.8,4.4,4.0,1210.31
2307,0.0,0.01,8.0,1114.19,0.5,8.32452830189,0.0,0.01,-4.5,4.0,53.0,12.4142741935,80.0,0.0,76.0,0.0,441.2,0.0,8.57323943662,0.0,50.0,0.72,4.4,100.0,931.65,53.3,0.5,4.0,4.7,619.86
2308,0.0,0.01,66.0,1194.75,0.01,2.07130434783,0.0,0.01,0.01,4.3,46.0,10.2733939394,0.0,0.01,163.0,0.0,95.28,0.0,13.647,39.0,200.0,0.0,4.55,12.0,1966.19,585.17,0.01,4.0,3.05,1909.15
2309,2.0,0.0,0.0,0.0,0.0,8.41511627907,1.45,0.0,0.0,0.0,86.0,0.0,0.0,0.1,0.0,2.9,723.7,1.45,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2312,22.0,0.0,68.0,966.67,-5.5,9.64155844156,4.35,-16.6,0.01,3.1,77.0,8.47658536585,179.0,0.01,196.0,298.3,742.4,13.5590909091,8.70871134021,2.0,40.0,0.01,3.0,100.0,2192.58,509.56,0.01,3.0,3.0,1401.92
2313,10.0,0.01,76.0,586.87,0.01,5.72669902913,4.2,-0.18,-2.64,2.5,103.0,5.53858024691,157.0,0.01,173.0,236.4,589.85,23.64,5.79679775281,2.0,200.0,0.01,2.5,100.0,1167.51,310.59,-0.06,2.0,2.6,900.84
2316,152.0,-1.14,111.0,1053.27,-1.2,5.10279069767,2.4,-1.14,0.01,1.2,86.0,5.36275675676,140.0,-1.14,223.0,789.89,438.84,5.19664473684,4.52385026738,33.0,200.0,-1.2,2.6,100.0,1069.75,422.4,-1.2,1.3,1.8,1282.2
2317,161.0,-3.54,114.0,615.38,-3.3,7.0785620915,2.9,-3.54,-2.58,1.0,153.0,4.49699152542,163.0,-3.54,213.0,1365.12,1083.02,8.47900621118,4.57257309942,0.0,100.0,-1.26,2.9,140.0,1319.54,517.09,-2.04,1.8,2.0,919.2
2320,101.0,-1.14,45.0,1074.47,-1.14,7.08196969697,1.8,-1.2,-1.08,4.4,66.0,7.25595744681,152.0,-1.2,151.0,527.64,467.41,5.22415841584,6.27560846561,51.0,100.0,-0.9,2.75,100.0,1480.4,365.82,-1.14,4.5,4.0,975.42
2321,48.0,-3.42,96.0,1146.61,-2.82,6.59590909091,5.0,-3.54,-3.06,3.6,132.0,7.72440677966,153.0,-3.54,185.0,408.05,870.66,8.50104166667,7.55018518519,0.0,100.0,-3.36,3.63,100.0,1623.77,624.89,-3.24,4.0,4.0,1444.29
2322,26.0,-0.96,38.0,603.08,-1.2,2.24244444444,1.2,-1.08,-0.96,1.45,45.0,5.7161,60.0,-1.8,90.0,316.21,100.91,12.1619230769,5.25092105263,47.0,300.0,-0.96,1.4,11.7,626.17,225.75,0.01,2.0,1.26,768.78
2323,1.0,-3.12,31.0,701.92,-3.54,6.3,1.0,-3.54,-2.58,1.0,53.0,5.253,104.0,-5.6,116.0,1.0,333.9,1.0,4.16395833333,1.0,200.0,-3.54,1.8,50.0,536.49,106.74,-0.42,1.0,2.3,643.7
2324,12.0,0.01,29.0,717.85,0.01,0.0,4.0,0.0,-7.6,0.1,0.0,0.0,129.0,0.0,90.0,168.05,0.0,14.0041666667,4.53778571429,0.0,300.0,0.01,2.5,0.0,0.02,20.71,-6.0,1.65,0.01,390.69
2325,8.0,0.01,36.0,901.34,0.01,9.63620689655,4.6,0.01,0.1,4.85,58.0,7.03075630252,111.0,-4.0,125.0,42.25,558.9,5.28125,8.25625,0.0,200.0,0.01,4.1,100.0,1404.15,278.3,0.01,5.0,4.0,1122.99
2326,21.0,-3.54,57.0,948.33,-1.0,5.78272727273,2.5,0.5,-1.5,2.2,66.0,6.25728682171,138.0,-1.0,137.0,332.05,381.66,15.8119047619,5.9663963964,23.0,150.0,0.01,2.3,100.0,731.58,263.47,0.03,2.5,1.7,1281.67
2327,21.0,-4.6,134.0,1171.77,0.01,5.25648854962,2.0,0.01,-22.0,2.05,131.0,4.23355555556,271.0,-5.0,213.0,145.6,688.6,6.93333333333,4.71217054264,6.0,300.0,0.01,1.0,90.0,879.13,692.69,-2.94,2.4,1.8,1302.46
2328,25.0,0.01,108.0,1357.82,-3.54,2.94274193548,3.2,-3.54,0.01,1.0,62.0,5.15656862745,173.0,0.01,219.0,337.65,182.45,13.506,7.81855421687,59.0,400.0,-3.54,2.83,50.0,1080.69,445.93,0.0,0.9,1.5,886.56
2329,66.0,-1.2,142.0,1088.11,-4.55,6.43463157895,1.2,-1.14,-3.4,1.55,95.0,4.48101960784,250.0,-1.02,259.0,312.23,611.29,4.73075757576,4.6888559322,62.0,200.0,-1.08,1.3,100.0,922.63,641.31,-1.14,1.5,1.8,1034.35
2330,8.0,0.0,127.0,884.79,0.01,11.1202380952,3.5,-1.02,0.01,3.1,84.0,6.07125874126,229.0,-6.22,197.0,29.1,934.1,3.6375,4.92743243243,20.0,300.0,-0.06,3.2,500.0,429.19,904.71,-0.72,2.5,3.0,1128.3
2331,7.0,0.0,71.0,880.33,0.02,5.41977777778,4.6,0.01,0.01,0.3,45.0,5.77382113821,120.0,0.02,200.0,66.98,243.89,9.56857142857,5.75333333333,54.0,200.0,0.01,4.6,50.0,667.79,262.82,0.0,0.65,3.1,892.25
2332,11.0,-31.0,5.0,606.95,-2.99,9.37833333333,4.9,0.01,-1.2,3.5,18.0,6.60023809524,50.0,0.01,51.0,88.9,168.81,8.08181818182,11.4628813559,20.0,100.0,-1.2,2.1,100.0,377.22,39.9,0.01,4.5,3.0,319.82
2333,62.0,-1.9,65.0,403.2,-4.7,8.72757142857,3.9,-3.54,-5.0,4.0,140.0,5.41954545455,30.0,0.01,68.0,555.0,1221.86,8.95161290323,6.28666666667,0.0,200.0,0.01,4.6,500.0,691.6,573.54,-5.0,2.35,2.4,316.15
2334,21.0,-1.2,60.0,687.85,-1.08,6.78610169492,1.26,-6.0,-0.84,4.6,59.0,8.73510638298,66.0,-0.84,79.0,64.92,400.38,3.09142857143,7.92152941176,23.0,200.0,-0.72,3.9,200.0,1125.08,516.13,-1.14,4.0,3.1,857.79
2335,37.0,-0.48,54.0,837.5,0.01,7.08593023256,5.0,-0.18,-1.68,4.05,86.0,7.01459459459,98.0,0.01,131.0,493.83,609.39,13.3467567568,7.81462686567,4.0,200.0,-0.3,4.0,200.0,1313.55,304.55,-3.42,4.0,4.0,1161.03
2336,2.0,-9.0,57.0,1573.65,0.01,9.27542857143,12.8,0.01,0.0,3.6,35.0,10.8311764706,169.0,0.1,156.0,25.6,324.64,12.8,11.7409937888,0.0,300.0,-3.54,3.6,100.0,1276.75,329.93,0.01,4.6,4.8,1214.26
2337,51.0,0.01,80.0,706.87,0.01,3.49111111111,1.5,0.01,0.01,2.35,18.0,4.13677419355,128.0,-11.8,113.0,316.62,62.84,6.20823529412,4.40362745098,35.0,200.0,0.0,2.2,10.0,896.97,369.7,0.0,2.5,1.6,762.96
2338,5.0,-1.02,77.0,1088.74,-1.08,3.62441176471,0.15,-0.72,-5.2,1.2,68.0,5.97357575758,161.0,-1.14,167.0,300.45,246.46,60.09,9.93103896104,39.0,415.26,-0.42,2.4,100.0,1066.03,215.23,-1.14,2.3,1.8,880.09
2339,19.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,555.3,0.0,29.2263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,14.0,0.0,42.0,748.44,0.01,6.40744186047,3.3,-3.54,0.01,2.5,43.0,5.26875,135.0,-0.72,142.0,370.9,275.52,26.4928571429,7.09589552239,23.0,200.0,0.01,2.615,100.0,1159.94,248.67,-3.54,3.0,3.0,1137.98
2341,17.0,0.01,38.0,994.29,0.01,15.205,1.2,0.0,-0.66,1.0,60.0,7.13295652174,143.0,0.0,142.0,129.3,912.3,7.60588235294,4.52744360902,0.0,200.0,-4.5,2.0,215.16,949.56,224.34,0.01,1.0,2.0,639.39
2342,14.0,0.0,45.0,686.19,0.01,4.20185185185,1.0,-8.9,0.01,2.53,54.0,6.096,104.0,0.01,145.0,24.15,226.9,1.725,7.94601694915,35.0,300.0,-5.6,2.5,50.0,655.62,158.69,0.0,2.53,2.0,984.7
2343,132.0,-3.54,65.0,1495.78,0.0,10.802254902,3.6,-3.54,-3.36,4.5,102.0,7.93228915663,171.0,0.1,184.0,921.99,1101.83,6.98477272727,9.67845588235,0.0,200.0,0.01,4.0,200.0,1836.78,613.92,-1.88,3.95,3.0,1898.08
2344,10.0,-3.12,56.0,774.18,-3.12,10.2231168831,2.9,-3.54,-21.0,2.8,77.0,9.03416107383,146.0,-3.12,127.0,217.02,787.18,21.702,7.90095541401,4.0,200.0,0.01,4.0,100.0,996.87,521.0,0.01,3.6,3.6,975.86
2345,9.0,-2.46,85.0,742.91,-5.55,4.53336538462,5.4,-0.54,0.1,2.4,104.0,5.84526627219,151.0,-3.54,153.0,150.0,471.47,16.6666666667,4.81357954545,3.0,100.0,-22.0,1.5,100.0,1082.27,644.4,0.01,1.9,2.6,911.86
2346,5.0,-0.96,57.0,442.36,-0.96,7.28473684211,3.3,-0.9,-0.42,3.6,19.0,9.17827868852,76.0,-1.02,95.0,309.81,138.41,61.962,9.35987804878,36.0,100.0,-1.08,4.0,50.0,1161.32,303.75,-1.08,3.0,4.0,753.59
2347,0.0,0.0,50.0,1050.62,-8.0,8.34035714286,0.0,-1.26,0.0,5.0,56.0,9.8496875,78.0,-0.66,110.0,0.0,467.06,0.0,8.97267605634,1.0,100.0,0.3,3.0,100.0,631.64,417.5,-3.3,2.95,3.0,988.65
2350,50.0,-1.02,55.0,853.19,-1.02,7.70753846154,2.95,0.0,-1.02,3.0,65.0,8.84980769231,92.0,-1.08,89.0,464.04,500.99,9.2808,8.82051724138,30.0,100.0,-0.78,3.9,100.0,961.6,422.91,-1.14,3.1,3.0,570.91
2351,56.0,-3.54,65.0,1179.92,-3.54,9.60027027027,4.4,-3.54,-1.74,4.1,74.0,9.52252525253,102.0,-6.0,134.0,485.04,710.42,8.66142857143,10.675046729,0.0,200.0,-1.62,5.0,200.0,1700.24,496.93,-3.24,4.0,4.0,1545.65
2352,22.0,-3.54,81.0,788.12,-3.54,7.87063492063,4.3,-4.3,-3.54,3.2,63.0,5.77198198198,155.0,0.01,182.0,337.2,495.85,15.3272727273,6.4393877551,0.0,100.0,0.0,2.0,100.0,1378.0,534.38,-3.54,3.0,3.0,1333.3
2353,30.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,807.06,0.0,26.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,11.0,-0.9,53.0,620.79,-0.66,11.59796875,1.0,-1.8,0.01,3.6,64.0,8.7165,85.0,-0.72,100.0,16.61,742.27,1.51,7.04327868852,30.0,200.0,-0.18,2.5,146.6,848.96,451.11,-3.48,1.3,1.0,507.64
2357,1.0,-0.84,44.0,947.03,0.01,7.92924528302,1.0,0.01,-1.02,3.0,53.0,7.20081081081,111.0,-0.06,112.0,1.0,420.25,1.0,6.39786885246,0.0,300.0,-19.8,3.1,100.0,804.87,331.3,0.01,1.0,1.5,716.56
2360,0.0,0.01,98.0,633.52,0.01,1.34301369863,0.0,-0.7,-1.56,0.75,73.0,1.056375,157.0,0.01,211.0,0.0,98.04,0.0,3.38701244813,39.0,300.0,-1.14,0.5,8.0,215.89,655.33,0.01,0.03,0.5,431.98
2361,27.0,0.01,0.0,0.0,0.01,6.0491588785,2.0,0.03,0.0,0.0,107.0,5.55685714286,0.0,0.01,0.0,88.74,647.26,3.28666666667,0.0,65.0,0.0,0.0,0.0,300.0,2340.63,0.0,0.0,0.0,2.0,0.0
2364,17.0,-1.08,100.0,1048.02,-1.2,4.68618421053,0.9,-1.02,-1.14,2.45,76.0,7.34289940828,153.0,-1.08,206.0,340.2,356.15,20.0117647059,4.50803108808,31.0,300.0,0.01,2.3,100.0,1055.02,357.38,-1.2,1.8,2.8,2041.77
2365,113.0,-0.24,76.0,902.96,0.01,7.0747826087,3.6,-3.54,0.01,2.8,138.0,5.35187817259,128.0,-3.3,184.0,865.69,976.32,7.66097345133,5.22472049689,1.0,100.0,-3.42,2.0,100.0,1939.48,1008.01,-3.42,1.5,1.5,641.62
2370,7.0,-1.2,108.0,1072.36,-3.54,5.31568965517,3.5,-1.08,-1.08,1.5,58.0,8.54935672515,172.0,-12.0,196.0,152.5,308.31,21.7857142857,5.06,43.0,300.0,-1.2,2.6,100.0,1235.46,358.23,-1.2,1.5,3.0,1110.53
2371,41.0,0.0,80.0,1129.49,-0.36,7.04311320755,4.0,-3.24,-3.54,3.8,106.0,10.2710795455,153.0,-0.12,197.0,386.3,746.57,9.42195121951,7.48387096774,0.0,200.0,-3.54,3.1,300.0,1194.5,488.61,0.01,3.0,3.9,1207.79
2376,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,205.73,0.0,25.71625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,21.0,0.01,53.0,1185.22,0.01,2.83810344828,5.0,0.01,0.0,1.6,58.0,5.97455696203,133.0,0.01,142.0,337.2,164.61,16.0571428571,5.30965034965,4.0,200.0,0.01,2.4,11.0,1180.82,265.11,0.01,2.8,2.3,1067.07
2378,92.0,-1.2,110.0,712.92,-1.2,5.54709090909,2.4,-1.14,-1.14,1.26,110.0,4.32248704663,150.0,-1.14,201.0,427.17,610.18,4.64315217391,4.03796208531,88.0,100.0,-1.08,1.6,100.0,1040.62,494.0,-1.2,1.2,3.0,923.69
2379,42.0,-2.22,33.0,2354.38,-1.8,6.47815642458,3.6,-1.8,0.3,1.0,179.0,8.20465608466,175.0,-1.38,86.0,599.48,1159.59,14.2733333333,10.9555555556,9.0,500.0,0.1,7.0,139.0,1331.14,127.11,0.1,3.0,3.3,728.3
2386,24.0,0.0,65.0,1753.38,0.03,6.77166666667,3.5,0.01,0.01,3.23,6.0,8.69272058824,164.0,0.03,140.0,194.56,40.63,8.10666666667,8.01378787879,34.0,500.0,0.0,3.0,20.0,1032.98,432.56,-2.5,3.865,4.0,1192.23
2387,168.0,-1.14,102.0,975.45,-1.14,4.15795698925,1.2,-1.14,-1.2,2.5,93.0,3.58653968254,284.0,-1.14,215.0,556.39,386.69,3.3118452381,4.39715384615,51.0,200.0,-1.08,1.5,200.0,1028.3,600.5,-1.14,1.2,1.2,778.92
2388,15.0,-11.0,177.0,1404.95,-7.6,6.76408759124,1.9,-1.2,-0.96,1.0,137.0,7.34713114754,187.0,-1.14,251.0,132.73,926.68,8.84866666667,4.99408637874,49.0,100.0,-5.6,3.8,100.0,1717.51,975.23,-1.2,1.8,2.0,1926.23
2389,136.0,0.01,102.0,1582.23,-1.32,11.2818367347,5.7,-3.48,-3.54,3.8,245.0,8.44835680751,262.0,0.01,196.0,1723.11,2764.05,12.6699264706,7.40452488688,0.0,100.0,-3.54,1.8,100.0,1300.15,870.08,-3.48,4.0,3.2,1762.09
2392,11.0,-1.2,68.0,746.05,-0.6,6.58420289855,1.26,-1.14,-1.2,4.1,69.0,9.70986013986,125.0,-1.14,142.0,28.33,454.31,2.57545454545,6.31972027972,27.0,300.0,-1.14,3.0,200.0,756.76,286.93,-0.78,2.95,3.0,1199.25
2393,31.0,-3.54,68.0,1133.13,-0.48,7.93072727273,3.6,-3.54,-3.54,3.0,110.0,6.8892,143.0,0.01,171.0,345.64,872.38,11.1496774194,7.64988023952,0.0,300.0,0.01,2.6,200.0,1376.63,542.17,0.01,3.6,3.0,1507.68
2394,17.0,0.0,40.0,874.46,0.4,8.236,4.0,0.1,0.8,3.1,25.0,8.0367816092,43.0,0.1,46.0,261.5,205.9,15.3823529412,8.863,0.0,200.0,0.0,4.1,100.0,759.25,318.33,0.0,2.15,3.55,435.12
2395,54.0,0.15,38.0,1308.79,0.03,7.20265822785,1.115,-1.74,-8.0,2.9,79.0,7.98594202899,124.0,0.03,161.0,237.28,569.01,4.39407407407,7.7625984252,12.0,100.0,0.1,3.1,100.0,1001.14,243.09,0.07,2.63,2.815,1048.54
2396,0.0,-1.08,70.0,910.56,-1.14,3.07435897436,0.0,-0.78,-1.02,1.35,39.0,7.88018518519,102.0,-1.02,103.0,0.0,119.9,0.0,6.305,20.0,300.0,-1.08,4.6,22.8,507.99,339.47,-1.14,4.5,2.5,995.72
2397,84.0,-3.54,49.0,756.16,0.6,6.94534883721,4.6,-3.54,0.0,4.6,86.0,7.82293577982,122.0,0.6,99.0,717.5,597.3,8.54166666667,9.50140186916,0.0,300.0,-3.12,4.6,200.0,957.79,452.76,0.1,4.9,4.6,1004.87
2398,11.0,0.01,38.0,898.26,0.01,6.51292682927,8.0,0.01,0.0,5.0,41.0,7.72869158879,118.0,0.01,100.0,170.91,267.03,15.5372727273,6.66243902439,37.0,100.0,0.01,1.7,100.0,839.41,266.94,0.01,4.9,2.85,935.76
2399,33.0,-6.0,91.0,1344.59,-0.3,3.91193548387,3.6,0.01,-3.9,3.6,62.0,7.08088541667,202.0,0.01,209.0,483.2,242.54,14.6424242424,8.71073593074,10.0,200.0,-3.54,3.0,13.4,1535.08,501.08,0.0,3.6,3.6,1409.84
2400,5.0,-0.3,51.0,1431.87,0.01,6.30676470588,24.2,-0.84,-0.96,3.1,68.0,8.92372881356,103.0,-0.78,108.0,328.8,428.86,65.76,8.19822580645,22.0,100.0,-10.0,3.96,100.0,1562.44,401.18,-5.5,4.25,4.0,943.75
2401,119.0,0.01,48.0,693.25,-3.36,8.12597402597,3.9,0.01,-3.54,4.3,77.0,12.1966071429,100.0,0.01,87.0,1221.77,625.7,10.2669747899,7.77813333333,0.0,200.0,-3.42,3.6,100.0,999.0,397.93,-3.54,4.0,3.0,740.57
2404,0.0,2.0,1.0,317.08,0.05,0.83,0.0,0.04,0.03,0.14,1.0,2.02677419355,68.0,0.3,65.0,0.0,0.83,0.0,9.242,0.0,100.0,0.01,2.8,0.83,179.0,0.14,-10.0,3.5,0.05,393.23
2405,0.0,0.0,64.0,1408.95,0.1,5.99692307692,0.0,-6.5,-11.0,3.815,104.0,8.58709677419,95.0,0.15,171.0,0.0,623.68,0.0,7.3329787234,8.0,150.0,-6.0,3.0,80.0,1062.16,502.56,0.1,3.4,3.5,1141.17
2406,36.0,0.0,66.0,1056.4,0.01,3.40616161616,3.5,0.01,0.0,2.05,99.0,2.02837078652,110.0,0.01,158.0,364.3,337.21,10.1194444444,3.63688311688,3.0,300.0,0.01,3.0,100.0,959.46,151.42,0.01,2.2,0.8,885.57
2407,27.0,-3.3,65.0,1021.25,-3.12,7.45364864865,3.2,0.01,0.0,3.0,74.0,6.21808641975,151.0,0.01,228.0,195.09,551.57,7.22555555556,4.27882681564,6.0,200.0,0.01,3.0,100.0,820.48,268.43,-3.54,1.1,1.4,841.66
2412,44.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1640.46,0.0,37.2831818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,23.0,-0.84,72.0,582.75,-1.02,5.15825,3.0,-0.96,0.01,3.3,120.0,4.89021582734,109.0,-0.54,117.0,176.66,618.99,7.68086956522,5.63830508475,13.0,200.0,-1.02,3.0,200.0,1216.55,315.83,-1.14,3.9,2.9,897.45
2414,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1067.53,0.0,88.9608333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,32.0,-3.12,62.0,1056.65,0.2,6.29458333333,3.0,0.2,0.1,4.85,96.0,6.79148571429,140.0,0.1,177.0,701.97,604.28,21.9365625,9.16483221477,2.0,500.0,0.4,2.0,100.0,2298.75,323.9,-3.54,2.2,2.2,789.57
2416,12.0,-1.02,70.0,794.0,-0.78,8.06181818182,3.0,-0.96,-1.2,3.8,33.0,7.62041666667,115.0,-1.14,85.0,162.02,266.04,13.5016666667,7.48848484848,40.0,100.0,-0.96,3.3,100.0,839.58,456.06,-1.08,4.0,3.0,599.33
