id,换卡_count,POS消费_mean,卡充值_mean,POS消费_sum,POS消费_count,圈存转账_sum,POS消费_max,圈存转账_mean,POS消费_min,卡充值_sum,圈存转账_count,卡补办_sum,卡充值_count,支付领取_min,POS消费_median,卡片销户_min,卡补办_count,支付领取_sum,支付领取_count,圈存转账_min,卡充值_min,更新卡信息_max,卡挂失_count,卡补办_median,换卡_mean,换卡_sum,卡补办_max,换卡_min
733,0.0,3.99701318852,0.0,5152.15,1289.0,7100.0,149.89,169.047619048,-0.3,0.0,42.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,0.0,4.42727876106,362.5,6003.39,1356.0,0.0,30.0,0.0,-20.5,5800.0,0.0,15.0,16.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,200.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0
743,0.0,3.44545592705,310.714285714,4534.22,1316.0,0.0,50.0,0.0,-7.3,4350.0,0.0,20.0,14.0,400.0,2.0,0.0,1.0,800.0,2.0,0.0,50.0,0.0,1.0,20.0,0.0,0.0,20.0,0.0
744,0.0,2.21432219127,100.0,4769.65,2154.0,0.0,30.0,0.0,-3.54,4400.0,0.0,36.32,44.0,0.0,1.0,10.1,1.0,0.0,0.0,0.0,50.0,0.0,2.0,36.32,0.0,0.0,36.32,0.0
745,0.0,3.05307213285,97.9310344828,5883.27,1927.0,0.0,33.0,0.0,-4.6,5680.0,0.0,22.3,58.0,30.0,1.5,7.3,1.0,160.0,4.0,0.0,30.0,0.0,2.0,22.3,0.0,0.0,22.3,0.0
746,0.0,3.12475253093,81.9512195122,5555.81,1778.0,2250.0,30.0,56.25,-6.0,3360.0,40.0,22.71,41.0,0.0,2.6,7.71,1.0,0.0,0.0,20.0,20.0,0.0,2.0,22.71,0.0,0.0,22.71,0.0
747,0.0,4.01476553341,80.0,6849.19,1706.0,4529.0,35.3,61.2027027027,-8.0,2400.0,74.0,0.0,30.0,10.0,3.0,0.0,0.0,115.0,3.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,0.0,5.96,350.0,160.92,27.0,0.0,30.0,0.0,0.02,700.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,1.0,2.51098360656,140.0,919.02,366.0,0.0,24.2,0.0,-14.0,700.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,0.0,1.37577857786,100.0,4585.47,3333.0,4912.0,30.0,47.2307692308,-5.0,100.0,104.0,21.0,1.0,0.0,0.6,6.0,1.0,0.0,0.0,1.0,100.0,0.0,2.0,21.0,0.0,0.0,21.0,0.0
755,0.0,1.49962703963,100.0,5146.72,3432.0,5100.0,16.2,50.495049505,-3.54,100.0,101.0,29.51,1.0,0.0,0.8,14.51,1.0,0.0,0.0,50.0,100.0,0.0,5.0,29.51,0.0,0.0,29.51,0.0
756,0.0,1.93558674464,0.0,4964.78,2565.0,4928.0,30.0,107.130434783,-3.3,0.0,46.0,179.75,0.0,0.0,1.2,8.78,4.0,0.0,0.0,50.0,0.0,0.0,5.0,48.085,0.0,0.0,59.8,0.0
757,0.0,2.10728468392,53.5,4966.87,2357.0,5134.0,13.1,106.958333333,-1.15,107.0,48.0,16.95,2.0,0.0,1.48,1.95,1.0,0.0,0.0,4.0,7.0,0.0,1.0,16.95,0.0,0.0,16.95,0.0
760,0.0,3.94577922078,92.8571428571,3645.9,924.0,0.0,30.0,0.0,-3.54,650.0,0.0,0.0,7.0,5.0,3.395,0.0,0.0,3225.0,37.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,1.0,1.88463388562,152.142857143,3526.15,1871.0,0.0,30.0,0.0,-3.54,3195.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,0.0,4.5736,47.8571428571,686.04,150.0,0.0,14.7,0.0,0.01,670.0,0.0,0.0,14.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,0.0,4.00661073826,74.0,2387.94,596.0,1300.0,28.0,72.2222222222,-18.1,1110.0,18.0,15.0,15.0,5.0,3.55,0.0,1.0,15.0,2.0,50.0,10.0,0.0,2.0,15.0,0.0,0.0,15.0,0.0
764,0.0,2.8,300.0,30.8,11.0,0.0,10.9,0.0,0.2,300.0,0.0,0.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,0.0,5.46237300435,216.666666667,7527.15,1378.0,6650.0,77.4,158.333333333,-5.6,1950.0,42.0,0.0,9.0,0.0,4.9,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,0.0,5.29662875711,217.307692308,6520.15,1231.0,0.0,30.0,0.0,-3.54,5650.0,0.0,216.19,26.0,0.0,4.43,3.27,5.0,0.0,0.0,0.0,50.0,0.0,7.0,23.7,0.0,0.0,124.19,0.0
769,0.0,4.50337520938,271.428571429,5377.03,1194.0,0.0,87.5,0.0,-7.0,5700.0,0.0,0.0,21.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,0.0,5.8704527163,75.0,5835.23,994.0,6429.0,30.9,86.8783783784,-1.2,450.0,74.0,0.0,6.0,0.0,3.2,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,0.0,6.06112195122,100.0,4970.12,820.0,5125.0,64.0,91.5178571429,-5.0,300.0,56.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,0.0,4.27128843338,116.666666667,2917.29,683.0,450.0,79.2,75.0,-1.14,2450.0,6.0,0.0,21.0,0.0,2.5,0.0,0.0,0.0,0.0,50.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
773,0.0,4.85775510204,200.0,4522.57,931.0,6370.0,100.0,99.53125,-5.6,200.0,64.0,323.8,1.0,0.0,4.0,8.8,4.0,0.0,0.0,20.0,200.0,0.0,2.0,100.0,0.0,0.0,100.0,0.0
774,0.0,4.15837284483,165.0,3858.97,928.0,2400.0,30.0,104.347826087,-1.2,1650.0,23.0,0.0,10.0,0.0,3.55,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,0.0,4.4026474443,200.0,3359.22,763.0,3350.0,30.0,93.0555555556,-3.54,200.0,36.0,245.07,1.0,0.0,4.0,1.8,2.0,0.0,0.0,50.0,200.0,0.0,3.0,122.535,0.0,0.0,216.8,0.0
778,0.0,3.39907330567,125.0,4915.06,1446.0,0.0,23.3,0.0,-1.14,4750.0,0.0,0.0,38.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,0.0,1.98492081885,380.0,5138.96,2589.0,0.0,30.0,0.0,-8.0,1900.0,0.0,31.42,5.0,5.0,1.0,16.42,1.0,2806.0,11.0,0.0,200.0,0.0,2.0,31.42,0.0,0.0,31.42,0.0
780,1.0,4.00467030659,181.632653061,9535.12,2381.0,0.0,30.0,0.0,-2.8,8900.0,0.0,256.12,49.0,0.0,3.0,2.73,3.0,0.0,0.0,0.0,100.0,0.0,3.0,19.48,0.0,0.0,218.91,0.0
781,0.0,4.61132667618,130.769230769,6465.08,1402.0,6180.0,31.9,110.357142857,-8.7,1700.0,56.0,0.0,13.0,0.0,3.6,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,0.0,3.32842465753,227.272727273,3401.65,1022.0,800.0,30.0,200.0,-3.54,2500.0,4.0,0.0,11.0,0.0,2.8,0.0,0.0,0.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,0.0,6.39853015075,162.903225806,5093.23,796.0,0.0,30.0,0.0,-30.0,5050.0,0.0,25.1,31.0,0.0,4.0,10.1,1.0,0.0,0.0,0.0,30.0,0.0,1.0,25.1,0.0,0.0,25.1,0.0
784,0.0,3.33917246713,310.714285714,4317.55,1293.0,0.0,30.0,0.0,-3.66,4350.0,0.0,0.0,14.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,1.0,2.85193250116,198.387096774,6168.73,2163.0,0.0,30.0,0.0,-6.8,6150.0,0.0,314.77,31.0,0.0,2.03,10.09,5.0,0.0,0.0,0.0,50.0,0.0,8.0,40.2,0.0,0.0,157.35,0.0
786,0.0,4.30682291667,0.0,4961.46,1152.0,5000.0,30.0,200.0,-5.6,0.0,25.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,0.0,4.79851510067,0.0,5719.83,1192.0,7700.0,67.2,179.069767442,-3.54,0.0,43.0,27.14,0.0,100.0,4.4,1.3,1.0,400.0,2.0,50.0,0.0,0.0,2.0,27.14,0.0,0.0,27.14,0.0
792,1.0,3.18601851852,165.0,5849.53,1836.0,0.0,83.8,0.0,-76.5,5940.0,0.0,0.0,36.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,0.0,8.84,100.0,44.2,5.0,0.0,29.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,0.0,4.75795414462,100.0,2697.76,567.0,2235.0,30.0,72.0967741935,0.01,200.0,31.0,21.5,2.0,50.0,4.0,6.5,1.0,500.0,7.0,20.0,100.0,0.0,1.0,21.5,0.0,0.0,21.5,0.0
795,0.0,5.04266666667,200.0,75.64,15.0,0.0,12.6,0.0,0.01,200.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,0.0,3.66410364146,110.0,2616.17,714.0,1750.0,30.0,134.615384615,-0.24,1100.0,13.0,116.64,10.0,0.0,3.0,101.64,1.0,0.0,0.0,50.0,100.0,0.0,1.0,116.64,0.0,0.0,116.64,0.0
797,0.0,3.5854827819,150.0,5310.1,1481.0,5400.0,46.5,98.1818181818,-10.0,300.0,55.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.0,2.29322496749,20.0,3526.98,1538.0,2930.0,30.0,117.2,-6.6,20.0,25.0,350.0,1.0,0.0,1.5,0.0,2.0,0.0,0.0,30.0,20.0,0.0,3.0,175.0,0.0,0.0,300.0,0.0
801,0.0,2.90512218045,20.0,3091.05,1064.0,3730.0,209.04,120.322580645,-3.54,20.0,31.0,0.0,1.0,0.0,1.6,0.0,0.0,0.0,0.0,30.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
802,0.0,2.56310737852,140.0,4272.7,1667.0,4335.0,20.0,74.7413793103,-4.1,700.0,58.0,0.0,5.0,0.0,1.5,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,0.0,3.51881006865,125.0,4613.16,1311.0,3760.0,30.0,75.2,-3.36,750.0,50.0,0.0,6.0,100.0,2.7,0.0,0.0,300.0,3.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,0.0,4.34303583978,170.0,6180.14,1423.0,3450.0,47.1,156.818181818,-12.6,3400.0,22.0,260.14,20.0,0.0,1.5,5.39,2.0,0.0,0.0,100.0,100.0,200.0,2.0,130.07,0.0,0.0,220.39,0.0
807,0.0,4.68174257426,75.0,4728.56,1010.0,5190.0,37.7,167.419354839,-15.2,150.0,31.0,23.1,2.0,0.0,4.165,8.1,1.0,0.0,0.0,10.0,50.0,0.0,1.0,23.1,0.0,0.0,23.1,0.0
812,0.0,4.22192857143,50.0,591.07,140.0,0.0,59.9,0.0,0.01,50.0,0.0,60.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0
813,0.0,2.23709050527,91.8181818182,4029.0,1801.0,0.0,29.5,0.0,-3.42,4040.0,0.0,0.0,44.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,0.0,3.54647058824,500.0,60.29,17.0,0.0,12.95,0.0,-0.3,500.0,0.0,0.0,1.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,1.0,4.22243809524,270.0,6650.34,1575.0,0.0,38.6,0.0,-12.5,4050.0,0.0,268.0,15.0,5.0,3.3,15.58,2.0,2565.0,11.0,0.0,50.0,0.0,4.0,134.0,0.0,0.0,237.42,0.0
816,0.0,3.81840625,68.2352941176,4887.56,1280.0,0.0,30.0,0.0,-1.2,4640.0,0.0,34.43,68.0,0.0,2.6,0.47,2.0,0.0,0.0,0.0,10.0,0.0,3.0,17.215,0.0,0.0,18.96,0.0
817,0.0,4.56930885529,61.425,2115.59,463.0,0.0,21.8,0.0,-3.54,1965.6,0.0,16.4,32.0,0.0,3.6,1.4,1.0,0.0,0.0,0.0,20.0,0.0,4.0,16.4,0.0,0.0,16.4,0.0
818,0.0,3.25871496924,195.555555556,4767.5,1463.0,0.0,30.0,0.0,-1.2,5280.0,0.0,18.55,27.0,0.0,2.5,3.55,1.0,0.0,0.0,0.0,30.0,0.0,2.0,18.55,0.0,0.0,18.55,0.0
819,0.0,3.19611225188,32.5,4669.52,1461.0,5018.0,31.0,48.7184466019,-9.05,130.0,103.0,0.0,4.0,0.0,2.2,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820,0.0,3.68284557548,149.761904762,6367.64,1729.0,0.0,63.1,0.0,-1.2,6290.0,0.0,16.16,42.0,0.0,2.0,1.16,1.0,0.0,0.0,0.0,20.0,0.0,1.0,16.16,0.0,0.0,16.16,0.0
821,0.0,4.9496247394,127.142857143,7122.51,1439.0,5300.0,130.4,196.296296296,-13.0,1780.0,27.0,111.52,14.0,0.0,3.0,22.53,2.0,0.0,0.0,100.0,30.0,0.0,2.0,55.76,0.0,0.0,73.99,0.0
822,0.0,3.79619753086,152.564102564,6149.84,1620.0,0.0,48.3,0.0,-5.1,5950.0,0.0,250.73,39.0,0.0,2.7,8.38,2.0,0.0,0.0,0.0,100.0,0.0,2.0,125.365,0.0,0.0,227.35,0.0
823,0.0,3.50646690519,189.130434783,3920.23,1118.0,0.0,30.0,0.0,0.01,4350.0,0.0,0.0,23.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,0.0,3.12635926993,131.632653061,6509.08,2082.0,0.0,36.5,0.0,-1.2,6450.0,0.0,36.04,49.0,0.0,3.0,21.04,1.0,0.0,0.0,0.0,50.0,0.0,2.0,36.04,0.0,0.0,36.04,0.0
826,0.0,2.66528864781,108.91,6879.11,2581.0,7460.0,44.5,186.5,-15.0,108.91,40.0,60.14,1.0,0.0,2.4,45.14,1.0,0.0,0.0,10.0,108.91,0.0,2.0,60.14,0.0,0.0,60.14,0.0
827,0.0,2.84886614818,216.666666667,6959.78,2443.0,4850.0,30.0,194.0,-5.2,650.0,25.0,94.55,3.0,1.0,2.0,79.55,1.0,1301.0,9.0,50.0,150.0,0.0,1.0,94.55,0.0,0.0,94.55,0.0
828,0.0,2.4732310705,115.681818182,3788.99,1532.0,0.0,30.7,0.0,-14.4,2545.0,0.0,63.08,22.0,20.0,1.6,12.79,2.0,1852.5,25.0,0.0,20.0,0.0,2.0,31.54,0.0,0.0,35.29,0.0
829,0.0,3.25714285714,500.0,22.8,7.0,0.0,7.6,0.0,0.1,500.0,0.0,0.0,1.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,0.0,3.80666666667,300.0,34.26,9.0,0.0,11.1,0.0,0.1,300.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,1.0,4.60204545455,155.694444444,6074.7,1320.0,0.0,30.0,0.0,-6.0,5605.0,0.0,215.0,36.0,200.0,3.0,0.0,2.0,200.0,1.0,0.0,50.0,0.0,2.0,107.5,0.0,0.0,200.0,0.0
838,1.0,3.64519409938,355.0,4695.01,1288.0,1590.0,50.0,122.307692308,-2.58,3550.0,13.0,0.0,10.0,0.0,3.3,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,0.0,4.06405787349,172.222222222,6039.19,1486.0,0.0,134.3,0.0,-12.0,4650.0,0.0,201.16,27.0,50.0,3.0,2.52,4.0,1050.0,7.0,0.0,50.0,0.0,4.0,52.62,0.0,0.0,78.4,0.0
840,0.0,4.08270502362,457.9495,9508.62,2329.0,0.0,71.9,0.0,-25.0,9158.99,0.0,24.97,20.0,0.0,2.5,8.99,1.0,0.0,0.0,0.0,8.99,0.0,2.0,24.97,0.0,0.0,24.97,0.0
841,0.0,4.075668,200.0,10189.17,2500.0,12100.0,68.0,195.161290323,-12.0,400.0,62.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,0.0,3.83332574032,341.666666667,6731.32,1756.0,0.0,41.6,0.0,-1.14,6150.0,0.0,80.88,18.0,0.0,2.5,65.88,1.0,0.0,0.0,0.0,100.0,0.0,1.0,80.88,0.0,0.0,80.88,0.0
845,0.0,4.37714873906,400.0,8504.8,1943.0,7744.0,118.0,151.843137255,-18.0,1200.0,51.0,0.0,3.0,0.0,3.5,0.0,0.0,0.0,0.0,44.0,400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
856,2.0,3.95021595681,174.838709677,6585.01,1667.0,0.0,50.0,0.0,-3.54,5420.0,0.0,440.61,31.0,200.0,3.0,0.54,4.0,1200.0,3.0,0.0,50.0,0.0,5.0,112.705,0.0,0.0,199.66,0.0
857,0.0,2.40807022319,262.5,8847.25,3674.0,0.0,30.0,0.0,-9.5,8400.0,0.0,54.13,32.0,0.0,1.1,0.18,3.0,0.0,0.0,0.0,100.0,0.0,3.0,17.02,0.0,0.0,21.93,0.0
862,0.0,3.0152285192,151.111111111,3298.66,1094.0,0.0,30.0,0.0,-2.28,2720.0,0.0,0.0,18.0,100.0,2.6,0.0,0.0,200.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,0.0,2.19318788958,354.166666667,4925.9,2246.0,650.0,52.2,92.8571428571,-15.0,4250.0,7.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,1.0,3.40598873239,161.111111111,6045.63,1775.0,0.0,40.1,0.0,-0.55,5800.0,0.0,0.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,0.0,2.34182830931,86.53,3573.63,1526.0,0.0,38.5,0.0,-18.0,778.77,0.0,68.42,9.0,0.01,2.0,18.62,2.0,2603.24,50.0,0.0,28.77,0.0,4.0,34.21,0.0,0.0,34.8,0.0
870,0.0,4.8305849359,125.0,6028.57,1248.0,6130.0,30.0,175.142857143,-4.2,500.0,35.0,111.4,4.0,0.0,4.0,76.4,2.0,0.0,0.0,50.0,100.0,0.0,3.0,55.7,0.0,0.0,91.4,0.0
871,0.0,4.3939314845,100.0,5386.96,1226.0,5700.0,75.9,105.555555556,-7.0,300.0,54.0,0.0,3.0,0.0,3.6,0.0,0.0,0.0,0.0,100.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
872,0.0,3.93150978565,150.0,4218.51,1073.0,4000.0,45.3,97.5609756098,-7.5,300.0,41.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,1.0,3.21734904271,260.714285714,4369.16,1358.0,0.0,69.6,0.0,-15.0,3650.0,0.0,241.91,14.0,0.0,2.9,15.98,5.0,0.0,0.0,0.0,50.0,0.0,7.0,44.8,0.0,0.0,95.66,0.0
874,0.0,9.45128205128,300.0,368.6,39.0,0.0,30.0,0.0,0.3,600.0,0.0,0.0,2.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,2.0,3.39789676425,390.909090909,4410.47,1298.0,0.0,30.0,0.0,-7.66,4300.0,0.0,261.72,11.0,0.0,3.0,31.72,2.0,0.0,0.0,0.0,200.0,0.0,2.0,130.86,0.0,0.0,246.72,0.0
876,0.0,2.11054034049,60.5,2851.34,1351.0,0.0,42.12,0.0,-4.0,1210.0,0.0,104.53,20.0,5.0,1.0,32.36,2.0,1449.0,20.0,0.0,20.0,0.0,5.0,52.265,0.0,0.0,57.17,0.0
877,1.0,4.03392045455,171.153846154,5679.76,1408.0,1150.0,47.7,82.1428571429,-6.0,4450.0,14.0,15.0,26.0,0.0,3.0,0.0,1.0,0.0,0.0,50.0,50.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0
878,0.0,4.83407284768,111.764705882,4379.67,906.0,0.0,30.0,0.0,-22.0,3800.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,0.0,4.08975021533,97.0,4748.2,1161.0,0.0,52.5,0.0,-3.54,4850.0,0.0,0.0,50.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,0.0,4.39111111111,100.0,39.52,9.0,0.0,8.6,0.0,0.02,100.0,0.0,0.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,0.0,2.20973115137,136.153846154,3780.85,1711.0,0.0,25.0,0.0,-25.0,3540.0,0.0,0.0,26.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
882,0.0,2.99443170489,161.290322581,6006.83,2006.0,1200.0,35.0,150.0,-1.5,5000.0,8.0,0.0,31.0,0.0,1.5,0.0,0.0,0.0,0.0,100.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
883,0.0,3.19521783181,140.268571429,6307.36,1974.0,6370.0,30.0,163.333333333,-9.18,981.88,39.0,127.64,7.0,0.0,1.6,1.11,3.0,0.0,0.0,20.0,81.88,0.0,7.0,24.92,0.0,0.0,86.61,0.0
884,0.0,3.27216374269,90.8823529412,4476.32,1368.0,0.0,48.8,0.0,-3.54,3090.0,0.0,0.0,34.0,5.0,2.5,0.0,0.0,1495.0,16.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,0.0,3.71705494505,94.7368421053,1691.26,455.0,0.0,23.2,0.0,-5.0,1800.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,0.0,2.57268679245,354.545454545,3408.81,1325.0,0.0,30.0,0.0,-1.2,3900.0,0.0,0.0,11.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,0.0,3.72580993521,438.461538462,5175.15,1389.0,0.0,30.0,0.0,-35.53,5700.0,0.0,0.0,13.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
888,0.0,2.55331986532,175.882352941,3791.68,1485.0,0.0,46.0,0.0,-3.54,2990.0,0.0,194.89,17.0,0.0,1.2,2.02,2.0,0.0,0.0,0.0,100.0,0.0,3.0,97.445,0.0,0.0,177.87,0.0
889,0.0,3.46530525031,108.235294118,5676.17,1638.0,0.0,26.0,0.0,-15.0,5520.0,0.0,0.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,0.0,2.79536679537,200.0,3620.0,1295.0,0.0,30.0,0.0,-4.6,3400.0,0.0,0.0,17.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
891,0.0,2.91855839416,152.5,3198.74,1096.0,0.0,30.0,0.0,-3.54,3050.0,0.0,400.0,20.0,0.0,1.865,0.0,2.0,0.0,0.0,0.0,50.0,0.0,2.0,200.0,0.0,0.0,200.0,0.0
892,0.0,9.23235294118,200.0,156.95,17.0,0.0,30.0,0.0,0.5,200.0,0.0,0.0,1.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,0.0,3.38297263682,99.0384615385,5439.82,1608.0,0.0,40.9,0.0,-3.48,5150.0,0.0,48.26,52.0,100.0,2.8,33.26,1.0,200.0,2.0,0.0,50.0,0.0,1.0,48.26,0.0,0.0,48.26,0.0
894,0.0,3.54153515065,154.648484848,4936.9,1394.0,0.0,69.6,0.0,-1.14,5103.4,0.0,0.0,33.0,0.0,2.8,48.4,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
895,0.0,3.90578025478,164.0625,4905.66,1256.0,0.0,53.7,0.0,-30.0,5250.0,0.0,0.0,32.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,0.0,3.30541284404,200.0,4323.48,1308.0,3750.0,30.0,187.5,-2.1,800.0,20.0,15.51,4.0,0.0,2.0,0.51,1.0,0.0,0.0,50.0,200.0,0.0,1.0,15.51,0.0,0.0,15.51,0.0
897,0.0,3.52465663217,140.0,3746.71,1063.0,4145.0,82.3,165.8,-10.0,700.0,25.0,19.71,5.0,0.0,2.0,4.71,1.0,0.0,0.0,25.0,100.0,0.0,2.0,19.71,0.0,0.0,19.71,0.0
898,0.0,3.36308698999,100.0,4368.65,1299.0,4165.0,30.0,160.192307692,-1.14,100.0,26.0,0.0,1.0,0.0,2.7,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,0.0,3.86946212121,0.0,5107.69,1320.0,5660.0,30.0,161.714285714,-14.6,0.0,35.0,55.12,0.0,0.0,2.8,40.12,1.0,0.0,0.0,10.0,0.0,0.0,1.0,55.12,0.0,0.0,55.12,0.0
900,0.0,2.85523322968,0.0,6427.13,2251.0,6950.0,187.1,106.923076923,-6.9,0.0,65.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,0.0,3.9442090708,0.0,7131.13,1808.0,7250.0,87.7,118.852459016,-4.1,0.0,61.0,27.68,0.0,0.0,3.0,12.68,1.0,0.0,0.0,100.0,0.0,0.0,1.0,27.68,0.0,0.0,27.68,0.0
