id,DayofYeah250_sum,DayofYeah251_sum,DayofYeah63_sum,DayofYeah248_sum,DayofYeah289_median,DayofYeah193_min,DayofYeah295_max,DayofYeah282_max,DayofYeah187_min,DayofYeah9_min,DayofYeah142_median,DayofYeah129_sum
1203,11.0,16.5,1.8,0.0,3.6,2.0,4.38,3.2,0.0,1.0,3.5,1.2
1218,0.0,22.0,30.1,19.1,4.6,0.0,5.2,400.0,-1.14,1.0,3.0,12.0
1219,13.19,21.2,418.6,16.0,4.9,1.0,500.0,7.0,2.8,1.8,4.635,0.0
1222,46.7,20.7,19.2,16.74,6.55,0.0,27.1,9.1,0.7,3.0,2.25,25.63
1223,16.0,14.2,16.22,13.2,1.8,1.0,17.1,8.6,0.8,0.0,8.0,0.6
1226,23.7,10.2,212.7,11.6,3.6,0.0,0.0,0.7,1.0,2.0,4.3,2.3
1227,125.0,0.6,20.25,24.6,6.0,0.0,100.0,11.0,0.0,0.7,3.7,15.5
1228,0.0,15.25,21.6,35.12,3.05,0.0,7.1,15.0,4.0,0.0,15.6,4.0
1229,2.0,48.4,67.6,8.5,6.1,4.0,15.0,10.8,4.0,2.0,13.75,18.5
1230,13.8,26.4,4.22,5.12,1.7,1.4,16.5,14.0,2.0,0.01,3.7,23.58
1231,19.92,13.85,14.59,13.55,2.43,1.0,4.3,5.3,0.1,0.01,2.5,111.41
1234,8.9,13.2,4.1,11.1,3.43,4.5,4.6,3.6,2.5,1.5,0.0,5.6
1235,32.0,38.84,8.2,25.93,4.5,0.0,5.4,14.0,0.0,3.0,1.8,0.0
1236,0.0,1.67,215.0,18.3,4.6,0.01,5.0,8.8,0.01,1.0,2.5,207.84
1237,12.62,103.6,21.7,9.9,4.4,1.05,100.0,11.0,0.0,2.2,4.8,34.15
1238,12.3,0.0,21.4,0.4,5.05,0.6,8.6,10.0,3.0,1.5,4.3,123.3
1239,17.72,19.13,21.52,20.63,2.415,4.7,6.2,200.0,0.35,0.01,1.005,10.08
1242,0.0,17.3,0.1,31.24,3.2,0.0,200.0,400.0,-0.24,0.0,1.5,37.0
1243,7.8,29.42,40.9,26.94,5.0,0.0,18.5,10.6,3.5,1.0,2.65,207.65
1244,25.7,13.7,10.6,22.83,3.83,0.0,0.6,4.0,2.0,6.6,3.33,7.3
1245,6.6,2.0,27.5,15.6,7.1,6.0,2.4,12.6,1.0,1.4,7.5,17.4
1248,47.4,8.76,26.7,18.7,4.5,1.2,100.0,0.5,0.7,3.0,0.0,42.0
1249,17.4,113.1,0.0,26.6,4.5,0.0,100.0,100.0,0.0,0.9,10.4,13.8
1250,18.5,15.43,13.95,13.8,3.8,0.2,12.1,3.0,-3.54,0.01,1.0,0.0
1251,16.3,13.07,19.7,33.1,3.85,2.9,7.6,10.0,2.5,1.0,3.0,28.15
1254,38.6,6.0,113.7,114.13,1.65,0.6,6.6,4.6,0.4,2.0,0.0,6.0
1255,108.7,22.2,8.91,12.21,2.3,0.7,12.0,5.6,1.0,0.6,4.05,165.1
1258,17.41,1.79,14.63,33.24,2.9,0.5,3.9,4.2,0.16,0.5,1.0,14.3
1259,9.81,5.9,14.48,0.0,1.0,3.0,3.6,10.5,0.0,3.0,2.4,11.55
1260,407.51,17.5,20.8,11.11,0.555,0.5,4.4,300.0,5.1,1.9,3.3,13.3
1261,1.62,8.36,17.06,3.52,0.9,1.0,6.0,4.2,3.0,0.01,0.1,8.91
1262,25.02,25.46,18.21,67.52,5.6,1.5,30.0,5.6,0.0,0.01,1.85,17.1
1263,6.5,1.0,11.75,122.3,2.5,5.7,0.0,9.9,0.5,0.0,4.45,0.0
1264,9.7,20.43,18.3,9.1,3.85,0.0,30.0,4.0,0.5,2.6,1.0,12.94
1265,20.9,19.41,0.0,205.37,0.305,1.4,12.1,5.2,1.5,0.01,3.0,7.51
1266,1.6,23.5,15.46,24.4,1.32,0.0,9.0,8.0,1.5,0.01,0.0,38.91
1267,1.4,4.82,0.0,106.04,1.0,1.0,5.6,5.0,0.8,0.01,4.0,16.41
1274,19.02,21.08,24.76,18.6,1.2,1.3,5.6,12.9,1.0,0.01,3.0,19.11
1275,20.0,13.34,15.09,7.5,4.0,0.1,4.9,4.8,0.4,0.09,4.6,3.9
1276,17.9,10.6,45.55,20.4,6.35,0.8,6.5,11.5,1.2,0.0,0.0,5.6
1277,3.6,0.0,19.61,10.8,5.6,0.6,7.2,6.6,0.5,1.8,3.91,8.1
1278,6.9,14.12,11.2,46.6,5.6,0.8,20.4,6.5,1.5,0.8,0.9,12.2
1279,10.0,13.9,0.0,9.6,5.73,1.0,5.0,0.02,0.0,5.4,3.05,0.1
1280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,43.7,125.9,37.9,24.4,5.7,0.1,0.0,10.5,1.8,1.0,4.2,35.3
1286,6.3,2.7,82.1,13.6,1.8,2.5,50.0,50.0,0.0,0.6,2.0,13.4
1287,1.1,9.8,59.6,11.9,2.9,1.0,4.6,6.0,2.9,1.7,4.8,65.86
1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,29.33,34.9,24.8,25.89,2.4,4.8,10.6,30.0,0.7,0.7,3.8,33.3
1294,18.1,15.1,18.16,15.7,4.45,0.0,6.7,6.6,1.0,1.5,5.6,20.2
1295,15.1,12.3,124.2,26.4,2.3,2.9,14.4,5.6,3.0,1.03,5.1,131.7
1296,5.1,25.4,16.1,0.0,2.2,0.1,3.6,4.8,1.8,1.8,4.8,29.68
1297,21.9,32.12,14.7,127.5,2.0,1.8,0.0,0.0,6.5,1.8,4.6,38.9
1298,0.0,0.0,14.94,7.0,0.02,0.09,19.1,150.0,1.5,0.0,3.5,2.32
1299,29.4,19.3,114.85,8.73,5.1,0.0,5.1,17.0,0.0,0.01,3.75,138.42
1300,10.4,112.1,14.7,13.4,2.0,0.0,3.3,200.0,1.5,3.4,4.4,25.25
1301,110.4,0.1,18.5,14.6,2.615,3.0,5.0,4.5,0.0,0.1,3.6,20.07
1302,10.0,15.61,13.4,13.9,3.0,0.5,3.9,6.0,1.8,4.5,3.95,15.2
1303,11.2,0.0,76.7,13.2,3.8,1.5,14.7,5.2,0.0,50.0,3.0,8.03
1308,4.0,24.9,0.0,17.9,14.5,-0.3,10.0,200.0,0.5,1.3,1.3,12.98
1309,14.6,49.8,40.94,229.13,2.915,2.0,11.3,3.6,2.26,0.0,4.54,9.44
1310,17.88,24.62,18.43,18.07,1.8,0.2,5.6,5.6,0.01,0.01,5.1,20.22
1311,14.53,16.13,112.67,17.83,3.85,0.0,200.0,4.6,0.8,4.6,5.1,16.9
1312,20.4,60.2,9.2,112.6,5.6,0.0,10.0,5.6,0.0,0.8,10.0,0.0
1313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,19.71,39.0,21.5,0.0,5.0,1.5,5.9,5.6,1.5,2.1,8.6,36.44
1315,100.0,208.5,0.0,13.95,1.2,0.0,10.0,7.0,0.0,0.0,0.0,0.0
1316,19.13,343.7,28.28,27.9,5.0,1.63,15.0,10.0,2.0,0.02,6.15,18.0
1317,27.4,21.6,540.5,24.4,12.0,0.0,1.8,0.0,2.0,3.0,4.8,29.3
1322,14.51,29.6,22.27,37.25,6.8,0.0,3.6,0.1,0.0,0.0,1.1,28.0
1323,23.3,23.21,15.6,32.0,0.01,1.0,13.5,200.0,0.9,1.0,3.0,2.7
1328,2.1,21.5,22.4,14.9,10.6,3.0,100.0,10.6,0.8,0.1,1.2,17.3
1329,23.0,3.4,22.7,15.5,3.1,0.0,10.0,10.0,0.5,5.5,4.55,8.9
1330,21.0,8.6,32.2,68.69,0.0,0.0,0.0,0.0,0.5,3.5,0.0,4.9
1331,0.0,0.0,0.0,5.8,2.0,0.0,1.0,100.0,0.0,0.9,0.0,0.0
1332,33.3,12.0,22.0,29.7,4.8,0.0,15.0,16.0,1.0,0.0,3.2,0.0
1333,7.6,19.1,123.09,119.0,3.8,1.0,5.6,0.0,1.0,5.88,10.0,127.0
1334,9.36,307.63,17.5,11.25,3.35,0.0,4.4,6.0,0.3,3.4,5.6,218.59
1335,7.8,8.4,10.1,18.3,1.7,0.1,5.6,6.0,-3.48,0.3,5.5,13.32
1336,12.9,7.6,15.45,14.4,0.8,0.35,2.6,2.4,0.7,0.8,1.6,20.92
1337,23.93,133.1,23.15,28.13,3.0,0.5,7.6,10.6,1.0,0.45,2.755,15.1
1338,120.4,15.6,11.1,14.27,4.6,0.0,9.4,6.4,2.9,1.0,5.85,21.5
1339,105.7,12.2,10.2,11.0,5.6,3.0,50.0,9.0,2.5,4.0,3.9,0.0
1340,22.99,19.23,26.1,20.3,2.6,0.0,5.0,200.0,0.6,7.6,1.25,24.34
1341,5.82,84.35,22.7,47.72,15.0,2.7,7.3,0.0,1.9,0.7,0.0,7.91
1342,0.0,5.1,23.7,17.4,3.8,0.0,6.0,8.0,0.0,0.0,4.5,29.5
1343,0.0,5.0,14.1,20.7,3.8,0.0,5.6,10.0,1.5,0.1,1.05,14.0
1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,22.44,25.83,222.83,25.42,2.1,0.0,5.4,200.0,1.0,0.01,2.95,15.46
1347,0.0,0.0,12.26,10.3,0.6,0.5,4.4,10.0,0.6,0.01,0.45,6.88
1348,7.0,221.36,220.7,29.8,5.2,1.8,6.6,10.0,0.0,5.0,5.7,0.0
1349,0.0,6.0,20.0,96.76,0.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0
1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,111.58,12.7,8.71,12.37,2.2,0.0,100.0,4.2,0.6,0.5,0.2,12.8
1360,12.0,308.9,12.4,6.2,4.6,0.0,5.1,14.0,3.2,1.5,6.0,214.6
1361,11.0,15.01,13.3,109.9,5.4,2.0,27.85,11.5,0.1,1.0,5.0,24.18
1362,20.0,24.2,32.0,12.98,3.3,0.0,8.6,23.5,4.6,-4.5,3.1,10.18
1363,0.0,0.0,0.0,8.6,4.5,0.0,11.5,7.6,0.0,0.5,0.0,6.6
1366,8.3,2.69,15.98,24.7,1.8,0.5,100.0,10.0,0.01,2.0,7.5,12.3
1367,4.9,20.1,14.52,14.86,3.0,1.0,5.6,5.8,0.8,2.0,4.65,22.6
1368,0.0,0.9,26.2,15.9,4.4,0.6,9.9,1.5,0.4,0.0,3.4,0.0
1369,10.9,21.5,14.2,5.3,3.6,1.5,4.5,3.8,1.0,0.1,1.65,110.9
1370,3.08,7.6,16.93,16.3,4.2,3.8,4.0,4.2,0.01,0.02,4.0,27.77
1371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,0.0,0.0,19.77,10.81,5.6,0.2,100.0,8.5,1.2,0.01,0.0,55.61
1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,9.71,30.4,0.0,10.8,0.8,0.0,8.0,4.9,1.7,7.6,1.545,5.4
1377,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,5.5
1378,19.6,16.9,4.0,11.1,4.6,0.0,5.5,5.5,0.02,1.0,4.2,13.79
1379,16.3,12.43,0.0,30.0,2.5,0.0,19.5,100.0,0.0,2.5,5.0,17.2
1380,13.02,17.3,28.63,18.03,4.05,0.0,4.6,5.6,0.01,1.5,4.6,27.8
1381,0.0,7.73,62.65,0.0,9.0,2.5,0.0,5.0,3.0,0.0,8.0,22.2
1382,5.51,19.7,110.67,7.0,1.2,0.0,4.2,4.2,0.1,2.0,3.0,12.7
1383,102.8,24.35,17.59,9.71,3.0,-1.74,7.0,4.2,0.0,0.04,0.2,95.41
1384,13.05,21.9,0.0,64.55,1.7,0.0,11.5,0.0,0.1,3.0,0.0,0.0
1385,0.0,16.2,0.0,3.3,6.425,0.0,4.2,11.0,1.0,0.2,3.2,5.0
1386,26.9,8.1,167.1,37.0,5.0,1.0,10.8,6.1,3.6,4.6,1.26,226.5
1387,6.6,2.0,65.0,10.3,5.0,1.5,11.0,10.4,4.3,4.6,2.3,22.36
1388,56.84,45.9,13.3,27.4,7.6,0.5,5.4,6.6,0.4,1.6,1.6,9.45
1389,15.6,19.8,0.76,1.8,2.8,0.0,2.8,5.0,1.0,0.01,2.25,1.78
1390,12.4,21.1,19.3,13.3,3.0,0.8,28.5,100.0,0.6,8.5,7.75,15.6
1391,9.59,18.11,19.91,21.93,0.55,0.5,5.0,1.6,0.8,0.01,3.75,13.4
1394,0.0,10.0,17.71,14.81,1.1,0.0,8.6,5.4,0.0,0.01,2.75,6.9
1395,0.0,0.0,10.5,16.0,2.1,0.0,100.0,5.6,0.1,3.0,6.3,13.1
1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,13.5,3.4,10.0,4.46,2.3,1.0,17.0,4.2,1.0,0.0,6.0,13.64
1400,15.15,22.4,11.88,28.96,1.055,2.0,100.0,2.7,0.7,-22.0,0.0,27.61
1401,11.2,27.43,36.31,17.53,4.3,0.0,4.8,15.0,2.6,5.5,4.3,10.5
1402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,0.0,7.0,30.58,2.01,0.025,0.8,9.75,7.0,0.8,0.9,5.3,0.0
1404,41.2,31.6,32.47,13.3,100.0,0.4,15.0,15.0,0.0,2.8,1.0,133.51
1405,89.48,0.0,7.21,21.12,1.0,0.0,4.6,6.5,0.0,0.05,2.6,4.92
1406,19.09,17.04,24.61,18.96,1.5,0.01,7.6,9.0,0.01,0.6,3.5,24.82
1407,53.62,318.41,0.0,17.91,1.8,0.0,8.0,6.5,0.0,0.01,0.0,0.0
1408,13.5,15.0,21.2,221.0,5.0,0.0,8.6,10.6,5.6,8.6,12.6,20.3
1409,23.86,0.0,22.9,19.16,9.3,1.5,9.9,13.4,2.8,8.9,8.0,20.34
1410,10.2,13.7,22.21,13.5,3.2,4.6,6.1,15.0,2.9,1.8,5.6,24.7
1411,10.2,1.0,6.26,106.9,0.91,1.3,6.1,4.8,1.2,2.0,4.0,0.0
1412,0.0,0.21,9.6,13.63,0.27,0.0,5.6,5.6,1.0,0.03,3.25,22.1
1413,218.9,9.2,37.5,30.7,3.45,0.7,8.8,200.0,2.5,0.2,0.7,0.17
1416,13.8,20.7,1.7,45.5,4.0,0.0,6.6,22.0,0.8,1.4,2.5,43.5
1417,22.9,4.5,0.0,61.0,0.4,0.0,25.3,7.0,0.0,1.0,4.25,28.6
1418,18.25,30.18,12.91,28.74,3.7,0.01,10.6,8.6,0.01,0.01,2.9,16.0
1419,27.46,0.31,27.8,19.63,2.8,0.0,4.6,4.5,-0.9,0.01,4.8,0.03
1420,1.0,3.18,15.3,7.51,7.4,0.0,4.5,10.1,0.0,1.83,11.0,6.5
1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,12.7,5.1,33.4,15.4,1.9,0.83,30.0,9.4,4.6,0.01,3.6,24.5
1423,34.5,25.73,19.9,327.72,1.95,4.5,100.0,6.3,2.2,0.5,3.985,130.6
1424,22.52,18.56,14.0,18.36,1.8,0.0,10.0,10.0,0.01,1.2,4.5,23.12
1425,0.0,1.2,18.13,155.77,0.19,0.0,10.35,300.0,0.0,7.8,3.0,20.4
1426,10.3,15.0,15.9,15.21,3.8,0.0,5.0,4.6,-1.14,1.0,1.8,18.39
1427,23.4,16.8,16.6,16.02,0.3,1.9,10.0,5.6,1.5,0.5,4.45,17.32
1428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,9.4,8.4,62.0,7.94,0.75,0.0,2.5,4.4,0.16,2.5,3.1,19.78
1431,28.38,0.7,17.51,111.6,1.8,3.3,50.0,50.0,0.0,0.01,1.75,7.51
1432,15.9,26.1,132.21,24.53,4.0,0.5,9.6,5.7,0.6,0.03,3.05,124.13
1433,20.01,15.3,28.01,29.01,3.0,0.6,8.0,4.4,1.1,3.0,3.0,25.1
1436,17.4,16.0,12.01,26.4,0.1,1.4,12.0,6.0,0.5,0.0,3.0,3.3
1437,18.6,0.0,11.6,0.0,2.9,0.6,4.3,24.3,0.7,0.6,6.7,14.9
1438,0.32,8.6,11.55,6.63,0.02,0.6,4.2,8.2,0.01,3.8,2.0,23.34
1439,5.33,10.4,20.36,31.64,0.03,2.5,200.0,14.6,1.1,0.01,1.0,11.24
1442,10.5,6.8,7.0,11.6,4.1,5.6,4.8,4.5,0.3,0.01,4.6,13.3
1443,220.9,0.3,13.35,19.97,2.23,0.7,5.0,0.98,0.2,0.01,1.8,35.2
1444,32.3,12.1,9.0,0.0,0.0,4.8,7.3,0.0,2.5,0.0,6.0,0.0
1445,5.8,6.8,13.11,6.67,3.95,0.15,7.6,11.0,0.15,0.07,1.5,6.6
1446,16.77,16.68,14.6,20.28,2.2,1.0,6.8,6.5,0.01,-0.24,3.9,319.6
1447,0.0,5.83,0.0,17.8,4.0,0.0,4.0,8.0,0.0,0.0,0.0,0.02
1450,35.91,16.71,9.69,19.54,0.725,0.5,12.9,6.2,1.6,0.01,2.6,0.0
1451,12.3,15.73,58.9,16.4,6.3,4.9,11.5,10.0,10.0,0.01,6.75,0.08
1454,18.0,228.4,108.23,140.8,5.0,0.0,100.0,100.0,2.6,1.1,0.0,0.0
1455,0.0,0.7,26.4,72.08,3.21,-0.84,12.3,8.1,0.7,4.6,5.7,16.4
1456,35.1,0.0,37.2,9.9,3.55,0.7,14.0,34.0,1.0,1.5,5.75,0.0
1457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,0.7,0.0,118.9,6.2,0.86,3.5,0.0,0.8,2.5,0.0,0.405,0.61
1459,3.3,14.1,0.0,16.6,17.1,5.3,5.3,0.0,1.0,27.3,4.85,26.89
1462,19.9,18.62,24.8,22.2,2.9,2.0,100.0,3.5,0.02,3.0,2.0,7.6
1463,50.0,12.9,1.17,20.4,6.8,2.0,5.8,14.4,2.9,12.5,11.5,4.1
1466,20.63,41.32,13.7,26.23,3.5,0.02,4.6,5.6,0.0,0.01,3.25,18.6
1467,40.8,16.2,218.72,24.2,5.5,0.4,10.0,0.01,0.1,0.01,9.75,241.83
1468,4.0,110.8,33.25,33.23,8.05,0.0,100.0,15.0,0.9,0.04,0.0,27.0
1469,38.43,23.16,14.21,33.73,9.25,0.0,50.0,7.7,0.0,0.0,3.8,20.36
1470,8.5,1.2,17.62,20.0,5.0,0.0,14.0,5.0,3.0,2.2,3.15,13.7
1471,16.5,15.0,23.1,157.3,1.3,9.4,10.0,100.0,0.0,2.0,4.275,8.7
1472,8.3,0.0,0.0,97.1,14.0,0.0,15.0,13.6,0.0,0.0,7.5,214.4
1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,0.0,2.1,6.43,13.1,0.0,0.8,4.5,0.2,0.7,0.5,3.55,7.45
1475,49.2,37.3,4.4,24.62,3.0,4.5,13.5,13.8,0.0,0.7,3.0,10.3
1482,26.4,24.21,21.04,321.93,2.0,0.6,5.1,5.0,1.5,0.01,5.1,219.4
1483,10.2,28.2,22.21,40.93,3.0,-1.08,5.6,200.0,3.0,0.07,4.8,6.21
1484,18.8,0.01,38.8,4.11,3.6,0.0,80.0,0.1,7.8,1.0,3.5,9.7
1485,0.57,0.8,19.01,106.43,1.2,0.5,4.8,0.5,0.8,0.0,0.0,17.12
1490,20.81,16.7,14.57,16.38,1.8,3.5,5.1,4.1,1.8,0.07,4.0,23.0
1491,5.27,30.36,220.15,17.86,3.6,0.0,7.1,9.0,10.0,0.0,0.6,0.0
1492,0.0,0.0,4.1,0.0,4.07,0.0,13.7,5.5,0.0,1.0,4.8,0.0
1493,10.32,119.2,10.0,13.7,4.5,0.04,5.6,6.5,0.6,0.01,4.5,13.9
1496,11.11,11.6,114.88,21.9,1.4,0.7,6.6,5.0,0.7,0.02,0.55,121.41
1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,14.57,6.09,9.93,0.14,1.4,0.14,4.2,15.0,0.01,0.01,1.3,7.8
1499,0.0,0.0,5.71,0.0,0.0,1.0,0.0,0.0,2.5,0.0,1.5,8.72
1500,14.8,12.7,13.1,21.6,4.6,0.0,6.6,11.5,0.01,1.2,0.8,105.7
1501,7.1,11.5,14.5,3.68,1.0,19.5,24.8,200.0,1.0,1.0,3.3,5.6
1502,1.3,52.1,35.01,1.5,1.0,0.8,7.5,100.0,1.1,-5.5,1.05,17.9
1503,0.0,3.18,16.4,30.51,0.6,0.35,1.8,5.0,0.0,0.0,3.0,3.1
1506,7.5,22.4,222.3,10.4,4.5,0.0,5.5,200.0,0.7,0.5,5.0,5.3
1507,0.0,0.0,90.7,2.3,0.4,0.0,5.6,4.6,0.0,2.8,0.0,0.0
1508,24.9,24.4,19.33,20.5,8.0,0.7,10.0,8.0,0.5,0.8,4.65,16.8
1509,20.92,26.43,20.71,23.13,0.01,0.6,7.6,6.6,0.6,0.01,5.6,23.7
1510,8.19,0.39,17.26,14.45,0.04,1.8,3.7,50.0,-0.6,0.01,9.51,6.85
1511,12.0,16.68,9.9,12.15,2.3,-5.4,28.8,450.0,0.5,0.01,2.5,13.5
1512,11.5,12.3,7.7,12.51,0.8,0.0,6.4,5.6,7.0,1.5,1.5,6.8
1513,8.0,13.0,18.3,9.71,2.5,1.2,5.1,0.01,1.0,1.5,5.8,6.0
1514,10.75,11.0,12.54,12.6,4.5,0.8,4.8,19.0,0.6,0.01,0.35,6.2
1515,0.0,0.0,9.0,13.58,0.1,0.6,4.5,1.8,0.85,1.35,1.2,8.7
1516,24.2,33.1,8.4,30.53,3.8,1.2,7.7,12.0,0.1,0.0,0.0,16.9
1517,33.32,46.9,13.11,27.73,0.015,1.1,10.8,6.5,0.7,3.5,5.0,14.0
1522,17.2,0.7,10.5,121.41,0.01,0.0,100.0,5.6,1.0,1.5,3.2,13.12
1523,8.9,124.4,6.52,16.41,1.7,8.9,10.0,5.0,0.3,2.4,1.0,19.0
1526,0.7,0.0,93.2,27.5,1.075,1.0,100.0,4.0,0.7,0.7,1.5,10.15
1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,5.2,13.3,10.7,13.1,4.5,0.4,20.0,6.6,5.6,2.6,4.5,2.9
1529,10.2,11.95,17.1,108.2,3.35,1.8,50.0,5.6,1.7,5.0,4.35,8.2
1530,12.73,14.8,10.3,15.01,1.3,0.0,4.5,7.1,0.01,0.01,1.3,23.3
1531,14.8,13.7,7.0,8.81,3.9,0.0,50.0,0.0,0.0,0.01,200.0,4.6
1536,16.4,40.0,15.51,224.61,1.75,0.0,6.1,5.9,1.1,4.0,0.505,0.0
1537,1.7,8.3,19.21,19.63,0.8,5.8,0.8,200.0,6.73,1.5,11.0,124.38
1538,28.9,0.7,11.71,22.81,0.01,0.3,5.6,5.6,0.8,0.5,1.35,21.61
1539,0.3,0.3,22.31,15.81,0.6,0.0,4.6,5.3,12.0,1.1,0.2,0.7
1540,14.82,37.3,18.32,20.91,4.9,0.9,4.6,8.1,0.01,0.01,3.5,20.92
1541,60.02,11.8,21.11,82.26,0.555,3.4,50.0,50.0,2.83,0.01,4.5,21.63
1542,12.61,35.2,64.91,14.4,3.05,0.0,5.6,5.6,-0.84,1.2,4.2,107.7
1543,107.6,11.0,24.51,0.6,0.1,4.0,8.3,3.2,0.6,1.0,6.1,0.0
1544,20.3,15.2,29.36,13.63,1.45,0.2,1.8,5.6,0.2,0.18,3.0,17.6
1545,27.4,20.4,18.73,20.69,4.35,0.0,10.6,10.0,1.8,3.0,4.0,18.9
1546,14.93,18.13,14.5,128.9,4.5,0.01,4.6,8.6,1.3,2.1,4.4,6.21
1547,12.7,37.3,14.19,219.9,2.55,0.0,6.5,1.8,0.6,0.0,10.0,11.3
1550,15.33,4.31,3.52,11.22,0.02,0.0,1.1,5.6,0.01,0.16,1.6,12.33
1551,0.0,2.5,0.0,11.15,0.685,1.5,4.2,5.0,1.1,0.01,0.01,7.28
1556,15.0,12.1,10.51,21.11,4.5,1.0,6.1,50.0,1.2,1.0,4.55,0.0
1557,61.7,6.5,27.52,18.3,0.8,4.0,25.5,9.17,0.4,5.1,3.6,6.1
1558,16.8,2.8,14.71,70.3,0.0,0.0,1.8,70.0,1.0,0.0,4.9,8.2
1559,82.14,19.43,23.33,16.2,3.6,0.0,5.0,100.0,0.6,0.03,1.0,15.62
1560,13.32,6.89,0.0,24.44,1.8,0.0,100.0,5.0,0.0,0.05,0.0,0.0
1561,13.8,9.2,23.66,32.1,5.1,0.8,6.1,200.0,3.5,4.0,4.6,227.3
1562,14.9,0.5,7.4,29.2,0.1,0.0,10.8,100.0,0.5,0.4,3.0,19.9
1563,18.2,10.9,28.51,128.2,0.5,1.2,50.0,5.2,0.0,3.2,9.0,109.31
1566,16.2,25.0,221.65,19.13,1.8,0.0,4.6,200.0,0.04,0.3,0.85,19.46
1567,16.8,2.23,10.8,32.01,3.0,0.5,10.0,12.4,0.6,0.6,4.2,10.61
1572,23.1,20.7,26.5,23.6,5.0,0.0,10.6,2.2,0.2,0.2,3.8,228.4
1573,0.0,0.8,24.43,22.4,5.0,1.5,14.0,10.5,1.0,10.5,4.8,23.7
1574,23.4,7.1,10.02,0.0,4.0,0.0,7.1,5.5,0.0,0.0,2.1,10.2
1575,20.01,19.73,7.78,44.11,2.5,0.04,8.6,6.1,0.04,0.02,2.5,26.1
1578,0.0,2.5,213.0,1.0,2.5,0.0,6.0,6.0,0.0,2.0,1.0,5.8
1579,4.07,1.6,0.0,10.61,4.2,0.0,12.0,7.6,0.0,0.0,0.0,0.0
1582,78.2,17.0,7.5,17.0,7.5,0.0,20.0,5.5,-1.08,0.0,5.5,16.79
1583,16.0,0.0,0.0,1.2,1.25,0.0,5.6,7.5,0.0,0.0,0.0,0.0
1584,12.24,19.42,11.0,18.42,4.6,-1.14,17.86,5.6,1.0,0.8,1.2,13.99
1585,7.0,16.0,23.13,12.61,1.8,0.0,8.85,3.6,0.0,1.9,2.1,223.35
1586,18.05,25.23,0.09,24.71,1.5,0.0,10.2,11.0,0.01,0.13,0.0,21.6
1587,567.1,253.8,122.5,15.9,4.0,2.4,15.4,10.0,0.0,1.0,4.4,616.1
1588,30.01,13.7,22.17,18.56,8.4,0.6,6.5,5.4,2.3,5.5,4.2,14.01
1589,9.0,0.0,0.0,5.0,1.0,1.0,200.0,5.8,0.35,2.0,10.0,10.3
1590,9.9,11.4,13.6,11.6,3.1,0.0,4.5,7.0,0.85,0.7,4.5,11.4
1591,0.0,0.5,11.7,2.8,0.5,3.5,3.0,1.4,0.35,0.8,3.07,25.1
1594,21.4,16.72,36.2,8.3,0.0,0.0,5.0,5.9,1.0,0.7,3.0,27.9
1595,34.5,3.0,18.0,5.5,3.55,0.0,5.0,6.9,0.0,3.8,3.24,3.26
1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,15.7,5.3,29.27,18.3,2.6,0.0,20.0,7.1,0.0,0.08,9.0,41.11
1598,0.6,12.0,23.81,14.9,0.0,0.0,5.0,7.0,2.0,1.4,3.5,14.2
1599,0.0,0.0,14.8,5.5,0.1,0.0,11.0,3.1,2.2,1.7,8.6,28.31
