id,2015-05-21_mean,2014-09-05_mean,2014-09-01_mean,2014-10-27_mean,2015-07-19_median,2013-09-02_sum,2014-12-10_min,2014-09-26_mean,2015-03-11_sum,2015-02-05_min,2015-07-23_count,2014-12-24_count,2013-09-23_sum,2015-06-29_min,2014-09-08_sum,2014-04-03_min,2014-11-21_sum,2015-06-04_mean,2014-08-07_max,2014-09-24_mean,2014-10-07_mean,2014-09-07_sum,2015-05-22_median,2015-01-04_min,2015-05-23_sum,2015-07-20_mean,2015-05-30_mean,2014-09-22_mean,2014-12-26_median,2014-07-01_max,2014-10-17_min
9281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9282,0.0,0.0,0.0,0.0,0.0,277.9,0.0,0.0,0.0,0.0,0.0,0.0,21.82,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
9283,6.23333333333,3.482,4.74,5.3,2.9,0.0,0.01,18.3666666667,17.4,0.0,3.0,11.0,0.0,0.8,2.8,0.0,121.6,3.925,0.0,4.4,4.4,0.0,5.75,1.0,22.0,7.17714285714,3.54444444444,3.715,4.5,0.0,1.0
9288,0.0,0.0,0.0,0.0,0.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
9289,4.76363636364,3.0625,17.3428571429,2.09090909091,0.0,0.0,0.01,0.0,5.02,0.0,0.0,4.0,0.0,3.0,0.71,0.0,0.0,0.575,0.0,0.0,38.1666666667,0.0,7.0,0.01,0.0,4.3,0.0,15.465,2.525,0.0,1.8
9290,0.0,0.0,0.0,0.0,0.0,16.63,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
9291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9298,1.06666666667,1.722,3.3,4.57,0.0,0.0,1.8,3.75,11.7,0.0,0.0,3.0,0.0,0.0,4.5,0.0,16.6,3.1,0.0,3.78333333333,2.2,13.41,8.0,1.7,0.0,0.0,0.0,4.45,0.0,0.0,0.96
9299,18.6533333333,2.475,3.68,1.2325,0.0,0.0,1.4,4.47333333333,0.0,0.0,0.0,8.0,0.0,1.4,22.37,0.0,4.21,2.75714285714,0.0,2.87333333333,0.0,21.13,2.3,10.4,15.5,0.0,0.0,2.52461538462,3.2,0.0,0.01
9300,0.0,0.0,0.0,0.0,0.0,17.03,0.0,0.0,0.0,0.0,0.0,0.0,15.74,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
9301,22.762,2.835,13.45375,3.7,0.95,0.0,0.01,3.6,0.0,0.0,10.0,8.0,0.0,1.3,9.1,0.0,44.63,2.18714285714,0.0,1.66285714286,1.9,5.04,4.4,0.0,8.7,3.825,2.32,2.764,4.7,0.0,1.0
9302,0.0,0.0,0.0,0.0,0.0,10.13,0.0,0.0,0.0,0.0,0.0,0.0,103.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
9303,29.65,3.4,0.0,27.57625,6.0,0.0,1.0,3.5,1.0,0.0,4.0,5.0,0.0,3.0,4.0,0.0,10.33,4.21666666667,0.0,3.48,2.504,14.2,3.0,1.5,13.62,24.56,10.3766666667,3.465,4.6,0.0,2.0
9304,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,112.4,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0
9305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9308,0.0,0.0,0.0,0.0,0.0,27.51,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0
9309,32.075,3.7,4.94,3.65,1.9,0.0,4.6,0.9,14.1,0.0,3.0,4.0,0.0,1.0,0.0,0.0,7.33,4.34,0.0,3.34,3.55,15.3,4.5,0.6,6.6,0.0,8.6,6.41666666667,10.65,0.0,0.6
9310,0.0,0.0,0.0,0.0,0.0,13.81,0.0,0.0,0.0,0.0,0.0,0.0,23.91,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
9311,2.43333333333,2.044,2.54,18.1,0.0,0.0,0.6,17.5857142857,10.0,0.0,0.0,7.0,0.0,1.0,118.4,0.0,142.2,4.6,0.0,17.5333333333,2.74,28.5,3.7,0.6,15.26,0.0,2.81428571429,4.175,3.1,0.0,0.15
9314,2.66666666667,2.53,3.09125,4.65,0.0,0.0,0.1,3.34,13.5,0.0,0.0,6.0,0.0,1.5,6.12,0.0,13.4,2.88285714286,0.0,4.0,2.95,5.9,3.85,1.0,17.0,0.0,3.675,3.8,2.5,0.0,0.8
9315,0.0,0.0,0.0,0.0,0.0,177.2,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9316,3.638,1.46571428571,1.068,2.44,0.0,0.0,0.03,0.07,22.64,0.0,0.0,4.0,0.0,0.0,1.57,0.0,6.02,2.255,0.0,40.226,3.0,13.0,1.8,0.0,11.79,0.0,3.45,1.37857142857,0.09,0.0,0.01
9317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9320,0.0,4.1,0.0,15.35,0.0,0.0,0.01,2.25,0.0,0.0,0.0,2.0,0.0,0.0,22.5,0.0,106.0,0.0,0.0,0.7,0.205,9.1,0.0,1.0,0.0,0.0,0.0,3.2,1.8,0.0,4.8
9321,0.0,7.225,6.43333333333,27.35,0.0,0.0,0.01,8.73333333333,14.18,0.0,0.0,6.0,0.0,3.0,20.4,0.0,14.5,6.6,0.0,2.945,0.0,21.35,0.0,0.04,0.8,0.0,3.17333333333,5.164,5.5,0.0,0.01
9322,1.0,1.94333333333,6.975,6.8,0.0,0.0,1.0,0.0,7.6,0.0,1.0,1.0,0.0,3.6,8.4,0.0,17.3,0.0,0.0,0.0,0.0,0.0,27.7,0.01,3.7,1.0,1.75,0.0,1.6,0.0,0.3
9323,6.15,3.03666666667,15.8714285714,2.9,2.5,0.0,1.0,2.8275,7.63,0.0,3.0,2.0,0.0,1.4,1.01,0.0,15.11,6.1,0.0,3.3,17.8585714286,11.94,5.05,1.5,1.2,4.8,4.7,4.3,3.1,0.0,1.0
9326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9327,7.4,14.3888888889,2.79777777778,8.0,0.0,0.0,0.15,5.52,145.92,0.0,0.0,9.0,0.0,2.0,0.0,0.0,21.85,19.5666666667,0.0,8.2,1.6,14.4,4.0,0.01,9.43,0.0,4.18,24.66,3.5,0.0,0.15
9328,0.0,0.0,0.0,0.0,0.0,19.65,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
9329,2.775,3.375,2.625,4.38571428571,1.8,0.0,0.8,2.475,25.12,0.0,9.0,10.0,0.0,0.2,19.4,0.0,10.21,2.93333333333,0.0,4.47714285714,2.96833333333,21.7,3.25,0.01,32.73,4.25333333333,4.08333333333,4.2625,4.5,0.0,0.01
9332,0.0,4.9,7.86666666667,4.4,0.0,0.0,0.1,13.4666666667,0.0,0.0,0.0,0.0,0.0,0.0,57.43,0.0,0.0,0.0,0.0,2.63333333333,0.8,4.3,0.0,0.0,0.0,0.0,0.0,9.29142857143,0.0,0.0,0.01
9333,5.15,4.16571428571,2.8025,2.22727272727,0.0,0.0,0.9,1.88,216.31,0.0,0.0,3.0,0.0,0.2,24.0,0.0,6.9,1.67285714286,0.0,5.08,4.43,30.6,4.0,4.6,4.7,0.0,18.8666666667,5.74444444444,2.6,0.0,3.0
9334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
9335,7.4,0.0,1.0,2.76,0.0,0.0,1.52,0.0,24.3,0.0,0.0,2.0,0.0,1.0,1.0,0.0,7.3,9.9,0.0,2.82,0.0,0.0,0.0,5.6,12.4,0.0,0.0,4.9025,0.825,0.0,1.92
9338,11.07,1.53,8.60125,19.0,0.0,0.0,1.8,3.5,16.0,0.0,0.0,4.0,0.0,2.0,219.1,0.0,21.9,53.0525,0.0,42.08,6.7,11.2,4.75,7.4,27.61,0.0,2.0,0.0,2.5,0.0,0.0
9339,2.31,8.072,9.31875,11.92,1.65,0.0,0.03,15.32875,29.64,0.0,11.0,5.0,0.0,0.02,0.0,0.0,70.2,2.33142857143,0.0,0.418333333333,0.03,10.6,2.3,-9.0,21.44,3.5,0.02,4.78,0.14,0.0,0.02
9342,0.0,0.0,0.0,0.0,0.0,10.58,0.0,0.0,0.0,0.0,0.0,0.0,46.72,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0
9343,5.90625,6.39428571429,6.665,20.3157142857,4.95,0.0,3.3,3.19555555556,5.6,0.0,5.0,6.0,0.0,2.0,5.5,0.0,5.8,27.43,0.0,5.00666666667,4.61428571429,39.35,3.88,3.0,0.0,5.32,4.96,5.42714285714,4.0,0.0,1.5
9344,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,-1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
9346,0.0,0.0,0.0,0.0,0.0,21.76,0.0,0.0,0.0,0.0,0.0,0.0,36.31,0.0,0.0,-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
9347,3.73333333333,21.305,2.3425,23.374,0.0,0.0,0.01,2.5,1.0,0.0,0.0,2.0,0.0,1.0,22.23,0.0,25.14,55.27,0.0,1.97375,22.5,27.4,4.8,2.4,7.2,0.0,2.25,2.486,2.505,0.0,1.5
9348,2.97777777778,4.5625,4.4,3.975,5.9,0.0,2.5,6.3,45.1,0.0,2.0,7.0,0.0,0.8,4.0,0.0,13.9,6.675,0.0,8.5,3.6,0.0,10.8,1.7,14.7,3.765,0.0,6.83333333333,7.0,0.0,4.8
9349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9350,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.0,0.0,0.0,0.0,0.0,30.22,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
9351,3.85714285714,27.98875,4.35714285714,2.48333333333,0.0,0.0,1.6,2.85,223.2,0.0,0.0,4.0,0.0,1.6,26.77,0.0,201.3,4.12,0.0,5.6,1.7275,20.7,4.4,1.7,24.0,0.0,0.355,8.475,4.6,0.0,3.5
9352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9353,1.10571428571,1.74666666667,7.56625,3.6,0.0,0.0,0.01,2.1,13.9,0.0,0.0,10.0,0.0,3.0,6.2,0.0,0.0,3.5,0.0,3.63,33.9333333333,3.71,6.4,0.0,3.9,0.0,3.47333333333,1.88833333333,1.295,0.0,0.8
9360,0.0,0.0,0.0,0.0,0.0,6.39,0.0,0.0,0.0,0.0,0.0,0.0,22.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0
9362,0.0,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0
9363,1.86428571429,2.5525,15.44,2.435,0.0,0.0,0.01,2.88111111111,10.45,0.0,0.0,7.0,0.0,1.2,11.31,0.0,19.15,2.2275,0.0,18.7033333333,1.35833333333,23.3,1.7,0.01,16.02,0.0,4.184,4.92857142857,1.5,0.0,0.01
9364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,1.4,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9365,17.7333333333,21.5,30.9125,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,7.0,5.8,4.15,0.8,0.0,0.0,0.0,1.0,1.0,0.0,10.9
9366,0.0,0.0,0.0,0.0,0.0,12.22,0.0,0.0,0.0,0.0,0.0,0.0,216.9,0.0,0.0,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
9367,3.6125,0.0,0.0,2.022,0.0,0.0,1.5,2.25,14.93,0.0,0.0,4.0,0.0,1.0,307.6,0.0,10.5,4.15,0.0,2.03333333333,0.0,14.9,3.95,2.1,23.65,0.0,23.62,4.175,2.75,0.0,1.0
9368,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.01,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0
9369,0.0,0.0,0.0,0.0,0.0,60.8,0.0,0.0,0.0,0.0,0.0,0.0,32.49,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
9372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9373,9.5,0.0,0.0,0.0,0.0,0.0,2.0,7.225,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.886,0.0,6.4,0.0,0.0,0.0,1.0,1.0,0.0,2.36,0.0,13.0,0.0,1.0
9374,0.0,0.0,0.0,0.0,0.0,22.01,0.0,0.0,0.0,0.0,0.0,0.0,23.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
9375,6.06666666667,3.532,53.6,4.78,5.25,0.0,1.9,0.0,17.0,0.0,0.0,1.0,0.0,2.0,29.4,0.0,8.6,7.35,0.0,5.8,5.65666666667,12.6,3.4,1.0,4.7,3.23333333333,3.92857142857,4.255,8.4,0.0,1.0
9376,0.0,0.0,0.0,0.0,0.0,18.21,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
9377,0.0,0.0,0.0,0.0,0.0,16.82,0.0,0.0,0.0,0.0,0.0,0.0,13.92,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0
9378,4.4,2.44428571429,2.47875,4.52857142857,0.0,0.0,3.9,3.148,25.4,0.0,0.0,6.0,0.0,0.1,14.33,0.0,39.7,14.2978571429,0.0,3.53,4.175,31.15,3.0,0.1,3.5,0.0,4.3,5.0025,0.4,0.0,0.9
9379,4.73333333333,4.6,3.04,3.75,0.0,0.0,0.01,3.06666666667,117.71,0.0,1.0,3.0,0.0,-0.6,14.6,0.0,7.1,2.67285714286,0.0,2.95,3.32,19.0,3.6,0.01,13.9,0.0,21.8333333333,4.2,4.0,0.0,1.8
9380,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9381,4.37142857143,3.565,20.5,8.86,0.0,0.0,1.95,13.5,29.7,0.0,4.0,0.0,0.0,0.0,7.8,0.0,9.2,2.85,0.0,11.0,0.0,4.0,12.2,0.0,0.0,13.76,0.0,15.0375,0.0,0.0,-13.82
9386,7.13333333333,5.68,4.50333333333,5.275,9.5,0.0,0.01,0.0,133.68,0.0,6.0,7.0,0.0,0.5,27.7,0.0,1.61,3.81833333333,0.0,3.425,0.455,37.1,2.75,1.5,0.4,3.925,2.61777777778,20.05,2.505,0.0,-3.54
9387,0.0,0.0,0.0,0.0,0.0,11.21,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0
9388,104.96,3.28,6.9,2.23666666667,5.8,0.0,0.01,2.53666666667,16.03,0.0,0.0,14.0,0.0,1.2,21.29,0.0,20.24,0.0,0.0,3.242,2.246,24.31,6.35,0.06,30.9,3.8,7.4,2.522,2.4,0.0,0.02
9389,0.0,0.6275,21.6666666667,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,1.1,0.0,0.1,0.0,0.5,0.0,18.0,0.0,0.01
9390,0.0,0.0,0.0,0.0,0.0,10.81,0.0,0.0,0.0,0.0,0.0,0.0,13.98,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9391,24.246,3.85,27.7825,5.582,4.6,0.0,3.56,7.03333333333,5.8,0.0,3.0,4.0,0.0,5.6,10.0,0.0,28.86,6.93,0.0,10.75,5.1,110.2,5.035,1.0,22.38,3.425,6.975,5.914,3.8,0.0,3.4
9396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9397,0.0,0.0,0.0,0.0,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,18.89,0.0,0.0,1.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
9398,1.995,2.88,9.66666666667,0.0,6.3,0.0,0.02,1.774,8.25,0.0,5.0,1.0,0.0,0.7,2.1,0.0,11.8,3.45,0.0,3.3,0.7,41.4,2.3,0.02,5.5,7.15,2.754,5.99166666667,2.85,0.0,0.7
9399,4.1825,6.155,64.4166666667,1.562,0.0,0.0,0.01,3.00666666667,14.8,0.0,0.0,5.0,0.0,-0.85,8.0,0.0,16.43,6.0,0.0,3.72,1.1,6.0,8.4,2.5,19.76,0.0,9.5,23.26,5.515,0.0,13.3
9400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
9401,4.66,1.0,2.1,5.0,0.0,0.0,13.6,14.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.93333333333,0.0,3.65,44.34,1.0,0.0,0.0,1.0,0.0,0.0,38.1666666667,0.0,0.0,1.0
9408,0.0,0.0,0.0,0.0,0.0,15.78,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
9409,4.53666666667,9.4,5.4,5.3,5.0,0.0,5.4,3.4,10.2,0.0,5.0,5.0,0.0,0.1,7.4,0.0,0.03,18.3285714286,0.0,3.61125,0.0,18.5,5.8,1.5,26.8,19.2857142857,4.43333333333,3.3,4.7,0.0,1.0
9410,3.005,3.05333333333,16.5942857143,5.67666666667,0.0,0.0,0.01,6.8,124.7,0.0,0.0,2.0,0.0,12.7,6.3,0.0,23.93,0.0,0.0,2.24142857143,0.0,0.0,0.0,1.0,0.0,0.0,2.955,2.64125,0.0,0.0,0.01
9411,2.81,1.76666666667,1.86666666667,2.84,6.0,0.0,-0.72,2.2,16.18,0.0,3.0,8.0,0.0,0.9,11.62,0.0,18.27,29.5375,0.0,1.56666666667,0.0,12.4,2.0,0.2,224.1,5.2,3.15,3.1,3.3,0.0,0.2
9412,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
9413,2.30142857143,5.16666666667,3.52,23.8,1.75,0.0,0.01,1.9825,16.01,0.0,3.0,4.0,0.0,2.5,46.84,0.0,31.76,1.8775,0.0,13.632,2.73666666667,121.94,3.5,0.0,123.76,1.5,0.673333333333,0.0,0.01,0.0,1.5
9414,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,8.71,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
9415,0.505,3.7025,4.4,4.444,0.0,0.0,10.0,5.1275,10.7,0.0,0.0,3.0,0.0,3.0,5.4,0.0,29.4,3.20333333333,0.0,3.382,2.802,10.01,0.0,0.01,12.7,0.0,2.0,4.075,7.5,0.0,0.01
9416,0.0,0.0,0.0,0.0,0.0,212.74,0.0,0.0,0.0,0.0,0.0,0.0,12.95,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
9417,1.14888888889,4.93,3.16,1.57153846154,0.6,0.0,-0.78,1.61,19.41,0.0,8.0,3.0,0.0,0.6,0.0,0.0,29.14,1.71272727273,0.0,2.41714285714,1.86666666667,104.41,2.25,1.5,28.8,1.88333333333,2.03333333333,2.80363636364,2.0,0.0,0.01
9418,1.37571428571,17.6871428571,2.52714285714,2.5,0.0,0.0,0.0,6.2075,3.24,0.0,0.0,0.0,0.0,1.5,34.87,0.0,25.0,33.775,0.0,1.0,3.055,10.8,0.0,0.01,0.0,0.0,2.5,3.18333333333,6.0,0.0,0.83
9419,0.95,6.6,4.33,20.65,18.9,0.0,0.03,4.166,9.01,0.0,0.0,7.0,0.0,0.7,0.0,0.0,25.0,3.13333333333,0.0,21.2,0.0,102.5,100.0,0.03,9.68,1.65,3.35,5.29333333333,4.0,0.0,0.0
9426,3.18333333333,2.51666666667,3.28,2.51666666667,0.0,0.0,0.02,2.9875,8.16,0.0,0.0,5.0,0.0,0.95,6.2,0.0,14.91,3.6,0.0,2.2925,2.54375,18.3,2.8,3.0,5.1,0.0,2.99166666667,2.28714285714,4.25,0.0,0.02
9427,2.7,0.9,3.125,9.51571428571,6.6,0.0,4.6,0.0,22.6,0.0,5.0,5.0,0.0,8.7,105.0,0.0,4.0,3.15,0.0,3.36666666667,4.6,6.4,6.0,0.01,105.1,3.975,1.0,32.1475,0.0,0.0,1.1
9428,0.0,0.0,0.0,0.0,0.0,21.53,0.0,0.0,0.0,0.0,0.0,0.0,43.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0
9429,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
9430,0.0,0.0,0.0,0.0,0.0,16.45,0.0,0.0,0.0,0.0,0.0,0.0,14.35,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
9431,13.062,4.25,2.60142857143,2.38875,0.0,0.0,0.01,3.83666666667,121.4,0.0,0.0,5.0,0.0,1.0,0.0,0.0,109.02,4.37,0.0,4.41571428571,2.57,0.0,4.75,0.01,16.51,0.0,2.422,1.9775,2.0,0.0,0.01
9434,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9435,2.8,2.5,3.33333333333,3.93,1.1,0.0,5.5,1.1,36.72,0.0,4.0,6.0,0.0,0.9,0.0,0.0,0.0,28.0,0.0,3.36666666667,1.5,1.2,2.8,-3.18,11.0,1.0,1.1,9.24666666667,5.0,0.0,0.2
9436,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
9437,0.0,0.0,0.0,0.0,0.0,40.48,0.0,0.0,0.0,0.0,0.0,0.0,9.91,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
9442,0.0,0.0,0.0,0.0,0.0,9.13,0.0,0.0,0.0,0.0,0.0,0.0,14.91,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
9443,2.66833333333,0.0,3.855625,2.24583333333,1.2,0.0,-2.4,14.75125,40.12,0.0,0.0,15.0,0.0,0.1,8.7,0.0,100.0,4.913,0.0,2.3,0.0,0.0,1.0,0.02,0.0,0.0,0.503333333333,14.4555555556,2.5,0.0,0.0
