id,DayofWeek5_count,DayofWeek2_min,DayofWeek0_mean,DayofWeek3_min,DayofWeek1_sum,DayofWeek2_mean,DayofWeek1_count,DayofWeek0_min,DayofWeek5_median,DayofWeek1_median
1596,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.575,0.0
1597,143.0,-0.66,7.89693641618,-1.02,1273.52,7.96522012579,169.0,-8.9,3.0,3.1
1598,163.0,-0.42,7.62356846473,-1.02,1700.34,8.54776041667,226.0,-1.14,2.7,3.0
1599,113.0,0.01,7.44825136612,0.0,936.54,7.26236363636,156.0,0.0,2.5,2.6
1600,200.0,-0.84,4.9240201005,-0.66,1058.91,3.12531400966,238.0,-0.66,1.35,1.43
1601,185.0,-3.0,4.68698305085,-1.14,1885.12,6.97419354839,293.0,-3.54,2.9,2.5
1602,90.0,0.01,8.37141242938,-0.96,2259.75,6.52069767442,196.0,0.01,4.6,3.75
1603,121.0,0.01,11.6218137255,-3.48,1428.93,8.17937062937,139.0,-3.54,3.8,3.6
1604,85.0,-3.54,9.07392,0.01,1484.85,6.67446969697,178.0,0.01,1.0,2.0
1605,75.0,0.01,6.33242718447,-12.5,550.35,7.50386792453,119.0,0.01,1.3,1.5
1606,102.0,0.01,16.1886,0.0,929.12,9.85125925926,119.0,-3.54,3.5,4.0
1607,117.0,0.01,8.9265408805,0.01,1327.48,6.11427586207,166.0,0.0,3.0,3.6
1608,170.0,-1.0,12.1053586498,0.01,1483.15,4.43268199234,251.0,-3.54,1.215,2.66
1609,212.0,-0.88,7.32846808511,0.0,1522.38,9.00954545455,257.0,-1.22,3.9,3.6
1610,160.0,-3.54,2.82477272727,-3.44,1161.61,3.06748717949,209.0,0.01,1.0,1.6
1611,107.0,-0.48,2.8688,0.01,408.81,10.124601227,133.0,-1.02,0.4,1.4
1612,153.0,-3.54,6.93860465116,0.01,1669.06,4.29108870968,267.0,-4.0,2.0,2.6
1613,261.0,-3.48,5.72917562724,0.01,1397.1,4.08605678233,307.0,-3.3,1.7,1.7
1614,189.0,-1.14,7.66429864253,-1.14,1132.76,8.00350649351,274.0,-22.0,2.0,2.45
1615,171.0,0.0,6.86497674419,-3.54,908.73,5.87776173285,216.0,-0.18,2.8,2.5
1616,222.0,0.01,8.11735074627,0.01,2138.06,8.92728744939,274.0,0.01,3.0,3.0
1617,184.0,-2.76,7.88621621622,-2.94,1859.3,9.97291666667,229.0,-3.36,3.15,3.6
1618,115.0,-4.0,8.3165625,0.0,905.83,8.80736434109,101.0,-20.6,3.5,3.68
1619,283.0,0.03,7.92886666667,-12.7,2493.97,6.37976109215,272.0,-4.6,3.5,3.5
1620,194.0,0.01,5.10457943925,-1.14,925.41,5.28136585366,211.0,-2.6,1.5,1.6
1621,175.0,-1.74,8.11575971731,-3.54,915.28,3.67817073171,274.0,-1.08,2.0,1.2
1622,95.0,-3.54,6.93098265896,-11.0,1150.93,4.83844444444,138.0,0.01,2.0,3.9
1623,81.0,0.0,10.7106521739,0.01,1303.71,6.82597315436,134.0,0.0,1.8,2.9
1624,242.0,-0.36,6.88050505051,-0.18,2272.8,14.207311828,290.0,-0.78,3.6,3.0
1625,124.0,0.1,8.29047619048,0.01,1973.66,7.84335616438,162.0,0.03,4.465,5.0
1626,163.0,-1.14,6.02097674419,-1.14,1447.72,6.64353233831,236.0,-1.14,1.5,2.0
1627,128.0,0.0,5.81313186813,-3.48,704.81,3.97648044693,180.0,0.01,1.95,2.9
1630,245.0,-1.14,3.5080239521,-1.14,2105.56,3.03340175953,377.0,-0.06,0.6,0.6
1631,181.0,-3.36,5.5376,-3.42,1160.36,3.48587155963,362.0,-3.42,0.7,0.16
1632,71.0,-5.6,13.4591803279,-1.14,1343.32,3.96848275862,167.0,0.01,4.4,3.0
1633,73.0,-3.48,13.1705442177,0.0,1103.08,4.16245901639,142.0,0.01,4.0,2.9
1636,35.0,-0.18,6.41666666667,0.01,1590.92,5.19948717949,162.0,-11.0,0.05,1.7
1637,188.0,0.01,7.50017021277,0.01,1314.45,7.39642857143,233.0,0.0,3.45,2.9
1638,6.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,3.0,0.0
1639,249.0,-3.48,5.33523364486,-3.48,1191.92,6.46589905363,316.0,-3.48,2.8,2.0
1642,125.0,-1.14,7.89191780822,-1.08,956.56,7.34581395349,196.0,-1.14,3.5,3.0
1643,114.0,-3.54,9.30145833333,-3.54,1851.78,12.1259358289,156.0,-3.54,3.9,5.55
1644,138.0,-1.02,6.7333974359,-14.8,1163.86,6.65109090909,170.0,-1.8,5.0,4.0
1645,144.0,-1.86,7.75565543071,-3.24,762.81,4.96897810219,269.0,-1.8,1.9,1.5
1646,103.0,0.0,5.96419753086,-1.08,2231.27,6.53134228188,181.0,0.01,3.0,4.4
1647,244.0,0.0,5.70579439252,-0.7,2255.62,4.32097902098,289.0,0.0,2.8,2.43
1648,31.0,0.01,8.53689655172,-0.66,475.72,3.79844444444,93.0,0.0,1.1,1.8
1649,50.0,0.01,4.67492537313,-0.12,687.82,4.04747368421,95.0,0.01,1.6,1.9
1650,193.0,0.01,3.60064377682,0.0,800.59,3.32135964912,255.0,0.0,1.0,1.13
1651,227.0,-0.96,8.18416949153,0.01,1001.6,3.65366548043,270.0,0.01,1.7,1.55
1652,121.0,0.0,7.24057803468,-1.14,2261.53,10.0171794872,191.0,-1.14,3.7,3.0
1653,141.0,-3.54,14.1520095694,-3.54,1077.49,5.83019230769,168.0,-3.54,3.6,3.55
1654,211.0,-1.08,4.7467003367,-1.14,1505.42,6.34980769231,273.0,-1.14,2.2,2.5
1655,250.0,-3.54,7.95288288288,-6.9,3573.79,7.57596153846,318.0,-3.54,2.0,3.25
1656,133.0,-0.54,10.9312080537,-1.02,1250.64,7.66346820809,172.0,-1.08,2.0,3.0
1657,106.0,0.0,8.06727272727,0.01,798.9,4.29906862745,151.0,0.01,2.115,2.5
1658,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0
1659,254.0,-0.54,6.36813953488,0.01,1408.75,5.60895043732,330.0,-1.14,2.0,1.2
1668,253.0,-0.9,12.9295220588,-8.0,5274.37,12.5826666667,307.0,-0.78,4.5,5.5
1669,287.0,-8.88,4.7370030581,-0.12,2136.49,5.50458689459,428.0,-1.08,2.9,1.6
1670,108.0,0.01,10.8537222222,-1.08,1210.6,7.67658914729,185.0,-1.0,3.6,2.8
1671,158.0,-3.54,6.6743715847,-0.72,1369.57,5.72206896552,170.0,-3.54,3.6,3.6
1672,175.0,-1.14,8.82684729064,-5.8,2274.03,15.0116738197,228.0,-1.14,4.3,4.35
1673,201.0,-17.9,8.32223826715,-0.54,2220.45,8.74809187279,242.0,0.01,4.4,4.5
1676,161.0,0.0,11.1654748603,0.01,1727.78,6.82614942529,235.0,-1.14,4.0,3.0
1677,174.0,0.01,10.947804878,0.01,1847.91,6.34064220183,214.0,0.0,3.2,4.0
1678,188.0,0.0,11.5792410714,0.01,1665.48,8.26666666667,260.0,0.01,4.0,3.6
1679,190.0,0.01,4.94941818182,0.0,1203.35,6.32062730627,257.0,0.01,4.22,3.75
1680,205.0,-0.73,5.45761904762,-1.14,865.35,7.90809756098,245.0,-4.9,3.7,2.8
1681,190.0,0.01,6.4634562212,0.01,2011.07,3.9303930131,193.0,-3.54,3.78,4.1
1684,117.0,0.01,11.0569672131,0.0,1802.11,8.19023255814,158.0,0.0,5.4,4.9
1685,93.0,0.01,7.6786440678,0.0,795.75,11.8514912281,103.0,0.01,5.6,3.8
1688,211.0,-0.42,7.76889328063,-1.14,1082.66,5.9755859375,268.0,-1.14,3.0,3.0
1689,207.0,0.01,5.49706349206,0.01,1483.74,7.68721991701,248.0,0.01,3.0,3.0
1690,172.0,0.01,8.85163043478,0.0,1563.13,6.93003937008,217.0,0.01,3.6,2.8
1691,176.0,0.01,5.096,-0.84,1287.6,6.86345945946,216.0,-0.9,3.0,2.6
1692,75.0,0.01,9.61391752577,0.01,829.96,14.3404761905,77.0,0.0,3.5,4.6
1693,220.0,0.01,5.92969827586,0.0,1873.76,9.09,253.0,0.0,3.05,3.0
1694,195.0,-2.44,7.08768240343,-1.2,1881.47,7.43413333333,237.0,-1.14,2.9,2.5
1695,194.0,-3.3,8.09598130841,-3.54,1681.8,8.3323046875,227.0,-3.54,3.31,3.8
1698,123.0,-0.78,8.71916167665,-1.14,1706.42,9.46616766467,210.0,-1.88,4.0,4.1
1699,150.0,0.1,9.03698275862,-12.6,2000.28,8.27626213592,187.0,-1.68,3.2,4.6
1700,72.0,0.01,9.27168067227,0.0,533.5,10.63325,100.0,0.4,3.8,3.35
1701,82.0,0.0,6.7228,0.0,2328.32,6.95340611354,242.0,-0.06,4.38,3.53
1702,180.0,0.01,5.87527586207,0.0,875.56,4.27273469388,251.0,0.01,3.05,2.0
1703,127.0,-2.16,5.57461988304,0.0,1540.11,7.14727848101,148.0,-10.6,3.6,4.125
1704,83.0,0.01,7.40294915254,0.01,1536.51,4.7085467128,287.0,-0.6,1.6,1.6
1705,108.0,-0.96,10.3954666667,0.01,1641.7,5.33590604027,177.0,-1.14,3.6,3.4
1706,161.0,0.01,6.90686868687,0.01,1956.3,6.93644230769,266.0,0.01,2.8,3.0
1707,166.0,-6.7,10.5678709677,-0.54,1610.31,8.08160220994,196.0,-1.02,2.0,3.2
1708,94.0,-3.54,8.45376470588,-3.54,1631.47,9.46468085106,175.0,-3.54,2.5,4.0
1709,157.0,-6.0,7.74221674877,0.01,938.9,3.11556818182,153.0,0.01,3.5,3.0
1710,51.0,0.01,11.44453125,0.0,1745.65,15.2149462366,115.0,0.01,5.6,4.8
1711,170.0,0.0,3.50853479853,0.01,2066.64,4.98361867704,251.0,-3.3,2.2,1.8
1712,182.0,-3.36,6.92444444444,-3.54,628.83,7.26825,268.0,-3.54,1.0,0.7
1713,184.0,-3.42,3.59126482213,-3.42,1786.36,5.15295154185,270.0,-0.96,1.0,1.2
1716,219.0,-0.78,9.12780487805,0.0,1616.66,7.62475409836,225.0,-1.14,2.6,3.1
1717,246.0,-24.0,8.52765217391,-1.77,1697.51,8.22231617647,213.0,0.01,3.0,3.0
1718,23.0,1.0,3.92428571429,0.45,401.14,9.92371428571,55.0,0.75,2.0,3.0
1719,4.0,0.01,62.146,0.8,90.91,6.31363636364,9.0,0.03,3.25,5.6
1722,90.0,0.0,5.8390625,-0.66,912.47,12.6218787879,208.0,0.0,1.55,1.3
1723,98.0,-3.42,3.70137777778,-3.36,989.81,7.82804651163,204.0,-3.48,1.5,1.3
1726,323.0,-0.72,9.02298850575,-6.3,1982.41,6.09334328358,346.0,-6.0,3.0,2.5
1727,119.0,-3.42,7.31139344262,-8.6,1187.42,4.93726872247,208.0,-3.54,2.5,2.565
1728,159.0,0.01,9.12130232558,-3.36,1699.41,8.6457591623,210.0,0.0,3.5,3.55
1729,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0
1730,189.0,0.08,9.17,0.01,1602.41,6.12198412698,237.0,0.04,4.1,4.0
1731,264.0,0.01,7.18196825397,0.0,2368.94,6.27171428571,253.0,0.0,3.6,3.9
1736,159.0,0.0,8.84723809524,0.0,1324.27,5.40330769231,239.0,0.0,3.3,2.9
1737,214.0,0.01,5.87963265306,-1.68,1296.01,4.61094339623,252.0,-1.38,1.8,2.45
1738,139.0,-20.6,16.6839922481,-20.6,2368.39,9.39326530612,220.0,-4.55,4.5,4.5
1739,106.0,-4.0,8.95531680441,0.01,1385.65,2.90536842105,375.0,-3.24,0.15,0.8
1740,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0
1741,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
1746,172.0,-1.02,8.9730212766,-28.0,1925.25,7.94325581395,298.0,-1.14,1.8,2.0
1747,169.0,-12.0,13.4620075758,-4.5,2945.22,8.2237366548,250.0,-3.06,4.0,3.0
1750,233.0,-9.9,6.57584541063,-0.66,1634.29,6.30168103448,245.0,-0.24,1.8,2.7
1751,228.0,-0.96,5.6012195122,-3.18,909.01,5.7674789916,237.0,-3.54,1.5,2.3
1752,199.0,-1.14,7.50118367347,-1.14,1307.8,4.55724528302,249.0,-3.5,1.8,2.1
1753,222.0,0.01,6.18886363636,-2.82,2374.96,7.43386503067,283.0,0.01,3.5,3.1
1762,125.0,-0.9,11.4312105263,0.0,1066.38,9.76191011236,147.0,0.01,5.5,4.4
1764,109.0,-1.08,5.27809815951,-3.0,1345.22,8.80098360656,164.0,-3.54,1.8,1.8
1765,180.0,-28.0,5.09269911504,0.01,1800.09,7.05736842105,272.0,-0.36,2.9,2.8
1766,288.0,0.0,4.49892966361,-7.5,2403.23,6.06282467532,327.0,-24.0,2.2,2.0
1767,139.0,0.45,10.7898870056,0.45,1575.33,11.0175879397,195.0,0.45,6.0,4.0
1768,190.0,-3.48,2.38684397163,-3.3,1339.88,5.77055555556,292.0,-1.02,1.8,2.0
1769,161.0,0.01,7.8908490566,0.01,1049.76,6.28701570681,169.0,0.01,4.1,3.5
1770,176.0,-3.54,10.4081081081,-0.84,1361.31,3.99371040724,249.0,-3.42,1.2,1.5
1771,184.0,-3.48,7.13799227799,-3.48,1977.16,6.19193430657,249.0,-3.42,2.0,2.5
1772,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.7,0.0
1773,83.0,0.0,18.3862790698,0.0,2428.64,9.40509090909,171.0,0.1,4.6,6.0
1774,7.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.6,0.0
1775,175.0,-0.54,3.1329,0.01,585.69,5.50829787234,210.0,-0.78,2.6,2.4
1776,157.0,0.01,6.14632432432,-0.96,673.07,8.34623529412,203.0,-12.0,2.9,3.0
1777,134.0,-3.0,4.00441340782,0.01,812.98,5.0925,184.0,0.01,1.9,2.0
1778,249.0,-3.48,10.2550819672,-7.0,1488.96,4.65795665635,288.0,-0.84,2.5,2.65
1779,64.0,0.0,12.1652910053,0.0,2705.66,8.44252747253,182.0,0.0,2.5,3.35
1782,163.0,0.0,10.5462893082,-1.14,1120.34,4.36834394904,218.0,-1.08,3.0,3.0
1783,189.0,-3.54,6.10480392157,-3.54,1252.5,5.50381909548,169.0,-1.98,3.5,3.6
1784,138.0,0.07,6.03922279793,-7.9,2030.7,7.75707692308,225.0,0.01,3.9,4.1
1785,229.0,-1.14,5.63850574713,-1.14,818.95,5.12696850394,219.0,-1.14,2.7,3.0
1786,7.0,34.4,0.0,1.0,0.0,199.2,0.0,0.0,12.3,0.0
1787,175.0,0.15,9.3114354067,0.03,1914.69,12.8121714286,195.0,-9.0,5.6,5.6
1794,179.0,0.01,11.900308642,-1.14,1181.44,10.2874846626,184.0,-0.78,3.6,3.6
1795,196.0,0.01,12.3591203704,0.01,2885.63,6.43590909091,178.0,0.01,4.6,5.0
1802,197.0,-1.02,8.89237209302,-1.14,2199.76,7.9825,270.0,0.01,2.5,2.5
1803,214.0,-3.54,8.46622222222,-3.48,2121.77,5.32604477612,261.0,0.01,2.5,2.5
1806,144.0,-3.54,4.65534722222,-0.78,943.45,9.17870967742,221.0,-6.5,1.4,1.5
1807,126.0,-1.08,4.83903225806,0.01,1778.51,5.56705521472,152.0,-1.98,1.05,2.565
1808,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
1809,120.0,-7.1,7.48282485876,0.01,1328.4,5.56207446809,214.0,0.0,1.65,2.0
1810,271.0,-1.08,4.55750809061,-1.2,966.29,5.70863354037,325.0,-1.14,1.5,1.5
1811,103.0,0.01,9.04646153846,0.0,1239.63,7.37705479452,147.0,0.0,3.5,4.0
1812,266.0,-1.2,4.80558951965,-1.14,1580.34,7.01820512821,260.0,-1.08,1.2,2.7
1813,202.0,-3.48,9.34125,-0.78,1271.51,3.84703389831,221.0,-3.54,2.0,3.0
1814,11.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,4.1,0.0
1815,142.0,-1.08,7.62226804124,-1.2,1482.59,9.74459770115,125.0,-1.08,1.2,4.0
1816,124.0,0.01,8.56235294118,0.01,1105.8,11.0175789474,153.0,0.01,0.09,1.0
1817,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1818,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0
1819,179.0,-1.08,7.84638392857,0.0,963.71,6.62766798419,259.0,0.01,2.8,1.8
1820,99.0,-3.54,11.9341726619,-2.5,975.55,7.78105263158,124.0,0.01,3.7,4.15
1821,288.0,-15.0,5.63403508772,-1.56,1970.16,6.65766871166,330.0,-1.62,2.5,1.5
1826,205.0,-3.48,8.15552,-2.28,1114.21,3.46104247104,240.0,-3.54,2.0,2.065
1827,111.0,0.01,6.85932270916,0.01,2532.44,6.09863414634,255.0,0.01,3.6,2.7
1830,224.0,-1.8,3.10034146341,-0.96,1099.82,4.175,240.0,0.01,1.8,2.2
1831,191.0,0.0,6.65775862069,0.0,1049.16,8.38570680628,229.0,0.2,3.0,3.0
1832,371.0,-1.14,3.35984771574,-5.6,1916.16,9.45453271028,430.0,-1.14,0.6,0.9
1833,447.0,-3.54,2.15775700935,-3.54,2752.39,2.09226691042,526.0,-3.54,0.6,0.6
1834,188.0,-1.14,7.01426778243,-1.02,1344.81,7.71257281553,279.0,-5.0,2.4,2.5
1835,163.0,-3.18,7.95103960396,0.0,1755.21,7.78462427746,193.0,-3.54,3.0,3.5
1838,142.0,-1.5,8.8673364486,-3.54,1307.74,6.07806866953,204.0,-3.12,2.565,3.0
1839,183.0,-0.54,4.57987124464,-6.6,3912.56,5.3709561753,240.0,-1.08,3.6,3.45
1840,137.0,-0.96,11.6366049383,-0.78,1939.62,7.14319047619,186.0,-1.14,4.2,3.0
1841,102.0,-3.3,9.97275280899,-5.7,1337.56,6.85187165775,156.0,-10.0,3.55,3.0
1842,227.0,-0.48,9.68160550459,-2.0,1418.48,6.77670050761,220.0,-1.14,3.4,4.5
1843,168.0,-2.4,7.93429347826,-3.54,1657.55,9.13044692737,161.0,-3.48,3.6,3.4
1846,81.0,-3.3,8.72319371728,0.0,834.51,7.02123966942,143.0,-1.32,2.9,2.8
1847,37.0,0.01,11.8661290323,-2.5,724.44,11.5542268041,119.0,-22.0,2.8,2.8
1848,123.0,-1.14,4.59405555556,-1.14,1511.54,8.69343023256,267.0,-10.2,3.0,1.3
1849,103.0,-3.54,10.4052517986,-3.54,865.91,4.05285714286,118.0,-3.54,3.5,3.6
1850,119.0,-0.36,5.99386363636,-0.96,1478.54,6.93005494505,190.0,-1.14,3.0,3.45
1851,123.0,-3.24,9.10290178571,-7.0,1854.66,10.8987214612,185.0,-3.36,4.2,5.0
1852,168.0,-1.5,6.28105882353,-1.15,1006.76,6.42686956522,282.0,-8.0,2.95,1.975
1853,18.0,0.02,10.2983111111,0.02,1479.62,6.38026737968,241.0,0.0,2.75,2.7
1854,3.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,6.6,0.0
1855,229.0,-7.0,5.9762283737,0.0,2269.06,4.93461279461,316.0,0.01,2.9,2.5
1858,125.0,0.1,8.67920245399,-3.54,1676.47,8.36183333333,202.0,-3.54,3.6,3.15
1859,118.0,0.5,7.768,-0.8,796.04,8.64853658537,136.0,-5.0,4.1,3.85
1860,107.0,0.08,6.660625,0.2,1238.57,7.79355704698,176.0,-10.0,2.5,3.7
1861,195.0,0.0,7.76490566038,-3.48,659.12,8.70909574468,211.0,0.0,2.0,1.95
1864,76.0,0.0,13.456,-3.42,825.17,6.0272,118.0,0.0,3.5,3.25
1865,201.0,0.07,7.77101522843,0.01,2658.36,6.29823045267,275.0,-1.1,3.5,4.1
1870,224.0,-1.02,9.40619607843,-1.14,2066.9,3.4545021645,230.0,-1.14,2.0,3.6
1871,191.0,-0.06,6.02408,-3.36,1587.47,5.82933673469,188.0,-3.54,2.1,3.3
1872,309.0,-5.0,6.58704918033,-0.84,2201.13,7.83908805031,345.0,-1.2,2.2,3.0
1873,175.0,-25.0,10.0000408163,-2.04,2022.32,7.26156521739,227.0,-3.3,3.6,4.0
1874,157.0,-1.02,8.82403755869,-1.02,1268.28,6.86855555556,205.0,-1.2,1.5,2.1
1875,109.0,-0.18,8.26186528497,-2.88,827.11,6.26993197279,148.0,-3.54,3.4,2.7
1882,82.0,-6.0,13.6101986755,0.0,1520.49,10.2855629139,178.0,0.0,4.15,4.4
1883,173.0,-1.02,9.28042194093,-1.8,1652.39,7.51568965517,221.0,-8.0,4.0,4.0
1884,236.0,-5.55,4.46051724138,-3.18,1287.54,3.4547601476,272.0,-12.8,1.2,2.25
1885,184.0,-3.54,7.83706896552,-3.54,1357.07,8.44804,222.0,-1.92,4.0,3.8
1888,155.0,-0.96,4.3422614841,-1.14,1330.32,5.1942481203,346.0,-1.02,0.8,1.2
1889,157.0,-3.36,4.4396969697,-3.24,1306.45,4.94582758621,327.0,-3.54,1.3,1.2
1894,198.0,0.01,6.10820276498,0.01,1344.86,3.94058823529,228.0,0.01,2.8,2.9
1895,228.0,-22.0,7.27507142857,-5.7,1836.65,5.73446564885,273.0,0.01,2.0,2.0
1896,113.0,-3.36,10.8984848485,-3.48,1567.03,11.7393333333,146.0,-3.36,4.6,4.6
1897,157.0,-12.0,9.57132911392,0.02,1623.17,8.34132075472,167.0,0.02,3.8,5.4
1898,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0
1899,139.0,0.01,8.43302839117,0.0,1649.05,7.07306273063,232.0,-0.12,3.0,2.9
1902,133.0,0.01,7.67529411765,-1.14,1279.73,7.19736842105,216.0,-0.84,2.9,3.35
1903,93.0,-7.7,8.73722222222,-3.54,1287.41,9.03585526316,164.0,-3.54,3.6,3.6
1906,248.0,-1.14,6.47950570342,-5.6,1651.49,8.58334677419,271.0,-1.14,2.7,3.5
1907,189.0,-3.54,9.7485,-3.54,1266.41,8.50628959276,230.0,-3.54,3.5,3.5
1908,204.0,-8.0,8.09651639344,-6.0,2347.59,9.64550561798,241.0,-3.18,4.0,3.3
1909,96.0,0.01,8.2745,-0.42,890.83,8.61616541353,166.0,-4.99,2.0,2.35
1912,133.0,-3.54,17.513539823,-3.54,3396.76,6.12755725191,241.0,-3.54,4.56,4.6
1913,133.0,-3.48,14.8918421053,0.0,1416.29,5.41010152284,192.0,0.01,4.2,4.3
1916,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0
1917,153.0,-1.14,7.33,-0.54,1495.42,7.05470238095,200.0,-1.14,3.0,3.0
1918,146.0,-1.2,4.56105769231,-1.14,1398.95,6.8048,203.0,-1.2,2.45,3.5
1919,89.0,-6.5,13.3918012422,-3.54,1918.28,8.43781818182,151.0,-3.54,3.6,4.6
1920,165.0,0.01,5.70181467181,0.01,1964.77,5.64015810277,271.0,0.01,2.4,2.0
1921,101.0,0.0,5.83640186916,0.01,1582.01,4.86395121951,220.0,0.0,3.33,3.0
1922,78.0,-6.55,11.316350365,-0.54,1054.9,11.0229508197,150.0,0.0,2.9,3.65
1923,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
1924,190.0,-1.14,6.01693877551,-1.2,1509.92,4.124082397,283.0,-1.14,2.5,2.0
1925,181.0,-0.84,4.60171617162,-3.54,1727.28,6.45724738676,292.0,-3.54,2.9,2.2
1930,15.0,1000.0,0.0,6.8,0.0,1000.0,0.0,0.0,3.6,0.0
1931,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
1932,233.0,-1.14,7.74597173145,-1.2,1736.49,7.58575862069,274.0,-1.14,3.0,3.3
1933,168.0,-1.5,7.18734782609,0.01,1889.99,6.71967213115,218.0,-3.42,2.75,2.5
1934,177.0,0.01,5.55257777778,0.0,950.46,3.3330125523,215.0,-8.9,1.4,1.4
1935,176.0,-3.54,3.8582320442,-2.4,557.07,2.33342105263,223.0,-2.22,0.45,0.6
1936,169.0,0.01,7.50362573099,0.0,1852.36,7.22125,213.0,0.0,3.0,2.2
1937,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0
1940,227.0,-7.0,5.62341818182,-1.98,1247.67,3.70775577558,277.0,-3.54,2.2,1.8
1941,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1950,199.0,-0.9,10.9085096154,-0.9,1436.4,8.54880530973,234.0,0.01,3.0,3.0
1951,83.0,-3.36,9.28979166667,-3.54,1510.81,6.42625,129.0,0.01,3.0,4.2
1952,198.0,0.01,8.33233716475,0.01,2879.66,7.67359307359,219.0,-3.0,4.0,4.6
1953,146.0,-1.14,9.21956284153,-3.54,824.67,6.82016574586,150.0,-0.42,2.9,2.9
1956,205.0,-3.54,6.9680794702,-3.3,1254.85,4.08226351351,289.0,-6.0,2.5,2.0
1957,133.0,-3.54,5.73764705882,-3.54,1528.05,6.87357988166,344.0,-3.54,2.0,2.0
1958,147.0,0.01,7.35197115385,0.01,1051.04,6.17603174603,199.0,0.01,2.83,2.2
1959,297.0,0.01,7.80647696477,0.01,2056.48,8.89568914956,359.0,-3.54,3.0,3.0
1960,145.0,-3.24,8.60584415584,-3.12,1290.85,8.75070175439,212.0,-3.54,1.3,3.0
1961,216.0,0.01,5.31216326531,0.0,958.93,8.88085585586,195.0,0.01,1.8,2.9
1962,94.0,0.0,19.5987128713,0.14,733.71,7.91306818182,74.0,-3.3,2.85,3.15
1963,9.0,0.0,3.4,0.0,0.0,0.13,0.0,3.4,3.1,0.0
1968,205.0,-1.14,6.48694029851,-1.14,639.42,5.17239043825,284.0,-1.08,1.2,1.2
1969,159.0,-3.54,5.30139534884,-3.54,799.43,1.8262962963,220.0,-3.54,1.9,1.0
1970,169.0,-1.14,9.38635555556,-1.14,1587.88,9.27,273.0,-15.0,2.0,2.6
1971,101.0,-3.54,7.19864197531,-3.3,1485.0,7.73627272727,248.0,0.0,2.3,2.6
1976,135.0,0.0,6.56580110497,-9.7,864.93,5.05621301775,190.0,0.0,2.2,1.615
1977,174.0,0.06,7.74023809524,0.01,2233.0,8.61837735849,286.0,-1.14,3.0,3.3
1978,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.765,0.0
1979,13.0,1.5,0.0,0.8,0.0,43.43125,0.0,0.0,0.4,0.0
1980,171.0,-0.84,6.52301886792,-1.08,1071.19,7.18718390805,206.0,-1.14,1.8,2.9
1981,210.0,-3.12,5.66494117647,-1.62,1366.38,4.77192592593,248.0,-1.62,2.4,2.4
1982,151.0,-1.14,6.85165016502,-20.0,2296.21,7.22752411576,278.0,-5.0,1.5,3.0
1983,108.0,-3.48,4.92666666667,-2.16,1189.26,8.650995671,227.0,-3.24,2.5,3.0
1984,179.0,-11.88,8.68403587444,-29.0,1180.85,9.67538461538,240.0,-0.96,3.0,3.3
1985,209.0,-3.54,6.874,0.01,1737.07,7.81428571429,227.0,-3.54,3.0,3.6
1986,166.0,-1.14,6.80631578947,0.01,917.02,6.20817777778,217.0,-3.48,2.25,3.0
1987,174.0,-1.8,5.3307960199,0.01,1397.35,4.43431578947,182.0,0.01,1.8,3.06
1988,151.0,0.01,6.11235897436,-2.88,1096.09,5.01325991189,234.0,-8.0,0.7,0.9
1989,69.0,-5.5,5.70092105263,0.01,347.79,3.98594594595,89.0,-3.06,1.0,1.8
1990,162.0,-1.8,3.43392523364,-3.42,1318.62,3.67465686275,220.0,-3.42,1.9,1.9
1991,196.0,-3.54,4.14847826087,-3.36,1076.9,4.44691489362,263.0,-3.54,1.7,1.8
1992,190.0,-193.42,6.3107266436,-0.84,1562.02,7.67229007634,237.0,0.01,2.565,2.5
1993,102.0,-0.3,6.77133858268,0.0,2105.21,5.59987012987,151.0,0.01,3.95,4.0
2000,183.0,0.01,12.766796875,0.01,1687.76,10.9858898305,234.0,-0.15,4.0,4.0
