id,DayofMonth2_sum,DayofMonth9_sum,DayofMonth16_min,DayofMonth19_median,DayofMonth9_min,DayofMonth18_max,DayofMonth8_sum,DayofMonth17_mean,DayofMonth2_median,DayofMonth1_min,DayofMonth14_min,DayofMonth4_sum
5285,194.26,429.15,0.0,2.0,0.01,50.0,287.84,6.7058974359,2.115,0.01,0.01,252.87
5286,213.94,248.4,0.01,2.35,0.01,7.0,190.55,6.64980769231,2.1,0.01,0.01,348.74
5287,217.46,228.01,0.01,2.0,-1.2,100.0,648.04,7.98075471698,2.0,0.01,0.01,136.84
5294,98.44,374.43,0.01,3.5,-4.2,18.0,351.65,3.63488888889,2.9,0.01,0.01,111.55
5295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5296,432.81,199.92,0.01,2.4,-2.64,300.0,457.32,10.9693023256,3.4,0.0,0.01,346.49
5297,285.09,350.99,0.01,3.0,0.01,200.0,398.46,5.79088888889,4.1,0.01,0.01,566.64
5298,252.54,127.74,0.01,5.0,0.01,200.0,326.18,10.3036666667,4.6,0.01,0.01,310.67
5299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5303,350.6,183.05,0.01,1.8,0.01,15.0,568.77,8.01166666667,1.75,0.01,0.01,278.25
5304,332.19,538.19,0.01,1.95,-1.14,200.0,514.8,7.16186440678,3.3,0.02,0.01,369.63
5305,379.37,302.6,-13.66,1.5,-3.3,100.0,559.72,6.51209876543,1.5,0.01,0.01,192.21
5306,127.7,310.1,0.6,4.2,0.1,200.0,378.65,18.9794871795,4.0,0.1,0.07,290.98
5307,877.65,235.36,0.03,3.15,0.03,300.0,387.5,4.39425,3.6,0.01,0.03,609.86
5310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5311,148.29,204.23,0.01,4.0,0.01,15.6,170.47,3.7325,2.3,0.7,0.01,466.61
5312,362.9,515.92,-1.08,1.2,-1.02,100.0,778.45,7.61406976744,1.5,0.01,-1.08,252.99
5313,594.23,521.23,0.15,2.5,-3.54,100.0,423.21,6.36734939759,3.0,-3.18,0.1,396.94
5318,588.73,256.76,-1.14,2.0,-1.14,200.0,756.74,3.9135,1.25,-0.78,0.01,400.4
5319,272.96,918.07,0.2,3.55,0.4,100.0,366.53,7.92107142857,2.85,0.2,0.3,282.44
5320,164.24,366.95,-0.78,1.1,-0.84,40.0,392.46,12.5186363636,4.6,-0.9,0.01,962.36
5321,573.55,325.69,0.7,7.45,0.14,200.0,749.14,14.6939393939,5.6,-0.1,0.0,288.64
5324,565.54,470.79,0.01,3.0,0.01,100.0,424.71,7.17,3.0,0.01,0.01,415.2
5325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5328,448.55,203.36,-3.54,2.7,-3.24,100.0,353.2,18.419137931,3.0,-4.22,0.01,877.94
5329,147.33,203.67,-3.48,2.5,-3.12,31.2,1015.7,2.87358490566,2.25,0.0,0.01,1258.64
5330,769.6,172.62,-4.6,3.9,0.02,200.0,390.83,5.84674418605,4.3,0.01,0.03,203.38
5331,231.62,188.5,0.15,3.3,0.8,200.0,354.45,16.2784848485,4.0,0.6,0.15,396.25
5332,977.18,484.87,-1.02,1.9,-0.42,13.9,182.74,6.46392857143,1.0,0.0,-4.8,350.32
5333,519.11,230.73,-0.42,0.8,0.02,100.0,338.51,8.1987804878,1.6,0.01,0.02,424.34
5334,630.01,658.78,-2.88,4.5,-1.08,200.0,333.85,4.04262295082,4.1,-0.54,-1.02,375.99
5335,577.22,768.9,0.3,3.45,0.1,13.9,318.19,7.31354166667,5.0,-3.12,0.2,334.6
5336,79.47,186.39,0.01,1.5,0.01,9.9,193.18,6.36511627907,1.565,0.01,0.01,285.48
5337,641.31,822.31,0.07,3.065,-4.6,200.0,259.98,10.0030434783,0.7,0.01,0.01,437.6
5338,951.92,220.49,0.01,1.5,-0.66,12.6,705.86,4.0868627451,1.1,-1.14,-0.6,822.0
5339,207.5,364.91,-3.18,1.85,0.01,100.0,274.68,3.82257142857,0.8,0.0,0.02,309.54
5340,161.26,286.01,-6.0,4.0,0.06,50.0,320.39,5.47166666667,3.7,0.01,-0.18,143.22
5341,264.35,369.95,-9.0,5.0,0.01,50.0,600.48,4.40571428571,3.7,0.0,-10.0,410.25
5342,173.12,244.06,0.0,3.08,0.01,200.0,533.08,5.84222222222,1.2,0.01,0.0,238.67
5343,198.8,259.98,0.03,1.5,0.03,150.0,433.12,8.8569047619,2.75,0.03,0.02,446.53
5344,696.95,205.72,-1.14,0.68,0.01,13.2,106.38,2.753,1.5,0.01,0.01,310.08
5345,593.8,538.71,-8.0,2.0,0.02,30.0,543.56,6.32210526316,1.315,0.01,-2.82,557.72
5348,104.22,340.11,0.01,2.9,-7.4,100.0,124.09,4.80095238095,1.6,0.01,0.01,262.07
5349,335.36,89.06,0.3,1.2,0.03,8.0,275.35,14.1672727273,4.5,0.01,0.1,251.01
5350,142.76,480.63,0.01,2.0,-7.0,100.0,407.4,4.42679012346,1.15,0.01,-7.0,262.95
5351,134.83,329.43,-1.98,3.4,-18.0,100.0,1005.87,4.23636363636,2.8,0.01,0.03,161.37
5354,342.46,231.01,0.01,1.65,-0.36,100.0,215.69,2.13375,1.35,0.01,-0.78,81.34
5355,197.59,299.12,0.01,1.5,0.01,100.0,80.73,8.11275862069,1.5,0.01,0.01,105.84
5356,361.63,171.0,0.01,1.2,-3.54,100.0,394.09,4.93137931034,1.4,-0.9,0.01,214.51
5357,480.95,287.87,0.01,1.0,0.01,100.0,355.83,2.63571428571,1.0,-0.84,0.01,262.06
5358,659.14,222.14,0.01,1.3,0.01,100.0,474.05,5.75169811321,1.1,-0.3,0.0,633.16
5359,201.43,85.3,0.01,0.7,0.01,7.0,207.0,5.91966666667,2.0,0.01,0.01,134.46
5360,313.27,351.12,0.05,2.0,0.01,7.0,231.24,3.09869565217,1.1,0.02,0.01,392.63
5361,794.56,856.72,0.09,3.1,-1.14,200.0,302.98,3.63958333333,3.1,0.06,0.8,258.41
5364,282.41,187.96,0.01,3.4,0.01,51.1,155.23,9.19358974359,4.5,-0.9,0.01,480.38
5365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5367,103.31,224.17,0.15,2.5,0.1,11.9,199.91,8.19,2.4,0.32,0.1,217.88
5370,174.31,214.2,0.01,3.6,0.01,100.0,313.52,6.83090909091,3.95,0.0,0.01,378.39
5371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5374,165.45,783.36,-0.96,1.2,-1.08,100.0,169.36,5.855,1.2,0.01,-1.08,374.79
5375,351.44,684.82,0.01,2.7,-9.0,100.0,303.06,7.35344827586,1.0,0.04,-3.36,476.42
5376,0.0,34.87,0.0,0.0,0.01,0.0,21.91,0.0,0.0,0.0,0.0,0.0
5377,457.38,252.77,0.01,3.5,-5.2,15.0,517.42,4.75367346939,3.5,0.01,0.01,269.46
5378,116.48,104.2,0.01,3.4,0.01,8.9,130.87,3.03291666667,2.915,0.0,0.01,99.76
5379,206.5,81.53,0.4,2.5,0.1,20.0,133.23,10.2428571429,3.6,0.1,0.01,98.03
5380,565.36,1178.06,0.01,2.1,-3.3,14.0,181.09,2.69806451613,1.9,0.01,-0.06,329.84
5381,308.78,240.34,0.03,4.5,0.01,13.6,123.85,4.04724137931,3.0,0.01,0.02,104.82
5388,756.52,207.45,-0.6,3.5,-0.66,14.4,278.88,10.344047619,1.5,-1.14,0.8,230.83
5389,760.49,308.6,0.01,4.0,0.01,100.0,349.32,4.46881578947,4.0,0.01,0.01,363.97
5392,399.41,560.43,-3.06,4.6,0.08,100.0,1128.95,11.5133333333,2.9,-6.0,0.01,262.78
5393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5396,207.15,268.55,0.01,2.9,-15.6,100.0,722.23,8.02723404255,3.3,-0.72,0.1,97.65
5397,470.34,158.53,0.3,2.5,-3.54,10.0,433.96,2.85526315789,3.6,0.08,0.01,158.69
5400,240.36,492.61,1.0,4.0,0.01,300.0,159.54,10.9009090909,4.3,0.17,0.01,217.99
5401,147.96,718.97,0.01,7.0,0.01,25.43,223.82,15.388125,6.2,2.0,0.02,138.15
5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5404,204.01,677.34,-3.54,5.35,0.0,100.0,324.96,9.58342857143,4.45,0.01,-3.42,562.94
5405,480.02,337.99,0.02,4.4,0.01,100.0,430.82,5.8201754386,3.2,-3.24,0.09,587.46
5406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5407,79.42,432.24,0.7,3.5,-1.14,400.0,336.98,18.6465384615,4.0,-0.54,0.02,782.44
5410,391.73,503.53,-3.48,3.5,-3.42,200.0,639.78,9.02044444444,3.3,-3.42,-3.6,529.85
5411,166.59,932.39,0.04,4.0,0.01,30.0,595.41,4.14351851852,4.0,-2.64,-0.06,258.58
5412,974.8,612.04,1.0,4.15,1.0,14.9,473.26,3.5829787234,3.95,-3.54,-0.06,198.68
5413,42.1,144.21,-13.0,6.4,0.01,8.0,86.49,7.70214285714,1.0,0.01,0.02,266.34
5414,465.14,496.98,0.01,1.6,0.01,30.0,266.4,3.55328,1.7,-1.14,0.01,327.77
5415,864.61,316.39,0.01,0.8,-3.18,174.0,585.71,3.75591836735,0.6,0.01,0.01,631.47
5416,241.95,327.71,0.01,4.0,-0.36,10.9,333.76,8.69711111111,1.7,0.01,-0.18,131.31
5417,778.4,450.44,0.01,1.0,0.0,100.0,382.6,5.46017241379,0.8,-3.3,-2.52,303.78
5424,219.27,229.32,0.01,1.8,0.01,4.6,336.28,8.49031746032,1.3,-1.14,0.02,131.54
5425,245.89,324.72,0.01,0.8,0.01,6.0,426.63,3.888,0.8,0.01,0.01,253.95
5426,680.63,600.55,0.0,4.3,0.01,18.1,572.91,5.13931034483,2.3,0.01,0.01,205.79
5427,291.65,399.27,0.01,2.4,0.01,120.0,545.04,2.66641509434,1.8,0.01,0.01,147.41
5432,275.34,507.92,-1.02,3.0,-1.08,100.0,188.84,2.92053571429,2.9,-1.02,-1.14,549.92
5433,196.59,577.01,-3.54,2.75,0.01,200.0,246.01,2.78085714286,1.5,0.01,0.01,266.14
5436,418.18,192.49,0.01,1.2,0.01,50.0,107.01,2.935,3.0,0.01,0.0,425.47
5437,124.64,365.75,0.01,1.5,0.02,200.0,80.73,9.86617647059,1.0,0.01,0.01,558.78
5440,254.41,378.71,0.01,2.7,0.01,100.0,355.1,2.70706896552,1.4,0.01,-1.08,327.51
5441,348.6,692.05,0.01,0.8,0.02,150.0,175.91,6.62302631579,0.8,0.02,0.01,496.54
5442,511.25,299.57,0.03,3.3,0.02,100.0,404.82,5.42404761905,4.5,0.0,0.1,268.96
5443,89.39,330.07,0.0,2.0,-1.14,6.0,286.99,3.59523809524,1.2,-1.2,-1.14,107.69
5446,94.67,300.71,0.01,2.75,-0.12,100.0,365.16,3.7824,1.7,-0.84,-0.9,893.73
5447,146.33,284.19,0.0,2.0,0.01,100.0,371.25,7.06305084746,0.675,-3.06,0.01,444.6
5448,202.05,439.4,-0.3,1.725,0.01,50.0,293.5,5.92868421053,1.5,0.0,-0.72,447.43
5449,219.27,253.23,0.01,1.8,0.07,7.1,136.38,6.30204081633,3.14,0.01,0.01,438.46
5450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5451,71.3,483.7,0.7,4.3,-42.0,40.0,110.78,14.2782608696,2.55,-0.48,-1.26,863.62
5452,274.52,336.22,0.01,4.6,0.01,100.0,118.16,5.19717948718,3.25,0.01,0.01,388.41
5453,181.61,94.61,0.01,2.8,0.17,13.8,306.09,13.5075,2.5,0.01,0.01,123.48
5454,117.94,390.99,0.01,3.7,-3.42,50.0,189.92,4.32173913043,3.6,0.01,-3.48,119.7
5455,771.37,401.9,0.01,2.1,0.01,200.0,595.64,14.4180327869,1.7,-3.54,-0.22,383.61
5456,353.06,380.37,0.01,3.0,0.15,200.0,157.2,6.52575,3.8,0.18,-0.54,870.33
5457,372.87,412.95,0.0,1.65,0.01,16.0,290.03,9.79516129032,0.95,0.02,0.01,371.47
5458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5459,420.45,414.3,0.01,3.45,-4.9,8.0,191.94,11.9339583333,3.0,0.4,-0.8,261.78
5464,392.7,262.15,-0.96,3.14,-6.5,100.0,362.6,4.58368421053,2.5,-3.54,0.01,488.31
5465,401.12,303.09,0.07,2.0,0.01,21.4,639.26,3.28517241379,2.85,1.4,0.01,38.96
5466,489.36,111.36,0.01,2.8,0.01,16.3,243.46,6.90659574468,1.6,0.01,0.01,145.17
5467,362.09,482.84,-0.48,1.8,-0.78,8.3,136.7,2.37619047619,2.1,-0.78,-0.84,128.63
5468,252.58,393.79,-2.2,0.965,0.01,50.0,292.1,4.32989247312,1.2,0.01,0.01,365.64
5469,374.32,239.12,0.01,1.7,0.02,50.0,492.2,4.51602150538,1.05,0.01,0.01,218.42
5472,152.5,383.89,-0.48,0.085,-1.74,100.0,114.45,1.95511904762,0.09,-1.02,0.01,262.7
5473,103.28,357.92,0.01,3.0,0.01,100.0,237.78,9.85195121951,1.8,0.01,0.01,364.27
5476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5477,158.7,587.41,-3.54,5.5,0.0,12.0,228.79,7.66102564103,3.0,0.0,0.01,275.8
5480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5482,770.5,237.81,0.8,5.9,0.01,300.0,456.04,5.3,7.35,0.4,0.01,168.67
5483,369.6,407.29,0.3,3.9,0.01,20.0,505.4,12.9470588235,4.0,0.1,0.1,586.1
5484,177.05,290.57,0.0,3.0,-3.48,200.0,220.3,6.34390243902,3.5,0.0,0.7,416.77
5485,328.8,119.6,0.0,3.0,0.8,200.0,348.16,10.3071875,3.0,0.0,0.3,252.4
5486,34.68,236.49,0.0,3.685,0.01,100.0,288.15,6.87142857143,1.05,0.01,0.9,296.75
5487,26.64,386.3,0.0,5.0,0.3,100.0,292.1,6.33444444444,1.5,0.0,0.6,195.94
5490,207.05,529.2,-0.42,3.6,-0.9,300.0,295.6,3.64,1.2,0.01,-0.6,126.46
5491,302.1,192.34,0.03,6.0,0.45,100.0,373.6,6.78260869565,4.6,0.5,0.65,1012.63
5492,380.37,339.8,0.01,2.6,-0.42,100.0,360.35,14.6790625,3.1,0.01,-4.5,280.15
5493,595.3,432.08,0.1,3.25,0.03,200.0,329.5,5.4962962963,3.0,0.1,0.01,564.05
5494,409.02,147.85,0.01,4.6,-0.84,50.0,412.05,14.30875,4.0,-1.14,0.0,405.64
5495,419.5,260.65,0.01,7.1,0.01,100.0,404.7,4.020625,6.6,0.03,0.04,237.7
5496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5497,466.62,425.3,0.01,1.5,0.01,100.0,545.89,2.59753623188,0.75,0.0,0.0,100.83
5498,230.93,412.01,-0.96,1.9,-0.6,200.0,518.5,7.38277777778,2.0,-0.84,0.01,149.98
5499,415.02,519.37,0.04,3.3,0.01,100.0,426.65,8.06411764706,3.75,0.09,0.09,972.88
5500,106.18,292.94,0.01,3.0,0.01,200.0,554.51,14.7356896552,2.5,-1.02,0.01,635.94
5501,658.68,462.41,-3.42,3.5,0.0,100.0,406.74,7.8368,3.5,-3.12,0.01,405.39
5502,259.69,552.1,0.01,2.45,-0.48,50.0,581.83,4.16577464789,3.5,0.02,0.01,484.23
5503,363.9,624.76,0.01,3.35,-5.0,100.0,492.38,6.53948051948,3.5,0.1,0.01,436.97
5504,409.61,394.7,0.01,2.9,0.01,100.0,464.61,3.45342857143,3.95,0.01,0.01,449.91
5505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5506,401.4,708.17,0.01,3.35,0.01,100.0,581.16,4.31389830508,2.15,0.01,0.01,733.44
5507,880.16,377.34,-1.08,4.6,0.01,200.0,359.75,5.54111111111,5.2,-0.78,0.01,590.0
5510,719.9,392.94,0.01,2.25,-0.12,15.4,472.04,14.6227272727,3.0,0.02,0.01,290.85
5511,612.04,546.56,0.5,2.65,0.1,200.0,425.82,7.68333333333,2.8,0.02,0.1,488.09
5512,516.11,147.76,-3.54,4.6,0.1,200.0,196.44,12.8984444444,2.4,0.01,0.01,164.08
5513,335.23,339.64,-2.22,1.3,0.01,50.0,93.43,6.60525,1.4,0.01,-0.96,180.85
5514,577.7,163.69,-1.14,1.5,0.0,100.0,463.47,3.58214285714,2.0,0.01,-4.8,194.43
5515,198.3,251.46,0.5,3.25,0.03,200.0,365.63,7.43461538462,4.0,0.04,0.02,207.06
5516,227.08,564.41,0.01,3.6,0.01,150.0,239.78,6.74075471698,3.15,-3.3,0.01,333.68
5517,483.55,326.55,-3.18,2.9,-3.3,50.0,500.54,4.95476190476,3.03,-0.48,-3.3,268.38
5518,48.2,188.82,0.0,2.0,0.02,100.0,171.07,1.56675,1.5,0.02,0.01,297.94
5519,159.6,231.65,0.1,5.3,0.02,23.5,99.48,18.64,3.9,0.1,0.2,321.03
5522,188.2,527.41,-3.54,2.9,-5.6,20.7,484.46,2.65173333333,2.75,0.1,-0.65,373.35
5523,148.62,337.49,0.01,3.3,-3.48,200.0,289.22,4.42568627451,3.5,0.01,0.01,129.77
5524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5526,52.9,156.72,0.01,3.5,0.01,10.5,53.6,2.84545454545,1.8,-3.6,1.2,44.3
5527,229.23,175.42,0.01,2.45,0.0,200.0,155.25,11.7165789474,3.55,0.01,0.01,263.64
5530,74.79,154.19,-1.83,2.0,0.14,10.0,616.09,3.40368421053,1.5,-2.83,0.1,175.43
5531,364.6,452.59,0.01,2.0,0.01,50.0,565.75,3.89291666667,1.8,-3.42,-3.48,535.32
5534,188.23,214.02,-0.9,3.3,0.01,5.8,108.06,6.9096969697,3.0,0.01,0.3,301.45
5535,70.5,612.85,0.01,4.37,0.4,30.0,253.78,15.9935483871,3.6,1.0,1.0,401.09
5538,380.98,1027.06,0.01,3.0,0.0,100.0,260.17,7.93153846154,4.1,0.01,0.0,1029.01
5539,170.06,916.01,0.01,2.5,-3.54,6.6,197.59,2.25340425532,2.0,0.01,0.01,476.27
5540,539.21,552.77,0.06,4.6,0.01,100.0,568.81,3.40243902439,4.0,-1.08,0.03,288.12
5541,88.12,164.6,0.6,4.0,0.3,100.0,487.83,7.58666666667,2.35,0.1,0.1,152.26
5542,137.93,340.32,0.02,4.3,0.02,100.0,119.4,8.644,2.85,0.4,0.1,137.55
5543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5547,150.95,130.5,0.0,3.0,0.02,100.0,299.04,7.38090909091,1.5,0.07,0.01,193.73
5550,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
5551,0.0,3.45,0.0,4.4,0.35,5.7,12.6,0.0,0.0,0.7,0.35,133.18
5552,247.83,386.5,0.6,3.2,0.6,200.0,606.46,4.80666666667,6.0,0.6,0.1,510.45
5553,241.23,133.3,0.0,4.2,0.6,50.0,352.35,4.642,4.2,0.08,0.0,488.25
5556,112.93,440.13,0.01,4.3,0.01,10.0,159.75,11.9511111111,4.1,0.01,0.01,349.13
5557,563.68,417.3,0.6,6.85,-5.4,10.0,204.5,13.2427272727,3.9,0.01,0.5,584.7
5560,211.67,218.71,0.01,3.6,0.0,15.0,220.38,17.5186666667,3.0,0.0,0.01,1323.64
5561,230.64,473.51,-1.5,2.65,0.01,100.0,390.45,5.98133333333,2.2,0.01,0.0,350.72
5562,252.77,724.02,0.0,2.85,0.01,300.0,604.59,6.55602739726,2.0,-3.54,-3.48,189.37
5563,473.05,457.19,0.01,2.5,-0.72,300.0,981.12,3.45306122449,1.45,-0.18,-7.5,147.92
5568,142.23,433.61,0.01,3.0,0.01,30.0,142.59,2.90811320755,2.815,0.01,0.1,332.38
5569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5570,140.26,347.99,0.15,5.0,-1.14,200.0,189.86,10.3,4.8,-0.78,3.0,194.66
5571,162.82,364.8,0.1,3.25,0.1,200.0,217.73,12.1153846154,2.65,0.01,0.5,406.8
5572,293.23,280.26,-0.3,3.0,-1.08,11.3,266.33,11.5719148936,2.0,-0.54,-1.98,1149.15
5573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5576,330.41,244.31,-16.0,3.0,0.01,100.0,227.1,6.3585,2.5,-0.78,-0.72,424.07
5577,437.73,478.02,-1.56,3.0,0.01,100.0,258.74,5.55224489796,2.4,0.01,-0.12,600.04
5582,507.6,125.58,0.01,1.2,0.01,200.0,95.2,6.63108695652,0.04,0.01,0.01,510.86
5583,147.83,188.12,0.01,0.8,0.01,100.0,306.53,5.79275862069,0.5,0.01,0.01,77.48
5584,91.46,346.91,-1.32,1.2,-1.6,8.0,267.27,2.44712121212,0.8,-1.26,-3.54,184.07
5585,317.35,184.65,-3.18,1.8,-3.18,100.0,297.07,4.62685714286,1.5,-0.78,-1.26,454.08
5586,82.6,94.53,0.2,3.33,0.55,200.0,489.2,3.21904761905,3.95,0.7,0.7,325.6
5587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5588,423.38,240.22,0.01,3.0,0.01,20.0,457.56,9.2027027027,4.6,0.01,0.01,71.61
5589,218.85,74.8,0.01,4.6,0.01,100.0,98.82,6.24487179487,3.0,0.01,0.01,182.37
5590,77.17,89.01,0.01,4.5,0.01,6.5,74.35,11.1444,3.4,0.01,-0.66,320.29
5591,219.81,278.27,0.01,4.6,0.01,100.0,177.43,7.38166666667,4.6,0.01,0.01,65.07
5592,898.6,360.95,-0.72,3.3,0.01,16.2,570.18,7.37983333333,3.0,-1.14,-0.9,501.09
5593,224.61,222.36,0.05,2.3,0.01,30.0,231.09,3.47627906977,3.0,0.6,0.01,206.21
5596,212.11,113.29,-0.24,1.2,0.01,41.7,397.44,11.9139285714,1.2,0.01,-3.54,256.32
5597,156.16,159.64,0.02,4.95,0.01,10.2,730.25,10.138125,4.2,0.01,0.01,427.87
5598,711.35,357.46,0.1,4.5,0.6,10.3,488.71,5.88587301587,4.15,0.6,0.01,405.75
5599,273.06,572.41,0.01,3.3,0.01,12.7,298.82,17.7248148148,3.9,0.01,0.01,277.79
5600,152.13,305.9,-4.5,3.3,0.0,100.0,215.4,6.20882352941,3.0,0.04,-4.6,461.9
5601,208.15,366.94,0.6,2.2,-3.06,18.7,313.85,4.06206896552,3.0,0.1,0.5,368.7
5602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5603,483.33,400.28,0.01,2.65,0.01,100.0,171.71,3.95666666667,4.0,0.01,0.01,554.79
5604,289.11,119.48,-0.72,2.0,-1.02,100.0,290.51,3.53338709677,1.6,-3.54,0.15,336.71
5605,997.76,147.6,0.01,2.2,0.01,100.0,650.13,2.04768115942,1.5,-0.3,-0.84,300.52
5608,365.59,305.42,0.0,1.2,-1.14,9.0,184.76,6.8064516129,1.5,0.01,0.01,71.81
5609,330.29,210.59,-1.08,2.75,-1.32,100.0,616.34,6.68294117647,2.65,0.01,-3.54,125.28
5612,0.0,0.0,0.0,2.9,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
5613,453.23,537.95,0.01,2.0,0.01,100.0,123.84,10.8993442623,1.8,0.0,-3.24,156.53
5614,1338.3,165.67,-1.2,3.8,-4.5,200.0,136.72,5.33291666667,3.5,0.0,-1.08,254.69
5615,137.0,115.93,-3.54,5.3,0.01,200.0,148.95,6.49810810811,4.15,-3.7,0.01,95.5
5616,144.68,231.92,0.01,2.2,0.01,9.8,206.71,3.52285714286,1.63,0.01,0.01,366.26
5617,115.85,191.99,-4.6,1.2,-1.0,250.0,382.15,3.59879310345,0.95,0.01,0.01,196.56
5618,69.83,231.16,-0.54,3.0,0.01,100.0,332.81,7.42911111111,1.2,0.01,-0.66,168.11
5619,205.73,317.11,-0.96,1.6,-1.26,100.0,151.56,3.36543478261,1.35,0.01,0.01,191.89
5622,1030.06,781.43,0.02,3.9,-1.14,30.0,640.68,8.49739130435,2.95,-1.14,-1.08,380.53
5623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5624,295.18,335.27,0.01,4.6,0.01,20.0,179.98,8.38531914894,3.05,0.01,0.01,354.88
5625,50.73,342.4,0.1,2.95,0.1,100.0,68.6,5.31818181818,3.465,0.1,0.2,56.6
5626,403.0,213.88,0.15,1.8,-5.9,200.0,586.95,9.4024137931,2.1,0.1,0.2,815.85
5627,130.06,435.73,0.02,3.98,0.6,9.4,216.91,2.723,4.05,0.6,-1.14,198.2
5628,548.28,560.43,0.0,3.0,0.01,13.9,393.13,6.72553191489,4.1,0.01,-1.02,327.96
5629,552.78,388.79,0.01,5.4,0.01,14.8,365.69,20.4371052632,5.0,0.02,0.01,718.55
5630,211.28,120.35,0.01,3.3,0.01,15.2,306.33,6.2526,3.6,-0.42,-0.42,577.58
5631,245.67,3464.41,0.01,4.6,0.01,100.0,233.22,3.51307692308,3.0,0.01,0.01,149.7
5636,181.26,425.93,0.15,4.84,0.15,200.0,188.48,3.74078947368,4.0,0.02,0.1,481.38
5637,677.96,888.87,0.01,4.0,0.01,400.0,555.29,4.89882352941,2.35,0.01,0.01,174.24
5638,319.06,205.91,0.01,3.05,0.01,200.0,292.69,4.27516129032,2.0,0.1,0.01,146.18
5639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5640,242.54,79.8,0.01,0.7,0.01,4.6,254.88,1.174,0.2,0.01,0.01,55.79
5641,128.85,317.94,-0.42,1.0,0.0,100.0,479.73,4.18466666667,1.0,0.01,-4.5,185.45
5642,130.26,118.69,0.03,2.515,0.1,300.0,714.01,4.0786,1.915,0.1,0.1,757.26
5643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5644,122.91,385.69,0.01,1.2,0.01,200.0,170.58,2.20971428571,1.9,-0.54,0.01,463.79
5645,344.18,157.34,-0.24,3.6,-1.14,300.0,349.66,3.46266666667,2.2,-1.56,-1.5,113.23
5646,232.75,354.83,-0.78,1.8,-0.72,39.5,571.43,4.54,1.9,-1.08,-0.66,539.57
5647,257.28,109.84,-1.08,3.55,-1.8,59.8,137.55,5.03025,2.5,-1.98,-1.62,211.16
5648,67.36,415.34,0.01,1.75,-1.14,100.0,364.4,3.85333333333,2.0,-10.9,0.01,221.29
5649,498.28,246.52,0.01,1.85,-1.62,15.3,375.88,5.79279069767,1.4,0.0,-1.08,293.35
