id,HourofDay17_count,HourofDay12_count,HourofDay9_count,HourofDay16_count,HourofDay11_count,HourofDay11_mean,HourofDay23_min,HourofDay18_mean,HourofDay15_sum,HourofDay7_sum,HourofDay8_median,HourofDay17_mean
4078,274.0,212.0,61.0,87.0,292.0,9.33571917808,0.01,5.7765942029,565.55,46.86,1.8,7.16846715328
4079,372.0,169.0,28.0,30.0,286.0,7.22031468531,0.01,10.9604697987,428.83,13.44,2.0,6.52182795699
4080,206.0,216.0,31.0,53.0,152.0,13.2444078947,0.01,3.71189814815,37.9,146.38,3.8,9.46422330097
4081,269.0,149.0,27.0,22.0,185.0,10.9318918919,0.1,4.60574712644,872.6,316.84,3.065,8.87289962825
4082,244.0,141.0,59.0,42.0,138.0,10.7350724638,0.01,7.05243243243,65.68,225.54,2.9,6.31852459016
4083,288.0,193.0,39.0,21.0,291.0,7.70690721649,-3.54,9.7714893617,76.42,39.89,2.35,6.373125
4086,294.0,185.0,91.0,73.0,346.0,9.23644508671,0.05,8.02233918129,66.3,51.94,2.0,6.50680272109
4087,67.0,137.0,125.0,77.0,86.0,8.01546511628,0.01,4.54810810811,176.79,91.39,2.5,10.3779104478
4088,258.0,185.0,77.0,89.0,226.0,9.5207079646,-1.8,2.32327160494,192.5,479.31,0.8,3.1976744186
4089,326.0,194.0,57.0,45.0,292.0,7.7573630137,0.01,7.48194915254,89.16,142.49,2.5,5.41042944785
4090,235.0,243.0,71.0,35.0,276.0,12.4835507246,-1.08,8.50553921569,60.58,165.8,3.0,10.9498297872
4091,164.0,108.0,22.0,23.0,175.0,13.3165142857,0.01,12.5376237624,248.43,35.36,2.265,8.80365853659
4094,383.0,128.0,18.0,33.0,234.0,10.0510683761,0.0,5.74114754098,377.3,0.0,2.3,12.6094255875
4095,126.0,278.0,98.0,21.0,120.0,12.7709166667,0.1,6.1078440367,52.2,41.43,2.7,6.85238095238
4096,23.0,52.0,11.0,11.0,36.0,4.13027777778,0.01,10.5935,141.97,118.41,4.0,9.3
4097,161.0,187.0,24.0,45.0,309.0,8.7267961165,0.0,8.32410526316,265.14,47.5,2.9,8.18583850932
4098,0.0,0.0,0.0,0.0,5.0,6.86,0.0,0.0,0.0,6.0,0.0,0.0
4099,4.0,7.0,0.0,3.0,5.0,2.984,0.0,0.0,15.2,6.0,0.8,6.05
4100,115.0,150.0,9.0,20.0,83.0,6.7678313253,-0.48,17.7983660131,124.5,27.7,2.7,6.60947826087
4101,33.0,33.0,11.0,11.0,11.0,3.91818181818,0.02,6.79583333333,43.75,0.0,0.0,9.77272727273
4102,218.0,217.0,26.0,32.0,200.0,8.7815,0.01,6.46325123153,526.6,326.02,3.0,7.28541284404
4103,149.0,147.0,25.0,25.0,176.0,17.0523295455,-1.14,6.25030864198,32.64,175.07,2.95,4.22953020134
4104,240.0,286.0,59.0,41.0,313.0,13.4304792332,0.01,4.97837004405,97.16,65.2,3.1,9.86425
4105,387.0,173.0,33.0,18.0,369.0,8.68089430894,0.01,2.71785714286,292.84,420.62,1.2,7.09441860465
4108,158.0,170.0,31.0,27.0,123.0,5.47195121951,-0.96,4.38171428571,347.58,138.63,2.2,4.04683544304
4109,368.0,142.0,24.0,58.0,353.0,7.08492917847,0.4,6.93992248062,798.15,170.08,2.3,4.05565217391
4110,438.0,182.0,25.0,24.0,341.0,7.19475073314,0.04,17.7587878788,8.15,129.15,1.8,7.07146118721
4111,301.0,286.0,52.0,42.0,177.0,9.94384180791,0.01,4.48130208333,300.53,742.97,2.4,8.8396013289
4112,125.0,103.0,42.0,132.0,152.0,8.49361842105,-1.14,6.496,185.72,69.21,2.5,8.21408
4113,171.0,73.0,9.0,59.0,71.0,5.29577464789,0.0,10.2844354839,774.52,47.85,2.6,8.95906432749
4114,238.0,342.0,72.0,27.0,156.0,12.7269230769,0.01,2.48682008368,45.93,40.91,1.0,4.59672268908
4115,222.0,233.0,51.0,30.0,212.0,7.07745283019,0.0,5.38575,354.73,21.9,2.5,5.19324324324
4118,41.0,40.0,30.0,34.0,25.0,7.642,-2.76,2.72274509804,137.08,23.51,1.5,6.54658536585
4119,3.0,6.0,0.0,1.0,2.0,8.15,0.0,83.6,0.0,0.0,1.05,4.73333333333
4120,268.0,115.0,33.0,48.0,304.0,6.26026315789,0.01,20.1794642857,673.9,237.9,1.6,8.93171641791
4121,337.0,231.0,37.0,58.0,310.0,8.69080645161,0.0,6.32221374046,190.42,50.51,3.4,7.61575667656
4124,201.0,257.0,52.0,29.0,249.0,9.2778313253,0.1,10.4135483871,48.11,83.11,2.5,8.13517412935
4125,318.0,103.0,23.0,117.0,142.0,4.32809859155,0.01,5.89358778626,273.04,26.05,4.0,7.48113207547
4126,96.0,140.0,26.0,45.0,140.0,6.5415,-0.36,3.98206896552,82.8,21.6,3.1,3.46322916667
4127,137.0,156.0,30.0,21.0,102.0,7.70166666667,0.01,13.774494382,32.02,38.06,2.415,4.84277372263
4128,0.0,5.0,0.0,1.0,2.0,0.01,0.0,10.0,0.0,0.0,150.775,0.0
4129,280.0,121.0,22.0,49.0,266.0,9.69868421053,0.0,4.0675,307.46,128.89,1.8,6.4015
4130,418.0,142.0,34.0,83.0,473.0,8.18255813953,-1.2,8.31145038168,39.62,516.92,3.315,5.74124401914
4131,165.0,127.0,22.0,21.0,126.0,6.8703968254,0.01,6.47861313869,244.41,193.77,2.8,6.99751515152
4134,318.0,140.0,76.0,47.0,383.0,8.77154046997,0.01,9.10783505155,51.41,426.63,0.5,8.37050314465
4135,297.0,270.0,87.0,95.0,231.0,8.89619047619,-3.06,7.14131147541,644.37,134.39,2.4,6.93952861953
4138,217.0,223.0,40.0,48.0,206.0,7.00218446602,0.01,6.51884792627,216.97,306.08,3.3,3.68857142857
4139,259.0,133.0,109.0,72.0,143.0,10.2323776224,0.01,2.30944827586,420.28,91.71,0.6,2.99671814672
4144,277.0,188.0,35.0,85.0,295.0,7.16925423729,-1.08,4.70469387755,258.93,138.3,1.7,8.74509025271
4145,465.0,240.0,87.0,47.0,307.0,5.12436482085,0.01,12.2336094675,12.85,16.35,2.0,7.40765591398
4146,394.0,231.0,23.0,54.0,416.0,7.09882211538,-1.14,5.7162755102,469.45,381.83,0.75,5.64911167513
4147,456.0,256.0,36.0,40.0,325.0,8.61867692308,0.01,6.8868852459,103.8,203.87,3.4,5.27280701754
4148,501.0,225.0,67.0,64.0,475.0,3.38610526316,-1.2,2.88125,1067.76,357.06,1.26,3.92978043912
4149,185.0,127.0,10.0,30.0,124.0,13.4117741935,0.02,9.55825757576,28.2,522.11,2.8,13.0940540541
4150,232.0,151.0,32.0,34.0,327.0,10.4224159021,0.13,5.36230392157,47.28,460.82,3.0,10.7580603448
4151,163.0,162.0,33.0,38.0,129.0,12.2963565891,-1.02,3.92829059829,82.79,11.09,1.0,7.66595092025
4152,242.0,149.0,74.0,216.0,224.0,6.86848214286,0.01,7.85186813187,408.32,454.97,1.05,7.10404958678
4153,161.0,176.0,84.0,40.0,157.0,11.2477070064,0.01,8.26448529412,54.3,40.0,1.4,9.40049689441
4154,96.0,149.0,25.0,36.0,119.0,10.7144537815,0.01,4.1486746988,178.08,107.1,1.4,11.5163541667
4155,229.0,136.0,25.0,19.0,210.0,9.30757142857,0.01,2.81954545455,132.85,17.57,1.6,7.02947598253
4156,295.0,257.0,29.0,52.0,293.0,7.31129692833,-0.78,6.66390697674,279.09,168.95,2.55,5.42423728814
4157,0.0,0.0,0.0,0.0,7.0,156.082857143,0.0,0.0,0.0,0.16,3.6,0.0
4158,307.0,108.0,24.0,32.0,242.0,12.1756198347,-0.72,4.52669354839,121.54,275.76,1.75,7.34931596091
4159,123.0,118.0,25.0,36.0,105.0,8.94152380952,0.01,12.8566871166,76.45,297.37,4.0,7.45699186992
4162,216.0,196.0,82.0,44.0,199.0,5.31814070352,-1.14,8.07204301075,194.98,461.94,2.4,11.5465740741
4163,262.0,190.0,109.0,34.0,213.0,7.18300469484,0.04,13.3275757576,225.88,277.19,2.1,6.59259541985
4166,133.0,203.0,38.0,34.0,132.0,10.7368181818,0.01,4.30396825397,78.78,176.81,2.9,8.72827067669
4167,224.0,180.0,43.0,17.0,174.0,10.9754022989,0.01,7.84166666667,194.7,22.44,2.3,10.4513392857
4168,343.0,167.0,43.0,72.0,317.0,7.18025236593,-0.84,6.29793296089,677.44,474.95,2.8,5.63376093294
4169,166.0,187.0,114.0,89.0,189.0,8.47656084656,0.01,5.33934579439,785.45,82.0,2.2,8.51234939759
4170,336.0,396.0,163.0,118.0,217.0,10.9777880184,-1.08,6.32294372294,128.45,108.25,1.4,9.09223214286
4171,404.0,174.0,19.0,13.0,350.0,8.11514285714,-3.36,28.6200884956,16.0,39.03,1.6,6.84962871287
4172,137.0,110.0,14.0,65.0,83.0,12.623253012,-1.14,5.36922077922,355.61,11.47,2.25,6.43167883212
4173,482.0,142.0,2.0,44.0,118.0,10.9876271186,0.01,6.37990147783,131.37,20.82,2.2,8.58238589212
4174,210.0,203.0,110.0,54.0,173.0,7.61289017341,-3.42,3.79598039216,46.38,361.71,1.5,5.5079047619
4175,237.0,210.0,58.0,64.0,286.0,6.29052447552,0.01,4.12552763819,280.89,91.54,2.23,7.47573839662
4178,93.0,128.0,21.0,35.0,84.0,13.2252380952,0.02,4.68705128205,137.41,31.45,2.93,9.67075268817
4179,343.0,144.0,16.0,23.0,160.0,6.5060625,0.1,14.0205147059,28.64,23.1,1.665,7.17813411079
4180,106.0,181.0,66.0,62.0,137.0,8.27729927007,0.1,4.09027027027,49.13,177.22,1.0,5.44839622642
4181,329.0,144.0,50.0,32.0,285.0,10.6970175439,0.2,5.22610169492,3.8,111.2,3.0,7.32155015198
4184,248.0,164.0,8.0,70.0,145.0,6.30248275862,0.01,9.89528169014,80.2,33.9,2.9,7.11959677419
4185,177.0,119.0,21.0,62.0,175.0,15.6673142857,0.03,5.24646464646,107.2,78.72,2.63,9.4981920904
4192,244.0,171.0,15.0,57.0,151.0,11.2306622517,0.01,6.67075630252,1370.75,14.2,5.4,10.2171721311
4193,319.0,108.0,13.0,48.0,121.0,15.7400826446,0.01,9.07425675676,269.38,9.5,2.0,14.5274294671
4196,264.0,200.0,48.0,35.0,274.0,8.85032846715,-1.14,6.73504,22.46,72.7,3.0,8.79299242424
4197,345.0,202.0,25.0,16.0,366.0,7.00092896175,-3.54,12.1154545455,8.94,492.8,2.3,6.8224057971
4200,378.0,105.0,4.0,11.0,339.0,8.22315634218,0.1,15.2724137931,9.6,292.13,2.0,8.24751322751
4201,311.0,161.0,45.0,28.0,282.0,5.11514184397,0.1,9.97376146789,179.0,331.73,3.0,6.84353697749
4204,199.0,151.0,9.0,55.0,233.0,12.9690128755,0.01,6.21336538462,206.53,22.13,2.6,7.35015075377
4205,4.0,3.0,0.0,0.0,1.0,6.5,0.0,0.055,0.0,0.0,2.0,3.3
4206,251.0,177.0,38.0,44.0,194.0,10.2491237113,0.01,7.52662721893,372.88,260.75,3.0,9.49043824701
4207,1.0,4.0,3.0,0.0,1.0,10.9,0.8,0.0,0.0,0.0,0.0,9.6
4208,244.0,198.0,195.0,88.0,241.0,5.94082987552,0.01,8.84648648649,454.28,86.05,0.7,4.37446721311
4209,242.0,105.0,59.0,157.0,254.0,4.93232283465,0.01,2.52818965517,48.59,574.82,0.2,2.78227272727
4210,119.0,234.0,115.0,47.0,104.0,8.07826923077,-0.54,3.98092592593,43.94,234.39,0.83,10.321512605
4211,82.0,111.0,54.0,0.0,49.0,5.01020408163,-3.24,4.03086206897,6.4,12.41,1.23,7.64731707317
4212,331.0,186.0,27.0,62.0,314.0,6.82429936306,0.01,8.42709923664,101.97,143.37,0.75,9.77413897281
4213,170.0,376.0,50.0,29.0,246.0,6.37195121951,-0.84,6.30697761194,44.74,9.64,2.6,7.06811764706
4214,109.0,221.0,45.0,26.0,99.0,7.51282828283,0.01,3.31327868852,24.95,175.47,1.4,7.47165137615
4215,144.0,187.0,96.0,11.0,118.0,5.51177966102,0.01,7.89290598291,56.62,38.25,1.2,4.60888888889
4216,218.0,176.0,45.0,56.0,249.0,11.4313654618,0.04,10.6984666667,157.39,164.19,4.3,8.15174311927
4217,381.0,170.0,67.0,62.0,304.0,10.1210197368,0.01,7.69039772727,358.6,42.13,3.0,8.24669291339
4218,293.0,119.0,46.0,36.0,330.0,9.18336363636,0.01,23.5385925926,7.27,60.75,3.1,5.21546075085
4219,356.0,71.0,16.0,26.0,343.0,7.6421574344,-0.9,5.81659340659,3.35,414.96,2.95,6.06266853933
4220,343.0,149.0,76.0,50.0,270.0,10.2131111111,-3.3,4.40018018018,94.24,58.46,2.5,8.23918367347
4221,597.0,118.0,17.0,65.0,511.0,9.99953033268,-2.04,10.5923703704,232.89,144.06,3.0,6.17515912898
4222,210.0,200.0,77.0,111.0,125.0,7.1444,-3.54,5.30046052632,83.16,102.94,1.9,7.93361904762
4223,237.0,210.0,25.0,47.0,205.0,9.85941463415,0.01,15.1699280576,39.89,132.78,2.465,6.58700421941
4224,170.0,237.0,56.0,45.0,134.0,4.31776119403,0.01,2.3792481203,63.38,213.18,0.8,1.71182352941
4225,3.0,4.0,0.0,3.0,4.0,3.775,0.0,9.085,500.0,0.0,1.88,7.06666666667
4226,109.0,270.0,54.0,28.0,219.0,9.87621004566,0.01,3.32114832536,70.38,340.3,1.4,11.5182568807
4227,422.0,60.0,47.0,32.0,371.0,6.60396226415,0.1,11.8518085106,53.11,358.21,3.4,7.07651658768
4228,252.0,183.0,68.0,44.0,253.0,9.09865612648,-1.14,8.39394495413,334.19,123.81,2.2,8.18055555556
4229,198.0,216.0,25.0,25.0,159.0,9.99006289308,0.01,6.47803571429,106.42,7.22,1.83,9.58237373737
4232,197.0,331.0,26.0,53.0,202.0,9.78405940594,0.01,8.35604395604,186.23,1493.38,1.6,7.59192893401
4233,410.0,211.0,28.0,56.0,403.0,8.23282878412,0.01,13.3944827586,348.41,44.21,2.6,7.04124390244
4234,151.0,153.0,23.0,25.0,162.0,14.1940123457,-3.54,5.82779569892,45.52,302.31,1.63,10.4940397351
4235,192.0,117.0,10.0,38.0,125.0,7.55096,0.01,15.392247191,798.99,101.2,2.45,8.86979166667
4236,180.0,224.0,41.0,55.0,205.0,10.4473170732,0.01,5.67523178808,109.99,394.52,2.3,9.13122222222
4237,213.0,191.0,48.0,46.0,155.0,6.15412903226,-3.12,8.125,97.22,17.39,2.0,7.51882629108
4240,155.0,158.0,16.0,38.0,102.0,4.83892156863,0.01,8.95871212121,42.85,511.02,3.0,4.88535483871
4241,74.0,159.0,66.0,35.0,150.0,11.2182,0.8,6.33414634146,147.14,241.52,3.5,7.09756756757
4252,72.0,67.0,13.0,32.0,65.0,20.5953846154,0.1,9.75283783784,75.8,363.16,3.55,13.8591666667
4253,276.0,108.0,32.0,11.0,264.0,11.9223863636,0.0,10.7063478261,50.9,59.5,2.5,12.3826449275
4256,12.0,10.0,1.0,12.0,7.0,18.6,0.2,9.65263157895,146.3,2.5,6.0,16.1583333333
4257,60.0,45.0,10.0,13.0,31.0,15.4290322581,0.03,7.4915,14.73,1.8,2.0,14.6683333333
4260,0.0,0.0,0.0,0.0,2.0,1.75,0.0,7.05,0.0,0.0,1.5,0.0
4261,192.0,135.0,32.0,32.0,104.0,9.28538461538,0.02,9.9228742515,18.42,105.32,4.0,6.24354166667
4262,230.0,187.0,72.0,109.0,177.0,6.99033898305,-1.14,3.58456140351,307.18,32.09,1.175,7.33313043478
4263,233.0,218.0,26.0,25.0,96.0,8.2525,0.01,5.2347,453.17,11.69,2.03,6.49553648069
4266,196.0,175.0,70.0,106.0,197.0,10.2340101523,-2.28,2.5202970297,350.74,37.78,1.44,6.7325
4267,135.0,182.0,27.0,50.0,123.0,6.91699186992,0.01,5.32774647887,19.12,5.85,0.8,10.8805925926
4270,158.0,204.0,39.0,41.0,173.0,17.6961849711,-3.54,4.38015384615,28.35,244.68,2.6,5.28689873418
4271,123.0,133.0,25.0,80.0,126.0,7.99126984127,0.01,9.37077777778,188.97,463.57,3.3,6.26479674797
4272,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.11,0.0,3.1,0.0,0.0
4273,2.0,3.0,5.0,0.0,1.0,4.6,0.0,6.65,0.0,0.0,0.0,8.17
4276,212.0,310.0,47.0,28.0,232.0,10.5344827586,0.01,4.56755274262,215.93,153.33,3.9,8.7504245283
4277,0.0,2.0,0.0,2.0,6.0,5.015,0.0,0.0,500.0,0.0,1.6,0.0
4278,170.0,70.0,14.0,59.0,222.0,10.4661711712,0.01,7.56183908046,186.8,100.79,4.6,7.98888235294
4279,182.0,212.0,36.0,63.0,110.0,5.33754545455,-3.54,13.0257638889,57.48,27.41,1.8,7.51901098901
4280,0.0,9.0,0.0,0.0,2.0,2.535,0.0,1.0,0.16,0.0,1.6,0.0
4281,379.0,186.0,40.0,70.0,158.0,5.92139240506,0.01,11.7157303371,181.36,2.4,2.615,8.73741424802
4284,253.0,139.0,75.0,27.0,311.0,5.82128617363,0.01,6.90479166667,97.65,189.43,1.0,4.78166007905
4285,168.0,117.0,22.0,55.0,256.0,10.1578125,-0.84,5.67550847458,317.22,221.5,2.5,5.54958333333
4286,284.0,177.0,22.0,32.0,131.0,10.2210687023,-1.08,12.5060194175,210.2,1.24,1.8,11.2767957746
4287,410.0,232.0,21.0,10.0,334.0,9.62074850299,0.1,9.87705882353,12.09,53.38,2.0,8.83670731707
4288,207.0,286.0,57.0,79.0,200.0,3.90905,-3.18,12.1804867257,94.22,345.83,2.6,7.60782608696
4289,4.0,4.0,0.0,1.0,1.0,300.0,0.0,0.0,0.0,3.3,0.0,5.7
4290,20.0,29.0,13.0,19.0,25.0,17.17,0.01,5.57793103448,133.56,9.82,4.25,11.63
4291,176.0,155.0,4.0,21.0,73.0,9.56493150685,0.12,6.31934210526,376.95,7.6,1.9,11.9855113636
4292,258.0,98.0,20.0,72.0,157.0,9.17484076433,-1.14,5.7553,300.06,126.75,0.95,12.8148449612
4293,457.0,163.0,23.0,82.0,165.0,14.0861818182,0.01,7.32918367347,152.06,29.46,2.2,12.1868490153
4294,329.0,256.0,90.0,76.0,239.0,8.83953974895,0.01,5.06116959064,707.61,223.34,1.5,7.71717325228
4295,507.0,388.0,135.0,48.0,345.0,5.51631884058,0.08,6.38696153846,681.0,42.06,2.03,7.45447731755
4296,223.0,136.0,45.0,35.0,314.0,7.82452229299,0.01,11.213559322,316.9,112.82,3.0,6.27695067265
4297,2.0,6.0,2.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,505.3
4300,403.0,277.0,81.0,94.0,393.0,8.5179389313,0.04,16.063507109,116.41,239.76,3.03,8.33920595533
4301,74.0,213.0,16.0,22.0,90.0,19.6148888889,0.1,5.69210191083,449.62,89.72,1.3,12.2
4302,240.0,137.0,16.0,38.0,216.0,5.00962962963,0.01,5.82011235955,133.27,8.2,4.0,7.4105
4303,227.0,246.0,38.0,73.0,123.0,13.2469105691,0.01,4.02921212121,642.93,208.89,1.0,5.35290748899
4304,124.0,273.0,92.0,51.0,110.0,5.10845454545,0.01,9.05253807107,53.91,13.16,0.515,12.1663709677
4305,427.0,274.0,16.0,38.0,267.0,5.91265917603,0.01,7.57101123596,74.08,34.58,2.3,4.48744730679
4310,0.0,1.0,0.0,2.0,6.0,3.6,0.0,3.0,0.0,0.0,1.2,0.0
4311,169.0,304.0,40.0,60.0,182.0,6.35445054945,0.01,8.4227443609,160.26,276.97,3.0,9.72946745562
4312,144.0,159.0,29.0,29.0,166.0,5.82385542169,1.2,10.809020979,190.57,138.39,1.4,6.16208333333
4313,196.0,210.0,25.0,38.0,258.0,9.03197674419,0.01,11.9897857143,419.62,121.32,1.5,6.7287244898
4314,233.0,258.0,140.0,83.0,217.0,8.49152073733,-3.54,4.92987654321,149.55,422.31,0.6,2.77703862661
4315,146.0,226.0,155.0,35.0,156.0,11.9753846154,-3.54,6.18339449541,158.51,63.5,0.83,6.17335616438
4316,374.0,320.0,117.0,80.0,398.0,5.25464824121,-1.14,3.8435862069,530.29,476.8,2.6,5.63855614973
4317,169.0,159.0,69.0,75.0,146.0,8.64191780822,0.01,2.47481818182,22.67,427.13,0.01,4.76863905325
4318,193.0,154.0,12.0,50.0,205.0,14.0516097561,-1.08,5.38875,85.84,288.09,2.3,8.92165803109
4319,224.0,148.0,34.0,18.0,182.0,8.38406593407,0.0,4.62075268817,20.4,16.1,1.8,7.36776785714
4326,81.0,111.0,10.0,46.0,54.0,19.7709259259,0.01,8.37224719101,378.13,59.59,4.0,3.24703703704
4327,90.0,150.0,7.0,26.0,60.0,8.88866666667,0.01,6.06352,15.61,16.34,2.515,12.5292222222
4328,231.0,234.0,9.0,33.0,214.0,11.4846728972,0.01,3.63715789474,6.12,340.29,2.15,4.48584415584
4329,23.0,6.0,5.0,1.0,14.0,9.85714285714,0.1,3.2,33.5,7.8,2.0,4.42608695652
4330,78.0,103.0,7.0,43.0,68.0,4.72941176471,-3.54,7.88152173913,181.9,106.64,3.6,9.02205128205
4331,253.0,131.0,45.0,58.0,242.0,8.92723140496,0.06,6.05956043956,88.29,388.42,1.25,7.96830039526
4332,225.0,166.0,30.0,81.0,205.0,12.0925853659,0.01,4.25950413223,247.43,72.01,2.53,8.73848888889
4333,238.0,160.0,105.0,29.0,225.0,8.46662222222,0.01,5.27087719298,25.67,68.75,2.2,9.2068487395
4334,49.0,31.0,33.0,16.0,39.0,11.8307692308,0.0,7.91818181818,29.9,4.0,2.0,11.5040816327
4335,345.0,145.0,205.0,31.0,326.0,7.54901840491,0.01,3.42512195122,2.72,0.1,1.0,5.09565217391
4338,248.0,104.0,22.0,49.0,258.0,7.74065891473,0.01,5.11573033708,107.9,118.16,3.8,8.89995967742
4339,148.0,195.0,19.0,23.0,214.0,6.06406542056,0.01,7.69865800866,223.0,442.75,3.3,6.88128378378
4340,197.0,245.0,36.0,54.0,174.0,9.96540229885,0.01,8.3132195122,316.63,273.75,2.8,11.1690862944
4341,303.0,253.0,84.0,34.0,292.0,6.40948630137,0.02,5.47971014493,652.18,410.86,0.9,6.09224422442
4342,113.0,204.0,29.0,27.0,103.0,9.02854368932,-1.38,15.2817919075,45.81,63.63,3.0,7.52539823009
4343,224.0,69.0,11.0,24.0,102.0,9.80735294118,-0.9,5.78946428571,183.46,70.4,4.0,8.71044642857
4346,126.0,106.0,11.0,37.0,147.0,8.82183673469,0.01,4.65632,63.35,366.67,3.0,7.21904761905
4347,348.0,303.0,81.0,113.0,298.0,8.22802013423,0.01,4.44878136201,37.97,83.24,2.3,7.77873563218
4348,296.0,210.0,67.0,84.0,326.0,9.49239263804,0.01,4.36431818182,376.1,214.48,1.8,8.12621621622
4349,287.0,184.0,96.0,49.0,245.0,6.13706122449,0.01,12.6634693878,106.8,427.46,3.0,9.54832752613
4352,42.0,60.0,21.0,18.0,99.0,11.2190909091,0.0,8.39022222222,150.78,56.85,1.43,2.89166666667
4353,164.0,280.0,64.0,14.0,173.0,9.40901734104,-3.42,4.70662251656,69.61,504.41,3.0,9.97902439024
4358,255.0,155.0,18.0,55.0,303.0,6.99640264026,0.01,6.68957055215,136.5,166.06,3.0,8.61133333333
4359,66.0,59.0,32.0,45.0,85.0,10.8437647059,1.1,8.17014925373,154.44,74.87,3.8,7.31848484848
4360,146.0,219.0,95.0,38.0,156.0,10.5625641026,0.01,7.96212871287,418.95,221.86,0.7,5.82712328767
4361,181.0,143.0,3.0,12.0,197.0,14.7298984772,0.01,8.86521428571,989.11,633.75,3.0,11.3039226519
4362,112.0,209.0,61.0,58.0,85.0,10.7934117647,-1.32,5.03183206107,27.02,396.05,3.1,4.22946428571
4363,124.0,180.0,97.0,47.0,87.0,6.81954022989,-0.84,11.8053913043,69.2,176.4,2.6,10.6461290323
4366,90.0,168.0,29.0,45.0,109.0,12.2694495413,-0.12,3.04858490566,46.74,203.87,2.5,5.28733333333
4367,157.0,256.0,55.0,31.0,100.0,6.4307,0.1,6.20988764045,40.3,287.66,2.5,6.7625477707
4368,72.0,63.0,0.0,11.0,37.0,6.54324324324,0.1,9.85295454545,39.1,10.23,3.0,13.3559722222
4369,152.0,205.0,29.0,34.0,140.0,16.1516428571,-3.42,14.4185889571,351.8,28.5,2.5,12.2944078947
4370,87.0,70.0,10.0,28.0,110.0,6.65127272727,-0.72,3.30161764706,120.4,59.98,0.08,6.62632183908
4371,262.0,139.0,41.0,66.0,242.0,10.2113636364,-0.9,4.05300578035,110.26,9.71,0.8,6.61561068702
4372,230.0,195.0,48.0,87.0,265.0,8.12788679245,0.01,6.4711971831,448.01,507.69,3.0,7.87217391304
4373,249.0,299.0,32.0,21.0,198.0,8.94242424242,0.01,9.36048387097,132.49,153.93,3.0,7.82253012048
4374,292.0,220.0,81.0,82.0,314.0,6.60617834395,-0.18,3.45783653846,39.22,33.21,0.02,5.40681506849
4375,255.0,248.0,13.0,23.0,180.0,8.15672222222,0.01,7.72960486322,113.43,13.9,1.83,5.22070588235
4376,243.0,171.0,16.0,35.0,259.0,11.3208494208,0.0,5.1532,283.56,11.3,1.9,9.45625514403
4377,234.0,131.0,4.0,31.0,110.0,9.69736363636,0.2,16.3959615385,60.6,6.3,3.0,8.04316239316
4378,203.0,150.0,29.0,44.0,203.0,11.78,0.01,17.9133043478,62.95,473.1,4.0,8.00497536946
4379,91.0,180.0,84.0,41.0,98.0,14.0629591837,0.4,11.5573571429,56.24,323.46,2.2,7.13318681319
4382,602.0,262.0,40.0,68.0,479.0,9.54098121086,0.01,6.28957055215,224.31,26.0,3.0,8.88141196013
4383,642.0,396.0,42.0,50.0,482.0,7.3639626556,-3.36,14.1742857143,55.58,337.94,2.63,5.96228971963
4384,190.0,125.0,15.0,51.0,136.0,13.2494117647,0.12,7.38592592593,673.48,13.01,5.4,11.3034210526
4385,128.0,93.0,6.0,22.0,68.0,18.2964705882,0.01,14.4557317073,55.63,459.34,3.1,9.676875
4388,555.0,219.0,24.0,66.0,467.0,5.74119914347,0.1,7.57243243243,29.16,138.5,1.6,4.69320720721
4389,577.0,325.0,29.0,28.0,443.0,4.450248307,0.01,13.5618235294,62.8,126.9,2.33,4.51601386482
4392,0.0,3.0,0.0,0.0,8.0,28.3375,0.0,1.92222222222,0.0,0.0,0.5,0.0
4393,291.0,128.0,22.0,35.0,269.0,7.41598513011,0.1,5.59127906977,317.4,473.25,4.7,7.07828178694
4394,188.0,258.0,98.0,21.0,130.0,6.54330769231,0.01,6.00448598131,246.03,40.46,2.2,7.30191489362
4395,198.0,273.0,45.0,19.0,207.0,5.69743961353,-3.36,11.382037037,40.61,53.19,2.4,6.64696969697
4404,273.0,158.0,52.0,67.0,309.0,7.27799352751,0.01,2.57471014493,36.77,134.63,2.4,5.27868131868
4405,297.0,195.0,32.0,39.0,252.0,6.4103968254,0.01,4.22417218543,17.21,3.83,1.83,9.34717171717
4406,225.0,309.0,168.0,82.0,206.0,6.62514563107,-1.14,5.68685393258,20.08,22.62,1.615,6.80377777778
4407,226.0,211.0,13.0,42.0,305.0,11.2846229508,-1.02,4.76506944444,255.61,152.99,3.0,9.60389380531
4412,258.0,210.0,33.0,73.0,248.0,10.7147177419,0.01,4.33182389937,260.42,241.4,3.0,6.64608527132
4413,203.0,260.0,63.0,34.0,280.0,8.80875,0.01,5.79480392157,28.65,27.77,2.5,7.88541871921
4414,3.0,0.0,0.0,2.0,5.0,8.14,0.0,1.0,0.0,0.0,2.1,5.32
4415,251.0,221.0,48.0,52.0,197.0,7.08289340102,0.01,10.9490625,525.19,568.8,3.3,7.56665338645
4420,217.0,121.0,32.0,69.0,169.0,9.68562130178,0.01,6.40612612613,71.84,209.72,3.0,10.4051152074
4421,157.0,202.0,44.0,36.0,111.0,6.15315315315,0.1,10.4901234568,77.6,248.29,3.33,7.23547770701
